Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Тип установки,Нагревательный элемент,Площадь обогрева,Подлкючение
https://cdn.entero.ru/mp@2x/61/d9/61d9329862de4f624a1fbb0241f32c39.jpg;https://cdn.entero.ru/mp@2x/34/44/3444d69855ca08b8f4c69e64bcca1e5f.jpg;https://cdn.entero.ru/mp@2x/57/8b/578bfe54ae39d4e5331ffc218b2725a8.jpg;https://cdn.entero.ru/mp@2x/eb/ff/ebff98373aa74c23f33e20581742dc16.jpg;https://cdn.entero.ru/mp@2x/a1/38/a1386adc46d9062189ca63e8c66f3cb6.jpg,Обогреватель инфракрасный уличный Stalleh Kotte Rottang,Обогреватель инфракрасный уличный Stalleh Kotte Rottang,27595,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275498,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275498""><b class=""b"">Ställeh Kotte Rottang</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, механическим пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной стали, горелка - из хромированной стали, рефлектор - из цельного куска алюминия.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Габариты в упаковке: 450х450х900 мм</li>
<li>Цвет: коричневый с имитацией плетения из ротанга</li>
</ul>",275498,от 5 до 13 кВт,820 мм,820 мм,2250 мм,,,,0,,29356,,Швеция,Китай,,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/e5/9b/e59b880527f2da888e9060b8bd67b25e.jpg;https://cdn.entero.ru/mp@2x/11/ac/11ac91520f80ea7adcf08cd3d39097a7.jpg;https://cdn.entero.ru/mp@2x/84/11/84111b820f2757bdf66900cfa9716347.jpg;https://cdn.entero.ru/mp@2x/ef/ef/efefdfae41771f0303f3204e31c6e312.jpg;https://cdn.entero.ru/mp@2x/c0/e2/c0e203e07a62454131f7457ed9507c0e.jpg;https://cdn.entero.ru/mp@2x/31/a1/31a114ba0d98f324eda9aaa80527711b.jpg,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Black,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Black,30528,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275510,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275510""><b class=""b"">Ställeh Pyramid x3 Black</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, электро-пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной окрашенной стали, горелка - из высококачественной стали, колба - из закаленного термостойкого стекла, рефлектор - из цельного куска алюминия.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Корпус в форме усеченной трехгранной пирамиды, у которой нижняя часть закрытая, а верхняя - с продольной перфорацией</li>
<li>Колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Размер рефлектора: 600х600х600 мм</li>
<li>Габариты в упаковке: 1400х740х235 мм</li>
<li>Цвет: черный</li>
</ul>",275510,от 5 до 13 кВт,,,2350 мм,33 кг,1,1400x740x235 мм,0,,,,Швеция,Китай,33 кг,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/46/52/465214af5178ba8530f0b9c430a817ff.jpg,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Ashu,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Ashu,32467,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275499,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/275499""><b class=""b"">Ställeh Pyramid x3 Ashu</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, электро-пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной стали, покрытой порошковой краской, горелка - из высококачественной стали, колба - из закаленного термостойкого стекла, рефлектор - из цельного куска алюминия.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Корпус в форме усеченной трехгранной пирамиды, у которой нижняя часть закрытая, а верхняя - с продольной перфорацией</li>
<li>Колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Размер рефлектора: 600х600х600 мм</li>
<li>Габариты в упаковке: 1400х740х235 мм</li>
<li>Цвет: пепельный</li>
</ul>",275499,от 5 до 13 кВт,,,2350 мм,,,,0,,,,Швеция,Китай,33 кг,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/30/a8/30a804979cf6f3ffecc267f0bb074003.jpg,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Bronse,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Bronse,32467,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275504,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/275504""><b class=""b"">Ställeh Pyramid x3 Bronse</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, электро-пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной стали, покрытой порошковой краской, горелка - из высококачественной стали, колба - из закаленного термостойкого стекла, рефлектор - из цельного куска алюминия.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Корпус в форме усеченной трехгранной пирамиды, у которой нижняя часть закрытая, а верхняя - с продольной перфорацией</li>
<li>Колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Размер рефлектора: 600х600х600 мм</li>
<li>Габариты в упаковке: 1400х740х235 мм</li>
<li>Цвет: бронзовый</li>
</ul>",275504,от 5 до 13 кВт,,,2350 мм,,,,0,,34539,,Швеция,Китай,33 кг,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/d3/9e/d39ee08abdf3ac2acdd668168b34c324.jpg;https://cdn.entero.ru/mp@2x/2a/ef/2aef148799378516014c8cc11a2443c9.jpg,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Steel,Обогреватель инфракрасный уличный Stalleh Pyramid x3 Steel,32467,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/275509,"<p>Уличный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/275509""><b class=""b"">Ställeh Pyramid x3 Steel</b></a> предназначен для обогрева и поддержания комфортного микроклимата на открытых площадках кафе и ресторанов, в зонах отдыха пансионатов и санаториев. Модель оснащена рефлектором, редуктором давления газа типа 694 итальянского производства, электро-пьезоподжигом и датчиком контроля наличия пламени. Корпус выполнен из высококачественной полированной стали, горелка - из высококачественной стали, колба - из закаленного термостойкого стекла, рефлектор - из цельного куска алюминия.</p>

<p>В комплект поставки входит чехол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка мощности</li>
<li>Работает на смеси сжиженных углеводородных газов - пропана и бутана (рассчитано на стальной баллон 27 л или пластиковый 24,5 л)</li>
<li>Корпус в форме усеченной трехгранной пирамиды, у которой нижняя часть закрытая, а верхняя - с продольной перфорацией</li>
<li>Колесики в основании для облегчения перемещения</li>
<li>Система безопасности, прекращающая подачу газа при:
<ul>
<li>Переворачивании или отклонении прибора более чем на 30°</li>
<li>При затухании пламени от порыва ветра</li>
</ul>
</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Нагревает предметы, а не воздух</li>
<li>Бесшумный и экономичный</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 3 м</li>
<li>Время работы на максимальной мощности: 15 ч</li>
<li>Размер рефлектора: 600х600х600 мм</li>
<li>Габариты в упаковке: 1400х740х235 мм</li>
<li>Цвет: нержавеющая сталь</li>
</ul>",275509,от 5 до 13 кВт,,,2350 мм,33 кг,1,1400x740x235 мм,0,,,,Швеция,Китай,33 кг,напольный,,от 25 до 30 м2,газ
https://cdn.entero.ru/mp@2x/b4/3f/b43f687f5d3ab1a01d57e7f933fb4f41.jpg;https://cdn.entero.ru/mp@2x/53/00/53006ecd024b997c9cf6f2b446e5fdef.jpg;https://cdn.entero.ru/mp@2x/22/ea/22ea522c9aa118a2f66dd4d10fdf862a.jpg;https://cdn.entero.ru/mp@2x/01/6d/016ddf68037e8112fc4f9b762493eaae.jpg;https://cdn.entero.ru/mp@2x/d7/7c/d77ce7a690be25c1b6bb3ee345364f2b.jpg;https://cdn.entero.ru/mp@2x/d4/38/d4386a82901f0ccc8196386b7b5be53a.jpg;https://cdn.entero.ru/mp@2x/ff/fe/fffefa301fe6cc26b29b57f584cd6c10.jpg;https://cdn.entero.ru/mp@2x/ee/0d/ee0df8d63984902a2f0e73effe58014c.jpg;https://cdn.entero.ru/mp@2x/b3/5d/b35d47edaf70799eb4321a4c373f0fa8.jpg,Обогреватель инфракрасный напольный Hugett Floor R,1821/A,40452,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/274714,"<p>Напольный инфракрасный обогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274714""><b class=""b"">Hügett Floor R</b></a> предназначен для обогрева и поддержания комфортного микроклимата в шатрах, беседках, на верандах и террасах. Модель оснащена пирамидальным основанием, внешне напоминающим плетение из ротанга. Корпус выполнен из высококачественной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня регулировки мощности</li>
<li>Защитная металлическая решетка, предотвращающая случайный контакт галогенной лампы с руками или посторонними предметами</li>
<li>Металлический отражатель над нагревательным элементом для равномерного рассеивания инфракрасного излучения</li>
<li>Тепловое излучение, максимально похожее на солнечное, без вредного УФ излучения</li>
<li>Не сжигает кислород и пыль</li>
<li>Нагревает предметы, а не воздух</li>
<li>Отсутствие неприятного запаха</li>
<li>Бесшумный и экономичный</li>
<li>Степень защиты: IP44</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Радиус обогрева: 4 м</li>
<li>Угол обогрева: 100°</li>
<li>Мощность обогрева: 1,2 / 1,8 / 3 кВт</li>
<li>Диаметр основания: 460 мм</li>
<li>Длина сетевого кабеля: 3 м</li>
<li>Габариты в упаковке: 630х630х690 мм</li>
<li>Цвет: темно-серый</li>
</ul>",274714,от 1.2 до 3 кВт,600 мм,600 мм,2100 мм,16 кг,1,630x630x690 мм,0,,42138,14 кг,Бельгия,Китай,,напольный,галогенный,10 м2,220 В
https://cdn.entero.ru/mp@2x/29/1f/291fbb8798d48cc2de6cce174f215d69.jpg,Обогреватель инфракрасный ZILON Гелиос IR-4.0SN2,серия Гелиос,0,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/192785,"<p>Инфракрасный обогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192785"">ZILON Гелиос IR-4.0SN2</a> </b>предназначен для обогрева и поддержания комфортного микроклимата в жилых, офисных, складских или промышленных помещений, а также спортивных, развлекательных и оздоровительных комплексов. Модель оснащена трубчатыми электронагревателями, излучающими панелями и выводом кабеля с опресованными наконечниками для подключения к сети питания.</p>

<p>В комплект поставки входит кронштейн для подвешивания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый и эффективный нагрев поверхностей с помощью инфракрасного излучения</li>
<li>Минимальное воздействие на воздушную среду помещения</li>
<li>Универсальный монтаж и компактные габариты для рационального использования полезного пространства помещения</li>
<li>Низкое энергопотребление</li>
<li>Бесшумная работа</li>
<li>Простота, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределение энергии:
<ul>
<li>Нагрев поверхностей излучением: 92%</li>
<li>Нагрев воздуха: 8%</li>
</ul>
</li>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP20</li>
<li>Рабочая температура поверхности излучающих панелей: 250 °С</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Максимальная сила тока: 5,7 А</li>
<li>Средний срок эксплуатации: 8 лет</li>
<li>Площадь обогрева при эксплуатации в качестве дополнительного источника тепла: 80 м²</li>
<li>Минимальный воздушный зазор при эксплуатации:
<ul>
<li>За прибором: 120 мм</li>
<li>Боковой: 200 мм</li>
<li>В зоне излучения (люди и животные): 2500 мм</li>
<li>В зоне излучения (мягкие поверхности): 1000 мм</li>
<li>В зоне излучения (гладкие поверхности): 2500 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 415x68x1695 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/192786"">Комнатный термостат </a></li>
<li>Поворотный кронштейн</li>
</ul>",192785,4 кВт,390 мм,54 мм,1654 мм,,,,0,https://entero.ru/manuals/225128/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81%20IR-4.0SN2.pdf;https://entero.ru/manuals/225129/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%84%D1%80%D0%B0%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%B1%D0%BE%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D0%B8%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81.pdf,,16.5 кг,,Россия,,"настенный, потолочный",трубчатый,40 м2,380 В
https://cdn.entero.ru/mp@2x/87/ba/87baa78f499d695f9d7c03f168852162.jpg,Обогреватель инфракрасный ZILON Гелиос IR-0.6SN3,серия Гелиос,0,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/192774,"<p>Инфракрасный обогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192774"">ZILON Гелиос IR-0.6SN3</a> </b>предназначен для обогрева и поддержания комфортного микроклимата в жилых, офисных, складских или промышленных помещений, а также спортивных, развлекательных и оздоровительных комплексов. Модель оснащена трубчатыми электронагревателями, излучающими панелями и выводом кабеля с опресованными наконечниками для подключения к сети питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый и эффективный нагрев поверхностей с помощью инфракрасного излучения</li>
<li>Минимальное воздействие на воздушную среду помещения</li>
<li>Универсальный монтаж и компактные габариты для рационального использования полезного пространства помещения</li>
<li>Низкое энергопотребление</li>
<li>Бесшумная работа</li>
<li>Простота, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределение энергии:
<ul>
<li>Нагрев поверхностей излучением: 92%</li>
<li>Нагрев воздуха: 8%</li>
</ul>
</li>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP20</li>
<li>Рабочая температура поверхности излучающих панелей: 250 °С</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Максимальная сила тока: 2,6 А</li>
<li>Средний срок эксплуатации: 8 лет</li>
<li>Площадь обогрева при эксплуатации в качестве дополнительного источника тепла: 12 м²</li>
<li>Минимальный воздушный зазор при эксплуатации:
<ul>
<li>За прибором: 100 мм</li>
<li>Боковой: 150 мм</li>
<li>В зоне излучения (люди и животные): 700 мм</li>
<li>В зоне излучения (мягкие поверхности): 500 мм</li>
<li>В зоне излучения (гладкие поверхности, а также люди и животные при длительном пребывании в помещении с температурой воздуха ниже 11°С): 1800 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 150x53x915 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/192786"">Комнатный термостат</a> </li>
<li>Поворотный кронштейн</li>
</ul>",192774,0.6 кВт,135 мм,40 мм,885 мм,,,,0,https://entero.ru/manuals/225106/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81%20IR-0.6SN3.pdf;https://entero.ru/manuals/225107/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%84%D1%80%D0%B0%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%B1%D0%BE%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D0%B8%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81.pdf,,2.2 кг,,Россия,,"настенный, потолочный",трубчатый,6 м2,220 В
https://cdn.entero.ru/mp@2x/31/47/3147684eaf2450fb87a0a3f3447d982f.jpg,Обогреватель инфракрасный ZILON Гелиос IR-1.0SN3,серия Гелиос,0,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/192776,"<p>Инфракрасный обогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192776"">ZILON Гелиос IR-1.0SN3</a> </b>предназначен для обогрева и поддержания комфортного микроклимата в жилых, офисных, складских или промышленных помещений, а также спортивных, развлекательных и оздоровительных комплексов. Модель оснащена трубчатыми электронагревателями, излучающими панелями и выводом кабеля с опресованными наконечниками для подключения к сети питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый и эффективный нагрев поверхностей с помощью инфракрасного излучения</li>
<li>Минимальное воздействие на воздушную среду помещения</li>
<li>Универсальный монтаж и компактные габариты для рационального использования полезного пространства помещения</li>
<li>Низкое энергопотребление</li>
<li>Бесшумная работа</li>
<li>Простота, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределение энергии:
<ul>
<li>Нагрев поверхностей излучением: 92%</li>
<li>Нагрев воздуха: 8%</li>
</ul>
</li>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP20</li>
<li>Рабочая температура поверхности излучающих панелей: 250 °С</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Максимальная сила тока: 4,4 А</li>
<li>Средний срок эксплуатации: 8 лет</li>
<li>Площадь обогрева при эксплуатации в качестве дополнительного источника тепла: 20 м²</li>
<li>Минимальный воздушный зазор при эксплуатации:
<ul>
<li>За прибором: 100 мм</li>
<li>Боковой: 150 мм</li>
<li>В зоне излучения (люди и животные): 700 мм</li>
<li>В зоне излучения (мягкие поверхности): 500 мм</li>
<li>В зоне излучения (гладкие поверхности, а также люди и животные при длительном пребывании в помещении с температурой воздуха ниже 11°С): 1800 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 150x53x1390 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/192786"">Комнатный термостат</a> </li>
<li>Поворотный кронштейн</li>
</ul>",192776,1 кВт,135 мм,40 мм,1364 мм,,,,0,https://entero.ru/manuals/225110/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81%20IR-1.0SN3.pdf;https://entero.ru/manuals/225111/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%84%D1%80%D0%B0%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%B1%D0%BE%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D0%B8%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81.pdf,,3.7 кг,,Россия,,"настенный, потолочный",трубчатый,12 м2,220 В
https://cdn.entero.ru/mp@2x/f4/12/f412210cc4af642770bfb902a1aee30e.jpg,Обогреватель инфракрасный ZILON Гелиос IR-1.4SN3,серия Гелиос,0,RUB,Нет,,Климатическая техника,Обогреватели,Инфракрасные обогреватели,https://entero.ru/item/192777,"<p>Инфракрасный обогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/192777"">ZILON Гелиос IR-1.4SN3</a> </b>предназначен для обогрева и поддержания комфортного микроклимата в жилых, офисных, складских или промышленных помещений, а также спортивных, развлекательных и оздоровительных комплексов. Модель оснащена трубчатыми электронагревателями, излучающими панелями и выводом кабеля с опресованными наконечниками для подключения к сети питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрый и эффективный нагрев поверхностей с помощью инфракрасного излучения</li>
<li>Минимальное воздействие на воздушную среду помещения</li>
<li>Универсальный монтаж и компактные габариты для рационального использования полезного пространства помещения</li>
<li>Низкое энергопотребление</li>
<li>Бесшумная работа</li>
<li>Простота, комфорт и длительный срок эксплуатации</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Распределение энергии:
<ul>
<li>Нагрев поверхностей излучением: 92%</li>
<li>Нагрев воздуха: 8%</li>
</ul>
</li>
<li>Класс электрозащиты: I </li>
<li>Степень защиты оболочки: IP20</li>
<li>Рабочая температура поверхности излучающих панелей: 250 °С</li>
<li>Номинальная частота сети: 50 Гц</li>
<li>Максимальная сила тока: 5,7 А</li>
<li>Средний срок эксплуатации: 8 лет</li>
<li>Площадь обогрева при эксплуатации в качестве дополнительного источника тепла: 26 м²</li>
<li>Минимальный воздушный зазор при эксплуатации:
<ul>
<li>За прибором: 100 мм</li>
<li>Боковой: 150 мм</li>
<li>В зоне излучения (люди и животные): 1500 мм</li>
<li>В зоне излучения (мягкие поверхности): 500 мм</li>
<li>В зоне излучения (гладкие поверхности, а также люди и животные при длительном пребывании в помещении с температурой воздуха ниже 11°С): 1800 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 155x50x1820 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/192786"">Комнатный термостат</a> </li>
<li>Поворотный кронштейн</li>
</ul>",192777,1.3 кВт,135 мм,40 мм,1634 мм,,,,0,https://entero.ru/manuals/225112/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81%20IR-1.4SN3.pdf;https://entero.ru/manuals/225113/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%84%D1%80%D0%B0%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B5%20%D0%BE%D0%B1%D0%BE%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D0%B8%20ZILON%20%D0%93%D0%B5%D0%BB%D0%B8%D0%BE%D1%81.pdf,,4.2 кг,,Россия,,"настенный, потолочный",трубчатый,13 м2,220 В
