Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Цвет,Материал корпуса,Давление,Тип кофе,Емкость контейнера для кофе,Емкость контейнера для отработанного кофе,Встроенная кофемолка,Объем резервуара для воды,Тип нагревательного элемента,Возможность подключения к водопроводу,Капуччинатор
https://cdn.entero.ru/mp@2x/e6/61/e66138fea85341472f89127c1a32c1b7.jpg,Кофеварка капельная ZKM FILTRO FLT120 стеклянный кувшин,FLT 120,29128,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/284459,"<p>Капельная кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284459""><b class=""b"">ZKM FILTRO FLT120 </b></a>предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, в офисах и гостиницах. Модель оснащена 2 нагревательными поверхностями и электронной панелью управления. Фильтродержатель выполнен из пластика, чайник - из стекла.</p>

<p>В комплект поставки входит 1 кувшин.</p>

<p><b>Особености:</b></p>

<ul>
<li>Защита от сухого закипания</li>
<li>Быстрое время заваривания </li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Тип подачи воды: заливной</li>
<li>Время приготовления 1 кувшина: 6 мин.</li>
<li>Производительность: 144 чашки/час </li>
</ul>",284459,капельная,220 В,2.4 кВт,190 мм,370 мм,440 мм,,Турция,,,0,,,,5.2 кг,,,,молотый,,,,1.8 л,,нет,
https://cdn.entero.ru/mp@2x/83/2f/832f505104c71ea96409617db1b523f2.jpg,Кофеварка капельная ZKM FILTRO FLT 120 T термос 2 л,Кофеварка капельная ZKM FILTRO FLT 120 T термос 2 л,29128,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/284463,"<p>Капельная кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284463""><b class=""b"">ZKM FILTRO FLT 120 T </b></a>предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, в офисах и гостиницах. Термос выполнен из нержавеющей стали.</p>

<p><b>Особености:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Быстрое время заваривания </li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Тип подачи воды: заливной</li>
<li>Время приготовления: 6 мин</li>
<li>Производительность: 144 чашки/час</li>
</ul>",284463,капельная,220 В,2.2 кВт,190 мм,370 мм,440 мм,,Турция,,,0,,,,5.3 кг,,,,молотый,,,,2 л,,нет,
https://cdn.entero.ru/mp@2x/51/4a/514a2eef6840a2f5abbc55e714535380.jpg,Кофеварка капельная KEF FLT120 T черная,Кофеварка капельная KEF FLT120 T черная,29365,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/252643,"<p>Капельная кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252643""><b class=""b"">KEF FLT120 T</b></a> предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, кофейнях, кондитерских, ресторанах и кафе. Термос выполнен из нержавеющей стали, фильтродержатель - из пластика.</p>

<p>В комплект поставки входят сетевой кабель и 25 бумажных фильтров 245x85 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручное заполнение</li>
<li>Защита от сухого закипания</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Объем термоса для кофе: 1,9 л</li>
<li>Время приготовления 1 кувшина: 6 мин.</li>
<li>Производительность: 144 чашки/час / 18 л/час</li>
</ul>",252643,капельная,220 В,2.2 кВт,190 мм,370 мм,451 мм,,Турция,,,0,,,,5.3 кг,черный,металл,,молотый,,,,2.3 л,,нет,
https://cdn.entero.ru/mp@2x/ac/8f/ac8fa946eed97bf44231bcdcd8c75301.jpg;https://cdn.entero.ru/mp@2x/80/a1/80a1ea6aa854bd11455664918d135970.jpg;https://cdn.entero.ru/mp@2x/03/d1/03d1ec2b5211fe016a6b9c0cf3de1c0b.jpg;https://cdn.entero.ru/mp@2x/95/f7/95f74db27227ee4e30a6e3dba2060a28.jpg;https://cdn.entero.ru/mp@2x/b8/2a/b82a68e299cdd9b068619b3cf3778fbb.jpg;https://cdn.entero.ru/mp@2x/f8/e1/f8e163c28f122a13ce9876961e7abfa3.jpg;https://cdn.entero.ru/mp@2x/7b/16/7b167f807760327d6f197c34b021515b.jpg,Кофеварка Rommelsbacher EKS 3010,Кофеварка Rommelsbacher EKS 3010,38849,RUB,Нет,Rommelsbacher,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/116792,"<p>Кофеварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116792"">Rommelsbacher EKS 3010</a></b> используется в квартирах, частных домах, кафе и ресторанах. Модель оснащена функцией предварительного заваривания и высококачественным насосом ULKA (Италия). Корпус, капучинатор и фильтр-вставки выполнены из нержавеющей стали, термоблок и портафильтр - из литого алюминия. Прибор имеет cтильный современный дизайн, удобен и прост в использовании.</p>
<p>В комплект поставки входят фильтр-вставки на 1 и 2 чашки, сменный фильтр для воды и мерная ложка с темпером.</p>
<p><b>Особенности:</b></p>
<ul>
<li>Электронный контроль уровня воды</li>
<li>2-луночный портафильтр</li>
<li>Программируемое количество наполнения чашки</li>
<li>Светодиодные индикаторы</li>
<li>Съемный капучинатор</li>
<li>Сменный фильтр для воды</li>
<li>Съемный резервуар для воды</li>
<li>Съемный и регулируемый по высоте поддон для сбора капель</li>
<li>Кувшин для кофе с мерной шкалой</li>
<li>Съемный фильтрующий элемент 1x4 с защитой от капель</li>
<li>Подставка для кувшина с антипригарным покрытием и автоматическим отключением</li>
</ul>",116792,"рожковая, капельная",220 В,2.225 кВт,375 мм,275 мм,330 мм,,Германия,,,0,https://entero.ru/manuals/117418/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Rommelsbacher%20EKS%203010%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/117417/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rommelsbacher%20EKS%203010%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,42227,,7.7 кг,нерж. сталь,металл,19 бар,"молотый, чалды, фильтрованный",,,,1.5 л,термоблок,,есть
https://cdn.entero.ru/mp@2x/a7/86/a786159b5df70fffe5388d9395e00883.jpg,Кофеварка капельная KEF FLC 120 нерж. сталь,Кофеварка капельная KEF FLC 120 нерж. сталь,39853,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/252617,"<p>Капельная кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252617""><b class=""b"">KEF FLC 120 </b></a>предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, кофейнях, кондитерских, ресторанах и кафе. Модель оснащена 2 нагревательными поверхностями, которые могут использоваться по отдельности. Фильтродержатель выполнен из нержавеющей стали, чайник - из стекла. </p>

<p>В комплект поставки входят 25 бумажных фильтров 245x85 мм.</p>

<p><b>Особенности:</b><b>​</b></p>

<ul>
<li>Ручная заливка воды</li>
<li>Защита от сухого хода</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем кувшина для кофе: 1,8 л</li>
<li>Время приготовления 1 кувшина: 6 мин.</li>
<li>Производительность: 144 чашки/час / 18 л/час</li>
</ul>",252617,капельная,220 В,2.2 кВт,205 мм,381 мм,472 мм,6 кг,Турция,1,225x440x550 мм,0,,43318,,6 кг,"нерж. сталь, черный",,,молотый,,,,2.3 л,,есть,
https://cdn.entero.ru/mp@2x/6d/5d/6d5ddf1398706c492780e39f136dcb03.jpg,Кофеварка Crem M1,Кофеварка Crem M1,48300,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/240900,"<p>Кофеварка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/240900"">Crem M1</a> </b>используется на предприятиях общественного питания и торговлина предприятиях общественного питания и торговли, в кафе, ресторанах, гостиницах, офисах и частных домах для приготовления фильтр-кофе. Модель оснащена плиткой для подогрева и кофейником. Кофемолка заполняется водой вручную.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 15 л/час</li>
<li>Объем кофейника: 1,8 л</li>
</ul>",240900,капельная,220 В,2.2 кВт,205 мм,410 мм,428 мм,,Италия,,,0,,,,8 кг,металл,,,фильтрованный,,,,,,нет,
https://cdn.entero.ru/mp@2x/a2/1f/a21fa09c334fb24ade2a5a4202a14ca0.jpg,Фильтр-кофеварка ZKM FILTRONIC 120 стеклянный кувшин,FLС 120,49590,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/284454,"<p>Капельная кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284454""><b class=""b"">ZKM FILTRONIC 120</b></a> предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, в офисах и гостиницах. Модель оснащена стеклянным кувшином. Корзина для заваривания выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 подогреваемые поверхности</li>
<li>Подключение к водопроводу и ручное заполнение</li>
<li>Быстрое время заваривания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 144 чашки/час</li>
<li>Время заваривания: 6 мин</li>
<li>Объем кувшина: 1,8 л</li>
</ul>",284454,капельная,220 В,2.4 кВт,205 мм,400 мм,485 мм,,Турция,,,0,,,,6.2 кг,черный,,,молотый,,,,1.8 л,,есть,
https://cdn.entero.ru/mp@2x/44/29/4429ae73427296c32ac1b59f96687e14.jpg,Фильтр-кофеварка ZKM FILTRONIC 120 T стальной кувшин,FLС 120 T,49590,RUB,Нет,,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/284455,"<p>Капельная кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284455""><b class=""b"">ZKM FILTRONIC 120 T</b></a> предназначена для приготовления фильтрованного кофе на предприятиях общественного питания и торговли, в офисах и гостиницах. Модель оснащена стальным кувшином. Корзина для заваривания выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подключение к водопроводу и ручное заполнение</li>
<li>Быстрое время заваривания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 144 чашки/час</li>
<li>Время заваривания: 6 мин</li>
<li>Объем кувшина: 1,9 л</li>
</ul>",284455,капельная,220 В,2.2 кВт,205 мм,400 мм,485 мм,,Турция,,,0,,53323,,6.3 кг,черный,,,молотый,,,,1.8 л,,есть,
https://cdn.entero.ru/mp@2x/e1/82/e1826750dd5a9d1f2df4cdd6ca03e684.jpg;https://cdn.entero.ru/mp@2x/0c/b8/0cb8236dc464a9eef5d0b45e44f6626d.jpg;https://cdn.entero.ru/mp@2x/7a/4e/7a4efd00c52eaa279069f87fa7f22699.jpg;https://cdn.entero.ru/mp@2x/72/96/729629164c2b8361dde4440b0738ba70.jpg;https://cdn.entero.ru/mp@2x/5a/be/5abe2c40cfbc9f0fa7016ae73eaf4a71.jpg;https://cdn.entero.ru/mp@2x/6f/f9/6ff9eee724ba091c6fc1ffdae9a20165.jpg;https://cdn.entero.ru/mp@2x/e1/a5/e1a54cabf177debbe947aa37fe991cc3.jpg;https://cdn.entero.ru/mp@2x/34/0b/340b27c95d86a22c8ed5b5ec971da43f.jpg;https://cdn.entero.ru/mp@2x/63/36/633671ce4082e97f34836fca1f50fff8.jpg;https://cdn.entero.ru/mp@2x/11/c0/11c02bd0599c4ce1ffbce23373af731e.jpg;https://cdn.entero.ru/mp@2x/99/c4/99c474b88f796e2dcd1f3c6b5140d6a8.jpg;https://cdn.entero.ru/mp@2x/17/ef/17ef1663d602dd2e6b586f630ad4087f.jpg;https://cdn.entero.ru/mp@2x/32/d0/32d0751101fba274e187484eeda55067.jpg;https://cdn.entero.ru/mp@2x/ea/66/ea66931d94c2b89c1fc2bf37aa51e11a.jpg;https://cdn.entero.ru/mp@2x/24/c7/24c7352a18f68f71d09aba3bc953ba39.jpg;https://cdn.entero.ru/mp@2x/47/e9/47e93b0e6a00361574273eb142d698d0.jpg;https://cdn.entero.ru/mp@2x/53/0c/530c339fc0642c5b0341f9c3a2a2b8ca.jpg;https://cdn.entero.ru/mp@2x/aa/d0/aad05e7eb95dec72114c72e6a3e65e9c.jpg,Кофеварка рожковая KitchenAid Artisan 5KES6503EBK чугун,5KES6503EBK,49990,RUB,Нет,KitchenAid,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/372637,"<p>Рожковая кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372637""><b class=""b"">KitchenAid Artisan 5KES6503EBK</b></a> используется для приготовления кофе эспрессо и напитков на его основе в домашних условиях. Модель оснащена эффективным насосом (Италия), кабелем питания с вилкой, расположенной на фронтальной стенке панелью управления с нажимными функциональными клавишами и светодиодными сигнальными индикаторами. Корпус выполнен из металла и пластика с покрытием оттенка черный чугун (Cast Iron Black Edition) и декоративной серебристой полосой с логотипом по периметру верхней части, паровая трубка, корпус холдера, головка темпера и решетка каплесборника – из высококачественной нержавеющей стали, питчер – из металла с полированной серебристой поверхностью, рукоятки холдера и темпера – из черного АБС-пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемный резервуар для воды со складной рукояткой и съемной крышкой с интегрированной ручкой</li>
<li>Съемная трубка для подачи пара и горячей воды с термоизолирующей эластичной накладкой с интегрированной рукояткой для регулировки положения (угла поворота)</li>
<li>Профессиональный холдер (держатель портафильтра) с цилиндрической рукояткой, устойчивым плоским основанием, 2 заглубленными носиками и фиксирующими выступами на борте</li>
<li>Фильтры для холдера:
<ul>
<li>2 с однослойной стенкой для молотого кофе (на 1 и 2 чашки)</li>
<li>2 с двухслойной стенкой для молотого кофе (на 1 и 2 чашки)</li>
</ul>
</li>
<li>Питчер для подогрева и вспенивания молока с интегрированным изливом и дугообразной рукояткой</li>
<li>Темпер для утрамбовывания молотого кофе в холдере</li>
<li>Инструкция по эксплуатации</li>
<li>Гарантийный талон</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Управление:
<ul>
<li>Включение и выключение питания с помощью нажимной кнопки на тыльной стенке</li>
<li>Клавиши на фронтальной панели:
<ul>
<li>Режимы приготовления:
<ul>
<li>Эспрессо</li>
<li>Подача пара</li>
<li>Подача горячей воды</li>
</ul>
</li>
<li>Количество порций единовременного приготовления:
<ul>
<li>1 чашка</li>
<li>2 чашки</li>
</ul>
</li>
<li>Режим декальцинации с применением специального средства</li>
<li>Старт / стоп: запуск, остановка и пауза</li>
</ul>
</li>
<li>Функции программирования с сохранением настроек при отключении питания:​
<ul>
<li>Быстрый запуск режимов приготовления эспрессо и горячей воды с заданным количеством порций</li>
<li>3 степени настроек температуры и жесткости воды:
<ul>
<li>Низкая</li>
<li>Средняя</li>
<li>Высокая</li>
</ul>
</li>
</ul>
</li>
<li>Индикация:
<ul>
<li>Выбранный режим</li>
<li>Выбранное количество порций</li>
<li>Нагрев (мигание индикатора выбранного режима)</li>
<li>Готовность к работе (постоянное горение индикатора выбранного режима)</li>
<li>Степени настроек температуры и жесткости воды (горение соответствующего количества индикаторов)</li>
<li>Предупреждение о неисправностях (мигание или постоянное горение всех индикаторов)</li>
</ul>
</li>
</ul>
</li>
<li>Простое управление благодаря интуитивно понятному интерфейсу</li>
<li>Технология быстрого нагрева с помощью термокатушки</li>
<li>Система медленного равномерного смачивания и предварительного заваривания при низком давлении для полноценного раскрытия вкуса и аромата напитка</li>
<li>ПИД-регулятор и 2 интеллектуальных датчика для поддержания оптимальной температуры в процессе экстракции</li>
<li>Автоматическое отключение при перегреве и перегрузке</li>
<li>Надежная фиксация холдера на группе с помощью поворотного механизма</li>
<li>Прозрачный резервуар для воды для визуального контроля заполнения</li>
<li>Пассивный подогреватель чашек на верхней панели</li>
<li>Съемная подставка для чашек с интегрированным каплесборником, съемной решеткой и поплавковым индикатором уровня заполнения</li>
<li>Отсек в основании для компактного хранения кабеля питания</li>
<li>Устойчивая база с нескользящими силиконовыми опорами</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный стильный дизайн с винтажной эстетикой и плавными изгибами форм коллекции Artisan</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длительность нагрева: 45 сек.</li>
<li>Объем питчера: 350 мл</li>
<li>Диаметр холдера: 58 мм</li>
<li>Длина кабеля питания: 1000 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Автоматический капучинатор KESMK5</li>
</ul>",372637,рожковая,220 В,1.47 кВт,260 мм,410 мм,440 мм,7.72 кг,,,,0,https://entero.ru/manuals/499446/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KitchenAid%20Artisan%205KES6503EBK.pdf,53753,,,чугун,"пластик, металл",15 бар,молотый,,,,1.4 л,,нет,есть
https://cdn.entero.ru/mp@2x/73/5d/735db76780c5ef540d5d7b1f0fd3d2a5.jpg;https://cdn.entero.ru/mp@2x/52/5d/525d5ae8c195f9caeb81cef934ab1ddf.jpg;https://cdn.entero.ru/mp@2x/ac/0f/ac0f2b0dd35af97eff3a833c0fc0d18b.jpg;https://cdn.entero.ru/mp@2x/a8/b8/a8b8527b4e3ddaad3338e8c878a9b0f7.jpg;https://cdn.entero.ru/mp@2x/85/e6/85e6bdb7edba39a4a1b2002e6172c590.jpg;https://cdn.entero.ru/mp@2x/47/cd/47cd6ad508c093f76360be150bfa4326.jpg;https://cdn.entero.ru/mp@2x/a5/5f/a55f7e375609db830a22501800cd047b.jpg;https://cdn.entero.ru/mp@2x/c5/40/c5403b67bdd588ff0fa88d129ba14569.jpg;https://cdn.entero.ru/mp@2x/94/ba/94ba884d49a168990b3a6e4d5f59b769.jpg;https://cdn.entero.ru/mp@2x/72/a1/72a10129a6745f7a2796d8a90b74f834.jpg;https://cdn.entero.ru/mp@2x/f9/fd/f9fd633175a00da6c910ab57e4954bd0.jpg;https://cdn.entero.ru/mp@2x/bf/d6/bfd6a0716507480d216755f391b35fbd.jpg;https://cdn.entero.ru/mp@2x/74/41/7441de4d21cd6e46597f548d527b1dc5.jpg;https://cdn.entero.ru/mp@2x/97/b6/97b6b8eb1f092328096bd19cfe5a0298.jpg;https://cdn.entero.ru/mp@2x/14/37/1437ad6493eaa4aa440aa14f75221dce.jpg;https://cdn.entero.ru/mp@2x/c5/fe/c5fe55299317c637b7286acf9b01aa8e.jpg;https://cdn.entero.ru/mp@2x/a1/b0/a1b0b55cbf87e2a85d97bda2bd639d83.jpg;https://cdn.entero.ru/mp@2x/7d/65/7d65a4f33bd4c1c2549e7556a40942d3.jpg;https://cdn.entero.ru/mp@2x/56/a1/56a1b870605adf13ed3adac9da5ece9a.jpg;https://cdn.entero.ru/mp@2x/bc/e2/bce2e1dda4c8945f2552da6ecae14716.jpg;https://cdn.entero.ru/mp@2x/c2/28/c228d8b703aecd49580838473e6a3e70.jpg;https://cdn.entero.ru/mp@2x/76/4d/764d2e7016c51aebd61082628b7ca971.jpg;https://cdn.entero.ru/mp@2x/b8/5d/b85d4b398c590014cec06f70d9741354.jpg;https://cdn.entero.ru/mp@2x/0e/73/0e73d72f85c8c33a1ee97c91c400ab51.jpg,Кофеварка рожковая KitchenAid Artisan 5KES6503ECA карамельное яблоко,5KES6503ECA,49990,RUB,Нет,KitchenAid,Кофеварки и кофемашины,Кофеварки,https://entero.ru/item/372638,"<p>Рожковая кофеварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372638""><b class=""b"">KitchenAid Artisan 5KES6503ECA</b></a> используется для приготовления кофе эспрессо и напитков на его основе в домашних условиях. Модель оснащена эффективным насосом (Италия), кабелем питания с вилкой, расположенной на фронтальной стенке панелью управления с нажимными функциональными клавишами и светодиодными сигнальными индикаторами. Корпус выполнен из металла и пластика с покрытием оттенка карамельное яблоко (Candy Apple) и декоративной серебристой полосой с логотипом по периметру верхней части, паровая трубка, корпус холдера, головка темпера и решетка каплесборника – из высококачественной нержавеющей стали, питчер – из металла с полированной серебристой поверхностью, рукоятки холдера и темпера – из черного АБС-пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемный резервуар для воды со складной рукояткой и съемной крышкой с интегрированной ручкой</li>
<li>Съемная трубка для подачи пара и горячей воды с термоизолирующей эластичной накладкой с интегрированной рукояткой для регулировки положения (угла поворота)</li>
<li>Профессиональный холдер (держатель портафильтра) с цилиндрической рукояткой, устойчивым плоским основанием, 2 заглубленными носиками и фиксирующими выступами на борте</li>
<li>Фильтры для холдера:
<ul>
<li>2 с однослойной стенкой для молотого кофе (на 1 и 2 чашки)</li>
<li>2 с двухслойной стенкой для молотого кофе (на 1 и 2 чашки)</li>
</ul>
</li>
<li>Питчер для подогрева и вспенивания молока с интегрированным изливом и дугообразной рукояткой</li>
<li>Темпер для утрамбовывания молотого кофе в холдере</li>
<li>Инструкция по эксплуатации</li>
<li>Гарантийный талон</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Управление:
<ul>
<li>Включение и выключение питания с помощью нажимной кнопки на тыльной стенке</li>
<li>Клавиши на фронтальной панели:
<ul>
<li>Режимы приготовления:
<ul>
<li>Эспрессо</li>
<li>Подача пара</li>
<li>Подача горячей воды</li>
</ul>
</li>
<li>Количество порций единовременного приготовления:
<ul>
<li>1 чашка</li>
<li>2 чашки</li>
</ul>
</li>
<li>Режим декальцинации с применением специального средства</li>
<li>Старт / стоп: запуск, остановка и пауза</li>
</ul>
</li>
<li>Функции программирования с сохранением настроек при отключении питания:​
<ul>
<li>Быстрый запуск режимов приготовления эспрессо и горячей воды с заданным количеством порций</li>
<li>3 степени настроек температуры и жесткости воды:
<ul>
<li>Низкая</li>
<li>Средняя</li>
<li>Высокая</li>
</ul>
</li>
</ul>
</li>
<li>Индикация:
<ul>
<li>Выбранный режим</li>
<li>Выбранное количество порций</li>
<li>Нагрев (мигание индикатора выбранного режима)</li>
<li>Готовность к работе (постоянное горение индикатора выбранного режима)</li>
<li>Степени настроек температуры и жесткости воды (горение соответствующего количества индикаторов)</li>
<li>Предупреждение о неисправностях (мигание или постоянное горение всех индикаторов)</li>
</ul>
</li>
</ul>
</li>
<li>Простое управление благодаря интуитивно понятному интерфейсу</li>
<li>Технология быстрого нагрева с помощью термокатушки</li>
<li>Система медленного равномерного смачивания и предварительного заваривания при низком давлении для полноценного раскрытия вкуса и аромата напитка</li>
<li>ПИД-регулятор и 2 интеллектуальных датчика для поддержания оптимальной температуры в процессе экстракции</li>
<li>Автоматическое отключение при перегреве и перегрузке</li>
<li>Надежная фиксация холдера на группе с помощью поворотного механизма</li>
<li>Прозрачный резервуар для воды для визуального контроля заполнения</li>
<li>Пассивный подогреватель чашек на верхней панели</li>
<li>Съемная подставка для чашек с интегрированным каплесборником, съемной решеткой и поплавковым индикатором уровня заполнения</li>
<li>Отсек в основании для компактного хранения кабеля питания</li>
<li>Устойчивая база с нескользящими силиконовыми опорами</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный стильный дизайн с винтажной эстетикой и плавными изгибами форм коллекции Artisan</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длительность нагрева: 45 сек.</li>
<li>Объем питчера: 350 мл</li>
<li>Диаметр холдера: 58 мм</li>
<li>Длина кабеля питания: 1000 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Автоматический капучинатор KESMK5</li>
</ul>",372638,рожковая,220 В,1.47 кВт,260 мм,410 мм,440 мм,7.72 кг,,,,0,https://entero.ru/manuals/499447/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KitchenAid%20Artisan%205KES6503ECA.pdf,53753,,,карамельное яблоко,"пластик, металл",15 бар,молотый,,,,1.4 л,,нет,есть
