Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Количество полок,Подогрев чашек
https://cdn.entero.ru/mp@2x/be/b8/beb8c0dc6226da34498a07614e796904.jpg;https://cdn.entero.ru/mp@2x/25/4e/254e13216293115df2c5791e601fcf4b.jpg;https://cdn.entero.ru/mp@2x/c5/b7/c5b751c01cfc7526ab05cfc789b43c20.jpg;https://cdn.entero.ru/mp@2x/44/67/4467aa4c2b9f6c238d1f30ecd80d300e.jpg;https://cdn.entero.ru/mp@2x/8c/0d/8c0d9ebfaa6616ace5e0f0d18fb5dc5b.jpg;https://cdn.entero.ru/mp@2x/8b/ad/8bad9bc914acdbf546f99c6262372a3e.jpg,Холодильник для молока Rosso BTB-BX01,Холодильник для молока Rosso BTB-BX01,19163,RUB,Да,Rosso,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/342139,"<p>Холодильник для молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342139""><b class=""b"">Rosso BTB-BX01</b></a> предназначен для охлаждения и кратковременного хранения молока в офисах и на предприятиях общественного питания и торговли. Все компоненты устройства выполнены из экологически чистых материалов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без хладагента</li>
<li>Легкий вес</li>
<li>Надежность в работе</li>
<li>Простота эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 560х280х513 мм</li>
</ul>",342139,термоэлектрический,от 2 до 18 °C,220 В,,210 мм,479 мм,448 мм,13.3 кг,Китай,1,560x280x513 мм,0,,,,11.2 кг,9.8 л,,
https://cdn.entero.ru/mp@2x/f9/1c/f91cb77a6f80a8e73dca3f9e5d0b39b9.jpg;https://cdn.entero.ru/mp@2x/c2/31/c2317f37b5dd20cd403273c2959109c9.jpg;https://cdn.entero.ru/mp@2x/f1/ee/f1ee88878370984c80ed755fb4407675.jpg;https://cdn.entero.ru/mp@2x/40/47/4047a91ec7d0490f2f468acd61a4a7d5.jpg;https://cdn.entero.ru/mp@2x/2a/ce/2ace8874b0dd8b6207759c71bcdb2d27.jpg,Холодильник Jetinno Fresh Vision BR9CN,BR9CN,32038,RUB,Да,Jetinno,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/365487,"<p>Холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365487""><b class=""b"">Jetinno Fresh Vision </b></a>используется совместно с кофемашинами на предприятиях общественного питания и торговли, в офисах и отелях для хранения молока, используемого при приготовлении кофейных напитков на его основе. Модель оснащена сенсорным управлением с дисплеем.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Хладагент: R600a</li>
<li>Время охлаждения: 30 мин.</li>
<li>Объем:
<ul>
<li>Общий: 9 л</li>
<li>Контейнера молока: 4,5 л</li>
</ul>
</li>
</ul>",365487,компрессорный,от 0 до 6 °C,,,260 мм,426 мм,600 мм,,Китай,,,0,https://entero.ru/manuals/476199/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Jetinno%202025%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,34083,,,9 л,,
https://cdn.entero.ru/mp@2x/dc/27/dc274be0d9807929302ed40206c0e1c0.jpg;https://cdn.entero.ru/mp@2x/0b/36/0b36ec65c22acdafde17138fd3b48ef3.jpg;https://cdn.entero.ru/mp@2x/86/65/86653501355f816060c9378ca60694c3.jpg;https://cdn.entero.ru/mp@2x/67/32/6732d6a9fd137de60819d94e6f207ce8.jpg;https://cdn.entero.ru/mp@2x/7a/e3/7ae375fb1511876d2fdd0efa04928215.jpg;https://cdn.entero.ru/mp@2x/cf/db/cfdbe2a11af7a95ab8f97ac182a5a61d.jpg,Холодильник для молока Смирнов BTB-BX03,Холодильник для молока Смирнов BTB-BX03,33616,RUB,Да,,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/378639,"<p>Холодильник для молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378639"">Смирнов BTB-BX03</a></b> предназначен для использования в тандеме с кофемашинами для охлаждения и кратковременного хранения молока в офисах, кафе, барах и ресторанах и на предприятиях общественного питания и торговли. Все компоненты устройства выполнены из экологически чистых материалов.</p>

<p>В комплекте контейнер для молока.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорное управление</li>
<li>Компрессорное охлаждение (с хладагентом)</li>
<li>Регулировка температуры</li>
<li>Отображение внутренней температуры на дисплее</li>
<li>Функция подогрева чашек</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем контейнера для молока: 6л</li>
</ul>",378639,термоэлектрический,от 0 до 8 °C,220 В,0.170 кВт,276 мм,506 мм,497 мм,20.5 кг,Китай,,,0,,35762,,,14.8 л,,
https://cdn.entero.ru/mp@2x/d3/fe/d3fef0303a9bee2bbb4e11784814cbd0.jpg;https://cdn.entero.ru/mp@2x/41/8e/418e96a67e50fd3b9464657617d0ab50.jpg;https://cdn.entero.ru/mp@2x/c2/72/c272bd619d32c1385234e4225d7ba82e.jpg;https://cdn.entero.ru/mp@2x/38/a1/38a159fcae896078497df8635fe6ca01.jpg;https://cdn.entero.ru/mp@2x/f9/99/f99912e787e662faf83117d4abf31686.jpg;https://cdn.entero.ru/mp@2x/49/35/4935acc590543b1fe46b6aa8f9c3ef93.jpg;https://cdn.entero.ru/mp@2x/b1/62/b1623ccddbda9a913f8691d5b8ef694a.jpg,Охладитель молока ICEBOX MC8DBST,Охладитель молока ICEBOX MC8DBST,62990,RUB,Да,,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/290063,"<p>Охладитель молока​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290063"">ICEBOX MC8DBST</a></b> используется совместно с кофемашинами в кофейнях, барах и ресторанах для кратковременного хранения и охлаждения молока для приготовления различных кофейных напитков. Модель оснащена внутренней светодиодной подсветкой, запираемой дверью со встроенным замком, цифровым регулятором температуры с сенсорным экраном и ЖК-дисплеем. Корпус имеет порошковое покрытие, устойчивое к внешнему воздействию.</p>

<p>В комплект поставки входит контейнер для молока на 4,5 л.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое размораживание</li>
<li>Хладагент: R600a</li>
<li>Сигнал о недостаточном количестве молока</li>
<li>Небольшие размеры: оптимальное размещение рядом с кофейным оборудованием на барной стойке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Совместимые для подключеня к кофемашинам диаметры: 7/10/13 мм</li>
<li>Габариты в упаковке: 315x530x445 мм</li>
<li>Цвет: черный</li>
</ul>",290063,компрессорный,от 0 до 4 °C,220 В,0.08 кВт,250 мм,450 мм,365 мм,15 кг,Китай,1,530x315x445 мм,0,https://entero.ru/manuals/473987/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ICEBOX%20MC8DBST.pdf;https://entero.ru/manuals/473988/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BE%D1%85%D0%BB%D0%B0%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D0%B8%20%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%B0%20ICEBOX.pdf,,,12.7 кг,8 л,,
https://cdn.entero.ru/mp@2x/e6/f5/e6f5b7db5532b39ffa3ca965f63e82e0.jpg;https://cdn.entero.ru/mp@2x/b1/63/b1633beac9b45781f624226e0ecb47ef.jpg;https://cdn.entero.ru/mp@2x/86/cd/86cd58c31a04176f7e1955b016aed8fb.jpg;https://cdn.entero.ru/mp@2x/69/61/6961b0c7fbcd9323e1db84cc2cd005f7.jpg;https://cdn.entero.ru/mp@2x/1c/c6/1cc6a7a4d408452bbd6a91e9abcb8bec.jpg,Холодильник термоэлектрический для молока Enigma AQ-6L white&black,Холодильник термоэлектрический для молока Enigma AQ-6L white&black,9551,RUB,Да,Enigma,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/374747,"<p>Термоэлектрический холодильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374747""><b class=""b"">Enigma AQ-6L white&black</b></a> предназначен для хранения, охлаждения или подогрева молока для кофемашин на предприятиях общественного питания и торговли. Модель оснащена верхней складной ручкой для переноски. Корпус выполнен из ABS-пластика белого цвета, дверная рама - из ABS-пластика черного цвета, изоляция - из вспененного полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Охлаждение на 18 °С ниже температуры окружающей среды</li>
<li>Подогрев до 50 / 65 °С</li>
</ul>
</li>
<li>Открытие двери: слева направо</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей камеры: 140х160х225 мм</li>
</ul>",374747,термоэлектрический,,220 В,0.048 кВт,205 мм,251 мм,305 мм,3 кг,Китай,1,320x295x410 мм,0,,,,,5 л,,
https://cdn.entero.ru/mp@2x/cc/f0/ccf09a2bcd7eddddb467a5dc12e22feb.jpg;https://cdn.entero.ru/mp@2x/d5/b2/d5b2b50a6074079b6994227724334025.jpg;https://cdn.entero.ru/mp@2x/df/02/df029838530ab93a2cdf189cd09d35bc.jpg,Шкаф холодильный Foodatlas SC-08,Шкаф холодильный Foodatlas SC-08,19342,RUB,Да,Foodatlas,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/346916,"<p>Холодильный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346916"">Foodatlas SC-08</a> </b>предназначен для хранения молочных продуктов на предприятиях общественного питания и торговли. Модель оснащена распашной дверцей, удобной ручкой, встроенной подсветкой и электронной панелью. Магнитный держатель гарантирует герметичное закрывание двери. Корпус выполнен из нержавеющей стали, дверь - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлаждение компрессора</li>
<li>Вентилятор для конденсации</li>
<li>Хладагент R600а</li>
<li>Настольное размещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стенок: 35 мм</li>
<li>Рабочий температурный диапазон: от -20 °С до +20 °С</li>
<li>Размер камеры: 160x190x290 мм</li>
<li>Номинальная мощность: 0,076 кВт</li>
<li>Вес хладагента: 0,015 кг</li>
</ul>",346916,,от 0 до +10 °C,220 В,,220 мм,495 мм,390 мм,16 кг,Китай,1,306x576x454 мм,0,https://entero.ru/manuals/425855/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20SC-08.pdf;https://entero.ru/manuals/425856/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,21024,,14 кг,8 л,,
https://cdn.entero.ru/mp@2x/96/d9/96d993c8f3f3d249fbede86058a11e5d.jpg;https://cdn.entero.ru/mp@2x/3f/1a/3f1a57014b1b28f56504c6888930e37d.jpg;https://cdn.entero.ru/mp@2x/43/58/43585a7c98000e7834e526865360417e.jpg,Холодильник для молока Смирнов BTB-BX02,Холодильник для молока Смирнов BTB-BX02,19597,RUB,Да,,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/378630,"<p>Холодильник для молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378630"">Смирнов BTB-BX02</a></b> предназначен для использования в тандеме с кофемашинами для охлаждения и кратковременного хранения молока в офисах, кафе, барах и ресторанах и на предприятиях общественного питания и торговли. Все компоненты устройства выполнены из экологически чистых материалов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорное управление</li>
<li>Полупроводниковое термоэлектрическое охлаждение (без хладагента)</li>
<li>Регулировка температуры</li>
<li>Отображение внутренней температуры на дисплее</li>
<li>Легкий вес</li>
<li>Надежность в работе</li>
<li>Простота эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: черный</li>
</ul>",378630,термоэлектрический,от 2 до 18 °C,220 В,0.125 кВт,210 мм,477 мм,448 мм,10.7 кг,Китай,,,0,,,,,9.8 л,,
https://cdn.entero.ru/mp@2x/be/af/beafee6252e8d1db16dc9054253ad30d.jpg;https://cdn.entero.ru/mp@2x/ce/1f/ce1f80b928c68777cf0e0dc83ec03c8b.jpg,Холодильник для молока Koreco HR 18 M,Холодильник для молока Koreco HR 18 M,26070,RUB,Да,Koreco,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/379862,"<p>Холодильник для молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379862"">Koreco HR 18 M</a></b> предназначен для демонстрации, охлаждения и кратковременного хранения молока, используемых для приготовления кофе при помощи кофемашин на предприятиях общественного питания и торговли. Модель оснащена цифровым регулятором температуры, сенсорным экраном и ЖК-дисплеем. Магнитный уплотнитель гарантирует герметичность и сохранение заданной температуры. Отверстия с двух сторон корпуса используются для молочной трубки, подсоединяемой к кофемашине. Корпус выполнен из эмалированной стали, внутренняя отделка - из пластика, дверь - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Для установки на барной стойке</li>
<li>Хладагент R290</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размеры: 220х190х465 мм</li>
<li>Количество фаз: 1</li>
<li>Частота тока: 50 Гц</li>
<li>Цвет:
<ul>
<li>Снаружи: черный матовый</li>
<li>Внутри: белый</li>
</ul>
</li>
</ul>",379862,,от 0 до +4 °C,220 В,0.095 кВт,250 мм,475 мм,585 мм,,Ю.Корея,,,0,,,,,18 л,,
https://cdn.entero.ru/mp@2x/ff/14/ff14c144346691e13582cb7fe19f34af.jpg,Холодильник для молока Hurakan HKN-CMC15W,Холодильник для молока Hurakan HKN-CMC15W,35022,RUB,Да,Hurakan,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/375560,"<p>Холодильник для молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375560"">Hurakan HKN-CMC15W</a> </b>предназначен для демонстрации, охлаждения и кратковременного хранения молока и сливок, используемых для приготовления кофе при помощи кофемашин на предприятиях общественного питания и торговли. Модель оснащена подогревателем для чашек.</p>

<p>В комплект поставки входит контейнер для молока на 6 л.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Хладагент: R600a</li>
<li>Масса хладагента: 23 гр</li>
</ul>",375560,компрессорный,от 0 до 18 °C,220 В,0.17 кВт,276 мм,506 мм,497 мм,20 кг,Китай,,,0,,,,,14.8 л,,Да
https://cdn.entero.ru/mp@2x/0d/f3/0df3997e3f8814e7eb6702ad7f52858d.jpg,Холодильник для молока Carimali Fridge C-DGT,Холодильник для молока Carimali Fridge C-DGT,47750,RUB,Да,Carimali,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/233133,"<p>Холодильник для молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/233133"">Carimali Fridge C-DGT</a></b> используется совместно с кофемашинами серий <a href=""https://entero.ru/search.php?text=%D0%9A%D0%BE%D1%84%D0%B5%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0%20Carimali%20BlueDot"">BlueDot</a>, <a href=""https://entero.ru/search.php?text=%D0%9A%D0%BE%D1%84%D0%B5%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0%20Carimali%20Armonia"">Armonia</a> и <a href=""https://entero.ru/search.php?text=%D0%9A%D0%BE%D1%84%D0%B5%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0%20Carimali%20Optima"">Optima</a> на предприятиях общественного питания и торговли для кратковременного хранения и охлаждения молока. Модель оснащена сенсорной панелью управления с цифровым дисплеем для настройки температуры, прозрачной дверцей и объемной камерой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем контейнера для молока: 4,5 л</li>
</ul>",233133,компрессорный,,220 В,0.12 кВт,220 мм,456 мм,516 мм,,Китай,,,0,https://entero.ru/manuals/515058/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Carimali%202025.pdf,51902,,16 кг,7 л,,
https://cdn.entero.ru/mp@2x/fb/d3/fbd38a719968e57caf836ef5b603d214.jpg;https://cdn.entero.ru/mp@2x/ba/21/ba214c8723b985ba763c7d949bca76b5.jpg;https://cdn.entero.ru/mp@2x/0a/f6/0af6f77da51312817d3cdbaabeda65bc.jpg;https://cdn.entero.ru/mp@2x/03/f0/03f03b7fd033f70c0357c5b4d4643325.jpg,Холодильник для молока Dr.coffee Proxima SC08,Холодильник для молока Dr.coffee Proxima SC08,53165,RUB,Нет,,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/260826,"<p>Холодильник для молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/260826""><b class=""b"">Dr.coffee Proxima SC08 </b></a>используется на предприятиях общественного питания и торговли, в офисах, а также в домашних условиях совместно с суперавтоматическими кофемашинами <a href=""https://entero.ru/search.php?text=Proxima"" target=""_blank"">Proxima</a>. Модель оснащена символьным дисплеем и замком безопасности. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорное управление</li>
<li>Автовосстановление при повторном включении после сбоя (отключении напряжения)</li>
<li>Автоматическая разморозка для обеспечения эффективности охлаждения</li>
<li>Защита от повреждений при слишком высоком напряжении</li>
<li>Малошумное охлаждение</li>
<li>Регулировка температуры молока</li>
</ul>",260826,,от 1 до 5 °C,220 В,0.065 кВт,240 мм,470 мм,472 мм,14.4 кг,Китай,1,288x564x566 мм,0,,55380,,12 кг,8 л,,
https://cdn.entero.ru/mp@2x/b9/87/b987fc76168d754bb6807e0484d4de44.jpg,Контейнер для молока ICEBOX MILKBOX ( с переходником для молочной трубки),mik container,4488,RUB,Нет,,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/214620,"<p>Контейнер для молока​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214620""><b class=""b"">ICEBOX MILKBOX </b></a>используется совместно с охладителями молока ICEBOX для приготовления разнообразных кофейных напитков, таких как эспрессо, латте, капучино в кофейнях, барах и ресторанах. Корпус выполнен из прозрачного пищевого пластика Tritan. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,5 л</li>
<li>Толщина пластика: 3 мм</li>
</ul>",214620,,,,,,,,,Китай,,,0,https://entero.ru/manuals/486735/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20ICEBOX.pdf,,,,,,
https://entero.ru/i/nofoto-m.jpg,Контейнер для шкафа холодильного для молока Hurakan HKN-CMC9-BOX,Контейнер для шкафа холодильного для молока Hurakan HKN-CMC9-BOX,1218,RUB,Нет,Hurakan,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/300078,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/300078"">Hurakan HKN-CMC9-BOX</a></b> используется совместно с холодильниками для молока <a href=""https://entero.ru/item/258915"" target=""_blank"">HKN-CMC9</a>, <a href=""https://entero.ru/item/299896"" target=""_blank"">HKN-CMC9M</a>, HKN-CMC9MH на предприятиях общественного питания и торговли.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4 л</li>
</ul>",300078,,,,,,,,,,,,0,https://entero.ru/manuals/417196/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,1562,,,,,
https://cdn.entero.ru/mp@2x/cb/24/cb24f8f8ce1347ada25b789cc928a7d5.jpg;https://cdn.entero.ru/mp@2x/50/de/50def2ac563cce608d6f33db91ec92f3.jpg;https://cdn.entero.ru/mp@2x/d6/3a/d63a87ebc20f335f4b2ce4a71fd50e14.jpg;https://cdn.entero.ru/mp@2x/02/c6/02c633c6467250186ca7b6614e34ce33.jpg;https://cdn.entero.ru/mp@2x/cd/7a/cd7af37ce5d4a8c659541248e6ad45ab.jpg;https://cdn.entero.ru/mp@2x/61/20/61204887bc1169f62b3468bd1331e0e1.jpg,Охладитель молока TEFCOLD BC30 MC,Охладитель молока TEFCOLD BC30 MC,37773,RUB,Нет,TEFCOLD,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/189039,"<p>Охладитель молока​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/189039"">TEFCOLD BC30 MC</a></b> используется совместно с кофемашинами в кофейнях, барах и ресторанах для кратковременного хранения и охлаждения молока для приготовления различных кофейных напитков. Модель оснащена 6 отверстиями для молочных шлангов: 2 сверху и по 2 с каждой стороны. Внутренняя обшивка выполнена из алюминия, распашная самозакрывающаяся дверь - из закаленного стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>Автоматическое размораживание</li>
<li>Хладагент: R600a</li>
<li>Механический термостат</li>
<li>Внутренняя LED-подсветка</li>
<li>Замок</li>
<li>2 фиксированные полки</li>
<li>Регулируемые по высоте ножки</li>
<li>Климатический класс: 4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем:​ 20 л</li>
<li>Энергопотребление: 0,55 кВт/сутки</li>
<li>Уровень шума: 44 дБ</li>
<li>Подзарядка хладагентом: 0,02 кг</li>
<li>Размеры полок: 275x205х135 мм</li>
<li>Внутренние размеры: 280x271x380 мм</li>
<li>Габариты в упаковке: 400x450x520 мм</li>
</ul>",189039,,от 2 до 10 °C,220 В,0.06 кВт,356 мм,406 мм,491 мм,,Дания,,,0,https://entero.ru/manuals/219876/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20TEFCOLD%20BC30%20MC.pdf;https://entero.ru/manuals/219877/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20TEFCOLD%20BC30%20MC.pdf,,,23 кг,,2,
https://cdn.entero.ru/mp@2x/b0/df/b0df95ee2a2692bd849b2286f19dcf8a.jpg;https://cdn.entero.ru/mp@2x/98/ec/98ec565cb509a770a0f0abe71bcd817f.jpg;https://cdn.entero.ru/mp@2x/dc/48/dc481567edb11fd0ff8a46e037616d44.jpg;https://cdn.entero.ru/mp@2x/22/3f/223fada9733ac1b92099d400d816bfdb.jpg;https://cdn.entero.ru/mp@2x/cb/c5/cbc5ccede0fee81f0aca0e3b64685753.jpg;https://cdn.entero.ru/mp@2x/98/fe/98fe2087b4e61b1423d8ee27e4f53da9.jpg;https://cdn.entero.ru/mp@2x/fa/81/fa81e8646e9f5724e353137cd6c699fc.jpg;https://cdn.entero.ru/mp@2x/cc/eb/ccebd495b4bd8bac7466416f1371b17a.jpg;https://cdn.entero.ru/mp@2x/f9/2a/f92a82ff256315a2732d02968855e284.jpg,Охладитель молока Jura Cool Control 24261 черный,COOL CONTROL BLACK,41990,RUB,Нет,Jura,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/359139,"<p>Охладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359139""><b class=""b"">Jura Cool Control 24261</b></a> предназначен для сохранения молока в охлажденном состоянии в контейнере. Модель оснащена индикатором уровня заполнения молоком под крышкой и звуковым сигналом после приготовления. Можно выбирать между °C и °F, нажав кнопку калибровки. Контейнер выполнен из высококачественной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Климатический класс: T (для температуры окружающей среды от 16 до 43 °C)</li>
<li>Охлаждение до 25 °C ниже температуры окружающей среды, но не ниже 4 °C (+/−3 °C).</li>
<li>Длина сетевого шнура: 1,8 м</li>
<li>Цвет: черный</li>
</ul>",359139,,4 °C,220 В,0.025 кВт,145 мм,260 мм,190 мм,,Швейцария,,,0,https://entero.ru/manuals/460498/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jura%20Cool%20Control%2024261.pdf,,,2.4 кг,1.1 л,,
https://cdn.entero.ru/mp@2x/ca/75/ca754deed7a55d2aaabdc4fcf009bd23.jpg;https://cdn.entero.ru/mp@2x/11/cd/11cd3014eeef8d37819d7edfbd49a3a7.jpg;https://cdn.entero.ru/mp@2x/6a/99/6a99f34714225d29dbccd77f35ee5834.jpg;https://cdn.entero.ru/mp@2x/28/fe/28fe639e96d96a2efbb7dd520b580460.jpg;https://cdn.entero.ru/mp@2x/26/10/26100e24d7f64d27a0798daa29338081.jpg,"Контейнер для молока Jura из стекла 0,5 л","Контейнер для молока Jura из стекла 0,5 л",4878,RUB,Нет,Jura,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/155674,"<p>Контейнер для молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/155674""><b class=""b"">Jura</b></a> используется совместно с холодильниками для молока на предприятиях общественного питания и торговли. Аксессуар удобно хранить в холодильнике и при необходимости подключать к кофе-машине. Насадка для молока имеет идеальную высоту подсоединения, вследствие чего выполняется легкое всасывание и вспенивание молока в любое время. Емкость выполнена из стекла, трубка для подачи молока - из стали. Контейнер можно мыть в посудомоечной машине.</p>",155674,,,,,,,,,,,,0,https://entero.ru/manuals/185003/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jura%20%D0%B8%D0%B7%20%D1%81%D1%82%D0%B5%D0%BA%D0%BB%D0%B0%200_5%20%D0%BB.pdf,5739,,,,,
https://cdn.entero.ru/mp@2x/70/fb/70fbae5f0cbd42c9affa9441fd136587.jpg;https://cdn.entero.ru/mp@2x/0c/26/0c2610311595d44d6f3f02c98713315a.jpg,Холодильник для молока Dr.coffee BR9CI,Холодильник для молока Dr.coffee BR9CI,0,RUB,Нет,,Кофеварки и кофемашины,Холодильники для молока,https://entero.ru/item/128922,"<p>Холодильник для молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128922"">Dr.coffee BR9CI</a> </b>используется на предприятиях общественного питания и торговли, в офисах, а также в домашних условиях совместно с кофемашинами <a href=""https://entero.ru/item/128862"">F11 Plus</a>,<a href=""https://entero.ru/item/128860""> F11 Big Plus</a>, <a href=""https://entero.ru/item/128888"">F12 Plus</a>, <a href=""https://entero.ru/search.php?text=Dr.coffee+PROXIMA+F12+Big+Plus"">F12 Big Plus</a>, <a href=""https://entero.ru/search.php?text=Dr.coffee+PROXIMA+F2"">F2</a>. Модель оснащена символьным дисплеем. Корпус выполнен из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорное управление</li>
<li>Подсветка</li>
<li>Изолирующий агент: циклопентан</li>
<li>Используется в сухих помещениях, в вертикальном положении</li>
<li>Низкое энергопотребление</li>
<li>Без системы самоочистки (самоочистка доступна с моделями F12 Plus, F12 Big Plus)</li>
<li>Климатический класс: 4</li>
</ul>",128922,,от -1 до 5 °C,220 В,,220 мм,512 мм,456 мм,,,,,0,,,,16.4 кг,4 л,,
