Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Производительность,Вес (с упаковкой),Цвет,Скорость вращения,Система помола,Вместимость резервуара для зернового кофе,Диаметр жернова / ножа,Прямой помол в холдер,Дозатор,Встроенные весы,Вес порции молотого кофе,Время непрерывной работы - 30 мин.,Вместимость резервуара для молотого кофе
https://cdn.entero.ru/mp@2x/c3/49/c34962bae2f4ffa2b08e4f317a1e676e.jpg,Кофемолка Macap MXD (C18) черная,Кофемолка Macap MXD (C18) черная,92455,RUB,Нет,Macap,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/287090,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287090""><b class=""b"">Macap MXD (C18)</b></a> используется на предприятиях общественного питания и торговли для помола кофе из зерен. Модель оснащена электронной системой управления, микрометрической регулировкой степени помола, счетчиком порций и плоскими жерновами. Корпус выполнен из окрашенного металла, жернова - из стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический запуск помола при нажатии рожка на микровыключатель</li>
<li>Возможность программирования порций: 3 значения</li>
<li>Режим неприрывного помола</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 3г/сек</li>
<li>Габариты в упаковке: 250х400х660 мм</li>
</ul>",287090,электрическая,220 В,0.38 кВт,230 мм,370 мм,600 мм,12 кг,,1,250x400x660 мм,0,,,,11.5 кг,Италия,10.8 кг/ч,,черный,1400 об/мин.,плоские жернова,1.4 кг,75 мм,,Да,,,,
https://cdn.entero.ru/mp@2x/eb/b4/ebb4294240b27970039cb26dff947889.jpg;https://cdn.entero.ru/mp@2x/64/7c/647cd4fa27bcb7a05216140621074604.jpg;https://cdn.entero.ru/mp@2x/ba/9b/ba9bc26d43337f0b44d9f6d90236800a.jpg;https://cdn.entero.ru/mp@2x/25/ee/25ee856246ce6e769e9e9a0d64565c72.jpg,Кофемолка электрическая Santos 01 коричневая с выдвижным ящиком,Кофемолка электрическая Santos 01 коричневая с выдвижным ящиком,105902,RUB,Нет,Santos,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/361715,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361715""><b class=""b"">Santos 01</b></a> используется для измельчения кофейных зерен в кофейнях, барах, кафе, специализированных магазинах, на других предприятиях общественного питания и торговли. Модель оснащена воронкообразным загрузочным бункером с крышкой и кабелем питания с вилкой (Shuko). Корпус выполнен из алюминия с покрытием коричневого цвета c эффектом молотковой эмали и вставкой из нержавеющей стали с серебристой поверхностью на моторном отсеке, жернова – из высококачественной закаленной стали, контейнер – из безопасного для пищевой промышленности пластика без содержания бисфенола A.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения расположенной с фронтальной стороны круглой рукоятки с градуированной шкалой и удобным захватом</li>
<li>Выдвижной контейнер для выгрузки готового продукта:
<ul>
<li>Герметичная фиксация на плоской крышке</li>
<li>Рукоятка для удобства транспортировки</li>
</ul>
</li>
<li>Широкий диапазон помола для любого способа приготовления</li>
<li>Влагозащищенный выключатель колыбельного типа на боковой стенке</li>
<li>Высококачественные фирменные жернова Santos с горизонтальной осью вращения</li>
<li>Полупрозрачные бункер и контейнер для визуального контроля уровня заполнения</li>
<li>Надежный асинхронный двигатель с дополнительной гарантией</li>
<li>Предохранитель для защиты от перегрузки по току</li>
<li>Защита двигателя от перегрева</li>
<li>Интегрированная в корпус подставка для альтернативной тары и сбора излишков молотого кофе</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Легкий доступ к жерновам для удобства очистки и технического обслуживания</li>
<li>Возможность мойки съемных компонентов в посудомоечной машине</li>
<li>Соответствие стандартам качества и безопасности</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Максимальный уровень звукового давления: 74 дБ</li>
<li>Гарантия на двигатель: 5 л.</li>
</ul>",361715,электрическая,220 В,0.6 кВт,250 мм,320 мм,550 мм,16.5 кг,Франция,1,300x410x575 мм,0,https://entero.ru/manuals/465142/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Santos%2001%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/465145/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Santos%2001%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,110315,,15 кг,,14 кг/ч,,коричневый,1500 об/мин.,плоские жернова,1 кг,63.5 мм,,,,,,0.8 кг
https://cdn.entero.ru/mp@2x/00/ec/00ecdb8016a74132ee82d7d0fdd0c8e0.jpg,Кофемолка электрическая Santos 01PS коричневая с держателем пакета,Кофемолка электрическая Santos 01PS коричневая с держателем пакета,105902,RUB,Нет,Santos,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/361716,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361716""><b class=""b"">Santos 01PS</b></a> используется для измельчения кофейных зерен в кофейнях, барах, кафе, специализированных магазинах, на других предприятиях общественного питания и торговли. Модель оснащена воронкообразным загрузочным бункером с крышкой и кабелем питания с вилкой (Shuko). Корпус выполнен из алюминия с покрытием коричневого цвета c эффектом молотковой эмали и вставкой из нержавеющей стали с серебристой поверхностью на моторном отсеке, жернова – из высококачественной закаленной стали, бункер и крышка – из безопасного для пищевой промышленности пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения расположенной с фронтальной стороны круглой рукоятки с градуированной шкалой и удобным захватом</li>
<li>Держатель пакета для удобства выгрузки готового продукта</li>
<li>Широкий диапазон помола для любого способа приготовления</li>
<li>Влагозащищенный выключатель колыбельного типа на боковой стенке</li>
<li>Высококачественные фирменные жернова Santos с горизонтальной осью вращения</li>
<li>Полупрозрачный бункер для визуального контроля уровня заполнения</li>
<li>Надежный асинхронный двигатель с дополнительной гарантией</li>
<li>Предохранитель для защиты от перегрузки по току</li>
<li>Защита двигателя от перегрева</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Легкий доступ к жерновам для удобства очистки и технического обслуживания</li>
<li>Возможность мойки съемных компонентов в посудомоечной машине</li>
<li>Соответствие стандартам качества и безопасности</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Максимальный уровень звукового давления: 74 дБ</li>
<li>Гарантия на двигатель: 5 л.</li>
<li>Максимальная высота пакета: 150 мм</li>
</ul>",361716,электрическая,220 В,0.6 кВт,250 мм,320 мм,550 мм,16.5 кг,Франция,1,300x410x575 мм,0,https://entero.ru/manuals/465143/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Santos%2001PS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/465144/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Santos%2001PS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,112662,,15 кг,,14 кг/ч,,коричневый,150 об/мин.,плоские жернова,1 кг,63.5 мм,,,,,,
https://cdn.entero.ru/mp@2x/47/d3/47d35ef4bc39edf0f50221efaf648706.jpg;https://cdn.entero.ru/mp@2x/9a/4e/9a4eec045ffd260290532e69028a8eea.jpg,Кофемолка Nuova Simonelli MDK black,MDK черная,110240,RUB,Нет,Nuova Simonelli,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/89097,"<p>Полупрофессиональная кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89097""><b class=""b"">Nuova Simonelli MDK</b></a> используется на предприятиях общественного питания, в офисах и частных домах для мгновенного получения молотого кофе из зерен. Модель оснащена микрометрической регулировкой помола, внешним регулируемым дозатором и коническими жерновами.</p>

<p>Жернова выполнены из закаленной стали, держатель для портафильтра - из нержавеющей стали, резервуар для кофе - из поликарбоната, дозатор - из металла, корпус - из окрашенной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Встроенный счетчик порций: общий</li>
<li>Фиксированный темпер</li>
<li>Рычаг дозатора</li>
<li>Система безопасности при извлечении</li>
<li>Система защиты двигателя</li>
<li>Прозрачный резервуар для кофе</li>
<li>Держатель для портафильтра</li>
<li>Выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость помола: 5,1 доза/сек.</li>
</ul>",89097,электрическая,220 В,0.575 кВт,235 мм,330 мм,585 мм,,Италия,,,0,https://entero.ru/manuals/71891/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nuova%20Simonelli%20MDK%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/71893/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,118538,,17 кг,,15 кг/ч,,черный,,конические жернова,1.6 кг,,,Да,,,,
https://cdn.entero.ru/mp@2x/9e/77/9e773bdd3a004340cbe9ecb31718123c.jpg,Кофемолка Crem Original Grinder,Кофемолка Crem Original Grinder,111870,RUB,Нет,,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/254300,"<p>Кофемолка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254300"">Crem Original Grinder</a> </b>используется в квартирах, частных домах, кафе и ресторанах для получения из зерен молотого кофе различной степени помола. Модель оснащена дисплеем на передней панели и перемалывает зерна прямо в держатель фильтра или мерный стакан.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Микрометрическая регулировка помола</li>
<li>Дозировка по количеству чашек</li>
<li>Низкий уровень шума</li>
</ul>",254300,электрическая,220 В,0.4 кВт,215 мм,360 мм,570 мм,,Италия,,,0,https://entero.ru/manuals/311583/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Crem%20Original%20Grinder%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/311584/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crem%20Original%20Grinder%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,120290,,12 кг,,,,серый,,,2.5 кг,65 мм,Да,Да,,,,
https://cdn.entero.ru/mp@2x/0f/c3/0fc323811e61a1f07eff42f1faeb10d9.jpg;https://cdn.entero.ru/mp@2x/1a/36/1a3642c7d15eb81c92e063b65cb7ae41.jpg,Кофемолка Nuova Simonelli MDJ On Demand red,MDJ On Demand красная 116093,112455,RUB,Нет,Nuova Simonelli,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/79774,"<p>Автоматическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79774""><b class=""b"">Nuova Simonelli MDJ On Demand</b></a> используется на предприятиях общественного питания, в офисах и частных домах для мгновенного получения молотого кофе из зерен. Модель оснащена микрометрической регулировкой помола.</p>

<p>Жернова выполнены из нержавеющей стали, корпус - из литого алюминия с эпоксидным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронная панель управления</li>
<li>ЖК-дисплей</li>
<li>Возможность программирования до 2 доз</li>
<li>Встроенный счетчик порций: общий</li>
<li>Электронное дозирование</li>
<li>Система безопасности при извлечении</li>
<li>Система защиты двигателя</li>
<li>Прозрачный резервуар для кофе</li>
<li>Держатель для портафильтра</li>
<li>Выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость помола: 4-5 доза/сек.</li>
</ul>",79774,электрическая,220 В,0.575 кВт,215 мм,290 мм,605 мм,,Италия,,,0,https://entero.ru/manuals/52317/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nuova%20Simonelli%20MDJ%20On%20Demand%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/315812/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nuova%20Simonelli%20MDJ%20On%20Demand.pdf,118374,,15 кг,,13 кг/ч,,красный,900 об/мин.,плоские жернова,1.6 кг,75 мм,Да,,,,,
https://cdn.entero.ru/mp@2x/07/70/0770db701a8ce6ed0cc2e54d304a8108.jpg;https://cdn.entero.ru/mp@2x/6d/3f/6d3f2fb1785427913635a156e9886f43.jpg;https://cdn.entero.ru/mp@2x/e4/b8/e4b8219bfeff97fb91e664da17acc8b8.jpg,Кофемолка Nuova Simonelli MDJ On Demand white,MDJ On Demand белая 140995,112455,RUB,Нет,Nuova Simonelli,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/111367,"<p>Автоматическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111367""><b class=""b"">Nuova Simonelli MDJ On Demand</b></a> используется на предприятиях общественного питания, в офисах и частных домах для мгновенного получения молотого кофе из зерен. Модель оснащена микрометрической регулировкой помола.</p>

<p>Жернова и держатель для портафильтра выполнены из нержавеющей стали, корпус - из литого алюминия с эпоксидным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронная панель управления</li>
<li>ЖК-дисплей</li>
<li>Возможность программирования до 2 доз</li>
<li>Встроенный счетчик порций: общий</li>
<li>Электронное дозирование</li>
<li>Система безопасности при извлечении</li>
<li>Система защиты двигателя</li>
<li>Прозрачный резервуар для кофе</li>
<li>Держатель для портафильтра</li>
<li>Выключатель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость помола: 4-5 доза/сек.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена модель черного цвета.</span></em></p>",111367,электрическая,220 В,0.575 кВт,215 мм,290 мм,605 мм,,Италия,,,0,https://entero.ru/manuals/107884/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nuova%20Simonelli%20MDJ%20On%20Demand%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/107885/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/107886/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf,,,15 кг,,13 кг/ч,,белый,900 об/мин.,плоские жернова,1.6 кг,75 мм,Да,,,,,
https://cdn.entero.ru/mp@2x/e1/67/e1670a06054d2bf095fb6474c1b5f078.jpg;https://cdn.entero.ru/mp@2x/47/16/47169427d7a8affc4ae5057c105e0063.jpg;https://cdn.entero.ru/mp@2x/b1/1b/b11ba61006966ad74c0527d5342e5d01.jpg;https://cdn.entero.ru/mp@2x/07/97/07974b03b1264b08de32b984697e8922.jpg;https://cdn.entero.ru/mp@2x/e4/e8/e4e8b2f921fc653c16f91ec2820aba53.jpg,Кофемолка электрическая Santos 55BF черная с мобильным темпирующим устройством,Кофемолка электрическая Santos 55BF черная с мобильным темпирующим устройством,113687,RUB,Нет,Santos,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/361709,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361709""><b class=""b"">Santos 55BF</b></a> используется для измельчения кофейных зерен в кофейнях, барах, кафе, на других предприятиях общественного питания и торговли преимущественно совместно с традиционными рожковыми кофемашинами, а также в домашних условиях. Модель оснащена загрузочным бункером с крышкой, кабелем питания с вилкой (Shuko), расположенной на наклонной фронтальной стенке электронной панелью управления с функциональными клавишами и светодиодным дисплеем индикации. Корпус выполнен из алюминия с матовым покрытием черного цвета, жернова – из высококачественной закаленной стали, вилка для портафильтра – из нержавеющей стали, бункер и крышка – из безопасного для пищевой промышленности пластика.</p>

<p>В комплект поставки входят 3 темпера различного диаметра.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения кольца с градуированной шкалой под бункером для зерен</li>
<li>Регулировка дозирования с настройкой длительности помола и автоматической подачей при нажатии установленным портафильтром на микровыключатель​:
<ul>
<li>2 порции эспрессо</li>
<li>1 порция эспрессо</li>
</ul>
</li>
<li>Частичный и общий счетчики приготовленных порций</li>
<li>Цифровая индикация параметров</li>
<li>Влагозащищенный основной выключатель колыбельного типа на боковой стенке</li>
<li>Высококачественные фирменные жернова Santos</li>
<li>Антистатическая система</li>
<li>Вилка для фиксации портафильтра любого диаметра</li>
<li>Расположенный над вилкой добный механизм утрамбовывания свежесмолотого кофе непосредственно в установленном портафильтре с помощью нажимной цилиндрической рукоятки</li>
<li>Направленная выгрузка продукта в центр тары</li>
<li>Прозрачный бункер для визуального контроля уровня заполнения</li>
<li>Съемный поддон для сбора излишков молотого кофе</li>
<li>Надежный тихий асинхронный двигатель</li>
<li>Предохранитель для защиты от перегрузки по току</li>
<li>Защита двигателя от перегрева</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Легкий доступ к жерновам для удобства очистки и технического обслуживания без сброса настроек</li>
<li>Возможность мойки съемных компонентов в посудомоечной машине</li>
<li>Соответствие стандартам качества и безопасности</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Производительность: 7 г/с</li>
<li>Рекомендуемая длительность непрерывной работы / перерыва: 10 / 20 с</li>
<li>Шаг регулировки степени помола: 0,02 мм</li>
<li>Диаметр темперов: 53 / 55 / 57 мм</li>
</ul>",361709,электрическая,220 В,1.1 кВт,198 мм,397 мм,577 мм,16.5 кг,Франция,1,245x450x660 мм,0,https://entero.ru/manuals/465118/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Santos%2055BF%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/465119/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Santos%2055BF%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,119671,,15 кг,,от 20 до 25 кг/ч,,черный,2800 об/мин.,плоские жернова,1 кг,63.5 мм,Да,Да,,15 гр,,
https://cdn.entero.ru/mp@2x/d7/21/d7211b8a354fca913019bf5773069fb1.jpg;https://cdn.entero.ru/mp@2x/83/fd/83fdadf4baf4040c1a6ba522384cd296.jpg;https://cdn.entero.ru/mp@2x/63/d1/63d1d8693a272969765c4cd6bd841f6a.jpg;https://cdn.entero.ru/mp@2x/c4/69/c469e03f8e2b60ecd50f884df86b54f5.jpg,Кофемолка электрическая Santos 55BAR черная,Кофемолка электрическая Santos 55BAR черная,113687,RUB,Нет,Santos,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/361719,"<p>Электрическая кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361719""><b class=""b"">Santos 55BAR</b></a> используется для измельчения кофейных зерен в кофейнях, барах, кафе, на других предприятиях общественного питания и торговли преимущественно совместно с традиционными рожковыми кофемашинами, а также в домашних условиях. Модель оснащена загрузочным бункером с крышкой, кабелем питания с вилкой (Shuko), расположенной на наклонной фронтальной стенке электронной панелью управления с функциональными клавишами и светодиодным дисплеем индикации. Корпус выполнен из алюминия с матовым покрытием черного цвета, жернова – из высококачественной закаленной стали, вилка для портафильтра – из нержавеющей стали, бункер и крышка – из безопасного для пищевой промышленности пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка степени помола с помощью вращения кольца с градуированной шкалой под бункером для зерен</li>
<li>Регулировка дозирования с настройкой длительности помола и автоматической подачей при нажатии установленным портафильтром на микровыключатель​:
<ul>
<li>2 порции эспрессо</li>
<li>1 порция эспрессо</li>
</ul>
</li>
<li>Частичный и общий счетчики приготовленных порций</li>
<li>Цифровая индикация параметров</li>
<li>Влагозащищенный основной выключатель колыбельного типа на боковой стенке</li>
<li>Высококачественные фирменные жернова Santos</li>
<li>Антистатическая система</li>
<li>Регулируемая по высоте вилка для фиксации портафильтра любого диаметра</li>
<li>Направленная выгрузка продукта в центр тары</li>
<li>Прозрачный бункер для визуального контроля уровня заполнения</li>
<li>Съемный поддон для сбора излишков молотого кофе</li>
<li>Надежный тихий асинхронный двигатель</li>
<li>Предохранитель для защиты от перегрузки по току</li>
<li>Защита двигателя от перегрева</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Легкий доступ к жерновам для удобства очистки и технического обслуживания без сброса настроек</li>
<li>Возможность мойки съемных компонентов в посудомоечной машине</li>
<li>Соответствие стандартам качества и безопасности</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сила тока автомата защиты: 16 А</li>
<li>Производительность: 7 г/с</li>
<li>Рекомендуемая длительность непрерывной работы / перерыва: 10 / 20 с</li>
<li>Шаг регулировки степени помола: 0,02 мм</li>
</ul>",361719,электрическая,220 В,1.1 кВт,198 мм,397 мм,577 мм,16.5 кг,Франция,1,245x450x660 мм,0,https://entero.ru/manuals/465116/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Santos%2055BAR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/465117/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Santos%2055BAR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,120944,,15 кг,,от 20 до 25 кг/ч,,черный,2800 об/мин.,плоские жернова,1 кг,63.5 мм,Да,Да,,15 гр,,
https://cdn.entero.ru/mp@2x/ff/a3/ffa3ca8f9680291d43e6cfbd774d6a6a.jpg;https://cdn.entero.ru/mp@2x/1a/26/1a26b4accb111406d600be049694cc18.jpg;https://cdn.entero.ru/mp@2x/6e/34/6e3416545e56ee63695b0741bac2604b.jpg;https://cdn.entero.ru/mp@2x/77/7d/777dad0bec954bc6955a3c3d602f3129.jpg;https://cdn.entero.ru/mp@2x/b5/5f/b55f5c78faa1e3e651a07b937dfdf2da.jpg;https://cdn.entero.ru/mp@2x/cc/72/cc72049a2ab2c9d45062307373196d0a.jpg,Кофемолка Ceado Coffee E8D черная (для помола в пакет),Кофемолка Ceado Coffee E8D черная (для помола в пакет),113933,RUB,Нет,,Кофеварки и кофемашины,Кофемолки,https://entero.ru/item/329883,"<p>Кофемолка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/329883""><b class=""b"">Ceado coffee E8D</b></a> используется в в магазинах и кофейнях для получения молотого кофе из зерен. Модель оснащена ручным переключателем для начала помола, таймером для регулировки дозировки, прищепкой для пакетов и плоскими жерновами из нержавеющей стали. Бункер выполнен из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Особенная конструкция соединительного устройства: возможноть молоть кофе напрямую в пакет</li>
<li>Уникальная система Steady Lock: сохранение выбранной консистенции помола при любых нагрузках</li>
<li>Очень тонкая инфинитесимальная бесступенчатая регулировка помола</li>
<li>Термозащита мотора: остановка работы кофемолки при высокой температуре</li>
<li>Вентилятор, помогающий отводить внутреннее тепло для дополнительного терморегулирования мотора</li>
<li>Запуск помола кнопкой</li>
<li>Инновационная механическая подвеска двигателя: низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 4,5 г/сек.</li>
<li>Рекомендованная суточная производительность: более 4 кг/сутки</li>
<li>Жизненный цикл жерновов: 1000 кг</li>
<li>Уровень шума: 70 дБ</li>
</ul>",329883,электрическая,220 В,0.74 кВт,212 мм,309 мм,635 мм,18 кг,Италия,1,230x290x600 мм,0,https://entero.ru/manuals/487339/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Ceado%20Coffee%20E8D.pdf;https://entero.ru/manuals/487340/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20Ceado%20Coffee%20E8D.pdf;https://entero.ru/manuals/487341/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BE%D1%84%D0%B5%D0%B9%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf;https://entero.ru/manuals/487342/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/487343/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Ceado%20Coffee%20E8D%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,15.8 кг,Испания,,,черный,1480 об/мин.,плоские жернова,1.6 кг,83 мм,,,,,,
