Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Материал,Тип установки,Максимальная нагрузка,Количество полок,Количество ящиков
https://cdn.entero.ru/mp@2x/1a/9f/1a9fd0ffa8fa05ef321d38f77a0dad4b.jpg;https://cdn.entero.ru/mp@2x/f4/ac/f4ac0a94551eda2efa8dca1cb93e9f2a.jpg,Шкаф инструментальный ДиКом ВЛ-052-03,Шкаф инструментальный ДиКом ВЛ-052-03,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224197,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224197""><b class=""b"">ДиКом ВЛ-052-02 </b></a>предназначен для хранения инструментов, материалов и оснастки в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 3 оцинкованными полками и 2 перфорированными экранами. Шкаф изготовлен из металла толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 100 кг </li>
<li>Шаг перфорации экрана: 35 мм</li>
<li>Размер экрана: 450х1007х35 мм </li>
<li>Размер полки: 37х1018х560 мм</li>
<li>
<p>​Цвет: серый (RAL 7038) / синий (RAL 5012) </p>
</li>
</ul>",224197,1024 мм,625 мм,2000 мм,0,https://entero.ru/manuals/270804/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-03.pdf;https://entero.ru/manuals/270803/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270802/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,88.67 кг,,Россия,металл,,800 кг,3,
https://cdn.entero.ru/mp@2x/f7/29/f7293531939fbc03c7d6551e8f8d221d.jpg;https://cdn.entero.ru/mp@2x/ee/11/ee1167e631420e52d8cd74401c2534fc.jpg,Шкаф инструментальный ДиКом ВЛ-052-07/Б,Шкаф инструментальный ДиКом ВЛ-052-07/Б,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224302,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224302""><b class=""b"">ДиКом ВЛ-052-07/Б </b></a>предназначен для хранения инструментов, материалов и оснастки в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 2 перфорированными экранами, 2 оцинкованными полками и 3 выдвижными ящиками. Корпус и двери изготовлены из металла толщиной 0,8 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Телескопические направляющие </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 80 / 60 кг </li>
<li>Шаг перфорации экрана: 35 мм</li>
<li>Шаг регулировки полок: 50 мм </li>
<li>Размер экрана: 449х854х35 мм </li>
<li>Размер полки: 37х865х485 мм</li>
<li>Внутренний размер ящика: 128х765х460 мм </li>
<li>
<p>​Цвет: серый (RAL 7038) / синий (RAL 5012) </p>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224302,851 мм,550 мм,1820 мм,0,https://entero.ru/manuals/270988/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-07_%D0%91.pdf;https://entero.ru/manuals/270987/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270986/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,90.44 кг,,Россия,металл,,500 кг,2,3
https://cdn.entero.ru/mp@2x/d3/45/d345a551695e7ee855a6635782a5af71.jpg;https://cdn.entero.ru/mp@2x/cf/6d/cf6d6c6f92f51a3ba6469925179bbd15.jpg,Шкаф инструментальный ДиКом ВЛ-051-03 ESD,Шкаф инструментальный ДиКом ВЛ-051-03 ESD,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224175,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224175""><b class=""b"">ДиКом ВЛ-051-03 ESD </b></a>предназначен для хранения и работы с инструментом и различного вида электронными компонентами на предприятиях радиоэлектронной промышленности. Модель оснащена оцинкованной полкой и 3 выдвижными ящиками. Шкаф изготовлен из металла толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Телескопические направляющие полного выдвижения</li>
<li>Круглые металлические тяги </li>
<li>Антистатическая защита </li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
<li>Соответствие стандартам ГОСТ Р 53734.5.1-2009</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 60 кг </li>
<li>Шаг регулировки полок: 50 мм </li>
<li>Внутренний размер ящика: 130х920х460 мм</li>
<li>Размер полки: 1018х37х560 мм </li>
<li>
<p>​Цвет: серый (RAL 7035) / графитовый (RAL 7012)</p>
</li>
</ul>",224175,1024 мм,625 мм,1000 мм,0,https://entero.ru/manuals/270776/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-051-03.pdf;https://entero.ru/manuals/270775/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270774/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,75.49 кг,,Россия,металл,,800 кг,1,3
https://cdn.entero.ru/mp@2x/e5/a2/e5a22135782eaf2c08c1b6094d776677.jpg;https://cdn.entero.ru/mp@2x/26/58/265866dfb1ddf70a884548495805e7f0.jpg,Шкаф инструментальный ДиКом ВЛ-052-02,Шкаф инструментальный ДиКом ВЛ-052-02,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224193,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224193""><b class=""b"">ДиКом ВЛ-052-02 </b></a>предназначен для хранения инструментов, материалов и оснастки в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 4 перфорированными экранами. Шкаф изготовлен из металла толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг перфорации экрана: 35 мм</li>
<li>Размер экрана: 450х1007х35 мм </li>
<li>
<p>​Цвет: серый (RAL 7038) / синий (RAL 5012) </p>
</li>
</ul>",224193,1024 мм,625 мм,2000 мм,0,https://entero.ru/manuals/270795/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-02.pdf;https://entero.ru/manuals/270794/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270793/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,80.26 кг,,Россия,металл,,800 кг,,
https://cdn.entero.ru/mp@2x/f8/7e/f87e133dd8e3ef009ba1912abff43e58.jpg,Шкаф инструментальный ДиКом ВЛ-052-03 ESD,Шкаф инструментальный ДиКом ВЛ-052-03 ESD,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224263,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224263""><b class=""b"">ДиКом ВЛ-052-03 ESD </b></a>предназначен для хранения и работы с инструментом и различного вида электронными компонентами на предприятиях радиоэлектронной промышленности. Модель оснащена 3 оцинкованными полками и 2 перфорированными экранами. Шкаф изготовлен из металла толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Антистатическая защита </li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
<li>Соответствие стандартам ГОСТ Р 53734.5.1-2009</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 100 кг </li>
<li>Шаг перфорации экрана: 35 мм</li>
<li>Размер экрана: 450х1007х35 мм </li>
<li>Размер полки: 37х1018х560 мм</li>
<li>
<p>​Цвет: серый (RAL 7035) / графитовый (RAL 7012)</p>
</li>
</ul>",224263,1024 мм,625 мм,2000 мм,0,https://entero.ru/manuals/270876/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-03%20ESD.pdf;https://entero.ru/manuals/270875/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270874/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,88.67 кг,,Россия,металл,,800 кг,3,
https://cdn.entero.ru/mp@2x/dc/26/dc26285e609d1545d57565a1129a0711.jpg,Шкаф инструментальный ДиКом ВЛ-052-02 ESD,Шкаф инструментальный ДиКом ВЛ-052-02 ESD,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224196,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224196""><b class=""b"">ДиКом ВЛ-052-02 ESD </b></a>предназначен для хранения и работы с инструментом и различного вида электронными компонентами на предприятиях радиоэлектронной промышленности. Модель оснащена перфорированными экранами. Шкаф изготовлен из металла толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Антистатическая защита </li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
<li>Соответствие стандартам ГОСТ Р 53734.5.1-2009</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг перфорации экрана: 35 мм</li>
<li>Размер экрана: 450х1007х35 мм </li>
<li>
<p>​Цвет: серый (RAL 7035) / графитовый (RAL 7012)</p>
</li>
</ul>",224196,1024 мм,625 мм,2000 мм,0,https://entero.ru/manuals/270801/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-02%20ESD.pdf;https://entero.ru/manuals/270800/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270799/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,88.7 кг,,Россия,металл,,800 кг,,
https://cdn.entero.ru/mp@2x/66/76/6676e9b355a8f561689737f0d7aa1ab2.jpg;https://cdn.entero.ru/mp@2x/94/5f/945f6627c30f02a469357819d5d3209f.jpg,Шкаф инструментальный ДиКом ВЛ-052-04,Шкаф инструментальный ДиКом ВЛ-052-04,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224264,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224264""><b class=""b"">ДиКом ВЛ-052-04 </b></a>предназначен для хранения инструментов, материалов и оснастки в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 2 перфорированными экранами, 3 оцинкованными полками и выдвижным ящиком. Корпус и двери изготовлены из металла толщиной 0,8 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Телескопические направляющие </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 60 кг </li>
<li>Шаг перфорации экрана: 35 мм</li>
<li>Размер экрана: 450х1007х35 мм </li>
<li>Размер полки: 37х1018х560 мм</li>
<li>Внутренний размер ящика: 130х920х460 мм </li>
<li>
<p>​Цвет: серый (RAL 7038) / синий (RAL 5012) </p>
</li>
</ul>",224264,1024 мм,625 мм,2000 мм,0,https://entero.ru/manuals/270879/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-04.pdf;https://entero.ru/manuals/270878/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270877/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,99.97 кг,,Россия,металл,,800 кг,3,1
https://cdn.entero.ru/mp@2x/2e/64/2e64112356e5fccf9a382177192047f2.jpg;https://cdn.entero.ru/mp@2x/e1/c9/e1c9fe540b4b7e7321ee888189cb500e.jpg,Шкаф инструментальный ДиКом ВЛ-051-04,Шкаф инструментальный ДиКом ВЛ-051-04,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224176,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224176""><b class=""b"">ДиКом ВЛ-051-04 </b></a>предназначен для хранения инструментов, материалов и оснастки в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 2 выдвижными ящиками, оцинкованной полкой, перфорированным экраном и столешницей. Шкаф изготовлен из металла толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 60 кг </li>
<li>Шаг перфораации: 35 мм</li>
<li>Размер экрана: 450х1007х35 мм</li>
<li>Внутренний размер ящика: 130х920х460 мм</li>
<li>Размер полки: 1018х37х560 мм </li>
<li>
<p>​Цвет: серый (RAL 7038) / синий (RAL 5012) </p>
</li>
</ul>",224176,1024 мм,625 мм,1000 мм,0,https://entero.ru/manuals/270779/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-051-04.pdf;https://entero.ru/manuals/270778/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270777/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,81.49 кг,,Россия,металл,,800 кг,1,2
https://cdn.entero.ru/mp@2x/8b/69/8b6916acf7b3b55bb0a743c6ed7354a7.jpg;https://cdn.entero.ru/mp@2x/68/40/6840d3abaa703bc68ec172cc9d9f2eb7.jpg,Шкаф инструментальный ДиКом ВЛ-052-05,Шкаф инструментальный ДиКом ВЛ-052-05,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224272,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224272""><b class=""b"">ДиКом ВЛ-052-05 </b></a>предназначен для хранения инструментов, материалов и оснастки в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 4 оцинкованными полками и 2 выдвижными ящиками. Корпус и двери изготовлены из металла толщиной 0,8 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Телескопические направляющие </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 60 кг </li>
<li>Размер полки: 37х1018х560 мм</li>
<li>Внутренний размер ящика: 130х920х460 мм </li>
<li>
<p>​Цвет: серый (RAL 7038) / синий (RAL 5012) </p>
</li>
</ul>",224272,1024 мм,625 мм,2000 мм,0,https://entero.ru/manuals/270920/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-05.pdf;https://entero.ru/manuals/270919/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270918/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,102.86 кг,,Россия,металл,,800 кг,4,2
https://cdn.entero.ru/mp@2x/dc/a7/dca777b1b531f32114b541c01470a96e.jpg;https://cdn.entero.ru/mp@2x/4a/19/4a1939fee2e7a436ccb272162df9afce.jpg,Шкаф инструментальный ДиКом ВЛ-052-08/Б,Шкаф инструментальный ДиКом ВЛ-052-08/Б,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224305,"<p>Инструментальный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224305""><b class=""b"">ДиКом ВЛ-052-08/Б </b></a>предназначен для хранения инструментов, материалов и оснастки в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Модель оснащена 3 оцинкованными полками и 5 выдвижными ящиками. Корпус и двери изготовлены из металла толщиной 0,8 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Телескопические направляющие </li>
<li>Эпоксидная порошковая краска Teknos</li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 80 / 60 кг </li>
<li>Размер полки: 37х865х485 мм</li>
<li>Внутренний размер ящика: 128х765х460 мм </li>
<li>
<p>​Цвет: серый (RAL 7038) / синий (RAL 5012) </p>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224305,871 мм,550 мм,1820 мм,0,https://entero.ru/manuals/271014/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%92%D0%9B-052-08_%D0%91.pdf;https://entero.ru/manuals/271013/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/271012/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,105.01 кг,,Россия,металл,,500 кг,3,5
https://cdn.entero.ru/mp@2x/fe/fa/fefac8c0d77b9122f223616b403361bf.jpg,Шкаф инструментальный ДиКом ВЛ-052-04 ESD,Шкаф инструментальный ДиКом ВЛ-052-04 ESD,0,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/224269,"<p>Инструментальный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224269"">ДиКом ВЛ-052-04 ESD</a> </b>предназначен для хранения и работы с инструментом и различного вида электронными компонентами на предприятиях радиоэлектронной промышленности. Модель оснащена 2 перфорированными экранами, 3 оцинкованными полками и выдвижным ящиком. Корпус и двери изготовлены из металла толщиной 0,8 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Замок-ручка Euro-Locks </li>
<li>Ригельная система запирания </li>
<li>Круглые металлические тяги </li>
<li>Антистатическая защита </li>
<li>Гладкая матовая поверхность </li>
<li>Антикоррозийная обработка</li>
<li>Сборно-разборная конструкция корпуса </li>
<li>Соответствие стандартам ГОСТ Р 53734.5.1-2009</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 100 / 60 кг </li>
<li>Шаг перфорации экрана: 35 мм</li>
<li>Размер экрана: 450х1007х35 мм </li>
<li>Размер полки: 37х1018х560 мм</li>
<li>Внутренний размер ящика: 130х920х460 мм </li>
<li>
<p>​Цвет: серый (RAL 7038) / графитовый (RAL 7012)</p>
</li>
</ul>",224269,1024 мм,625 мм,2000 мм,0,https://entero.ru/manuals/270917/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%20%D0%9B-052-04%20ESD.pdf;https://entero.ru/manuals/270916/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%BD%D0%B0%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%88%D0%BA%D0%B0%D1%84%D1%8B.pdf;https://entero.ru/manuals/270915/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,99.97 кг,,Россия,металл,,800 кг,3,1
