Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Материал,Тип установки,Максимальная нагрузка,Количество полок,Количество ящиков
https://cdn.entero.ru/mp@2x/31/4f/314fb83784204484b84ad8b1de4d3821.jpg;https://cdn.entero.ru/mp@2x/9b/f2/9bf204bab616116da682ce202c2bc4c9.jpg;https://cdn.entero.ru/mp@2x/e1/a1/e1a1c0d5172d6fb1467861fc4307a565.jpg,Шкаф КОБОР Expert MM/2-100/32 1S,330024,18194,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367077,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367077"">Кобор Expert MM/2-100/32 1S</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена 2 распашными дверьми с внутренней перфорацией для навешивания крючков и держателей, регулируемой по высоте полкой и ригельным замком. Благодаря подвесной конструкции шкаф можеть быть установлен на стандартные перфорированные профили или напрямую к стене. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367077,1050 мм,325 мм,700 мм,0,,19776,,Россия,Россия,сталь,подвесной,,1,
https://cdn.entero.ru/mp@2x/05/87/058723739d5ace8c09daa97290ee4b7e.jpg;https://cdn.entero.ru/mp@2x/ee/91/ee91edb4c85704ee34b8f3c5610f2ee3.jpg;https://cdn.entero.ru/mp@2x/bd/35/bd35aa6aa73643d8bc38d4a8e1dd7f5a.jpg,Шкаф КОБОР Expert MM/2-100/32 2P,330023,18749,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367076,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367076"">Кобор Expert MM/2-100/32 2P</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена 2 распашными дверьми с внутренней перфорацией для навешивания крючков и держателей, перфопанелью и ригельным замком. Благодаря подвесной конструкции шкаф можеть быть установлен на стандартные перфорированные профили или напрямую к стене. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367076,1050 мм,325 мм,700 мм,0,,19736,,Россия,Россия,сталь,подвесной,,,
https://cdn.entero.ru/mp@2x/6f/e8/6fe8971490a185e338707757e4e63434.jpg,Шкаф ПРОМЕТ TC-1095,S30599012046,20205,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/222800,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222800""><b class=""b"">ПРОМЕТ TC-1095</b></a> предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Корпус выполнен из стали. </p>

<p>В комплект поставки входит ключевой замок Burg GSC813 и ручки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесшумный ход дверей</li>
<li>Надежное запирание шкафа</li>
<li>Прошковое покртие</li>
<li>Поставляется в разобранном виде</li>
<li>Цвет:</li>
<li>Корпус: серый полуматовый (RAL 7038)</li>
<li>Двери: синий (RAL 5002)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,8 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Цвет изделия может отличаться от представленного на фото.</span></em></p>",222800,950 мм,500 мм,1000 мм,0,https://entero.ru/manuals/267172/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%BD%D0%B0%20%D0%9F%D0%A0%D0%9E%D0%9C%D0%95%D0%A2%20TC-1095.pdf,21726,33.4 кг,,Россия,сталь,,200 кг,,
https://cdn.entero.ru/mp@2x/dc/03/dc0329f3852240520c89073ccb8c5b89.jpg,Шкаф ДВК ERGO 181/2 №5,КГ022560,27023,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216196,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216196""><b class=""b"">ДВК ERGO 181/2 №5 </b></a>предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена 3 внутренними полками. Корпус выполнен из металла. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Полка ERGO (1) - 3 шт. </li>
<li>Корпус шкафа ERGO 181/2 - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Набор наклеек для обозначения мест хранения </li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг </li>
<li>Шаг перфорации: 35 мм </li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216196,800 мм,500 мм,910 мм,0,https://entero.ru/manuals/255958/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20181_2%20%E2%84%965.pdf;https://entero.ru/manuals/255957/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,39.08 кг,,Россия,металл,,500 кг,3,
https://cdn.entero.ru/mp@2x/fd/51/fd5137c70aeb183dbf3395c90c45c0e6.jpg,Шкаф ДВК ERGO 181/2 №7,КГ022562,29609,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216198,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216198"">ДВК ERGO 181/2 №7</a> </b>предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена внутренней полкой и выдвижным ящиком. Корпус выполнен из металла.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Полка ERGO (1) - 1 шт.</li>
<li>Ящик ERGO (1) - 1 шт.</li>
<li>Корпус шкафа ERGO 181/2 - 1 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус</li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа</li>
<li>Набор наклеек для обозначения мест хранения</li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг</li>
<li>Шаг перфорации: 35 мм</li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Полезные габариты ящика: 90x700x380 мм</li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216198,800 мм,500 мм,910 мм,0,https://entero.ru/manuals/255963/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20181_2%20%E2%84%967.pdf;https://entero.ru/manuals/255962/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,34.75 кг,,Россия,металл,,500 кг,1,1
https://cdn.entero.ru/mp@2x/5d/2b/5d2b1e0f45904a260c3ff234c7b8d3b2.jpg;https://cdn.entero.ru/mp@2x/7c/0d/7c0dfb7aa5670880ca3fc69736b57416.jpg;https://cdn.entero.ru/mp@2x/4b/cd/4bcd3deec09175a076f4eaf24f6e648b.jpg,Шкаф КОБОР Expert MC/1-50/60 5S,330014,30354,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367067,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367067"">Кобор Expert MC/1-50/60 5S</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена распашной дверью с внутренней перфорацией для навешивания крючков и держателей, 5 регулируемыми по высоте полками и ригельным замком. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367067,500 мм,600 мм,1800 мм,0,,,,Россия,Россия,сталь,напольный,,5,
https://cdn.entero.ru/mp@2x/3b/65/3b651a1605478e9973d4ba544a509ddd.jpg;https://cdn.entero.ru/mp@2x/4b/c5/4bc53d70b8fa04b40224196f2e430d72.jpg;https://cdn.entero.ru/mp@2x/a8/ee/a8ee3300f4b326d478bcd95304aa8ba7.jpg,Шкаф КОБОР Expert MC/1-50/60 3S.P1,330015,30948,RUB,Нет,КОБОР,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/367068,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367068"">Кобор Expert MC/1-50/60 3S.P1</a></b> предназначен для хранения оснастки, приспособлений и инструмента на рабочих местах в мастерских, цехах и других производственных зонах. Модель оснащена распашной дверью с внутренней перфорацией для навешивания крючков и держателей, 3 регулируемыми по высоте полками, перфопанелью и ригельным замком. Корпус выполнен из листовой стали с порошковой краской, которая отличается высокой устойчивостью к истиранию, влаге, моющим и смазочным веществам.</p>",367068,500 мм,600 мм,1800 мм,0,,,,Россия,Россия,сталь,напольный,,3,
https://cdn.entero.ru/mp@2x/1c/b5/1cb51cb03b42b7950c23ed2806d46328.jpg,Шкаф ПРОМЕТ TC-1947-020202,К30594710146,31105,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/222808,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222808""><b class=""b"">ПРОМЕТ TC-1947-020202</b></a> предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена 2 ящиками и 2 полками. Корпус и ригели выполнены из стали, втулки - из пластика.</p>

<p>В комплект поставки входит ключевой замок Burg GSC813 с 2 ключами и ручка.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>TC шкаф инструментальный TC-1947 - 1шт.</li>
<li>TC ящик выдвижной TCF - 2шт.</li>
<li>Комплект боковых экранов Garage MS (2 шт.) - 1шт.</li>
<li>TC полка малая TCSh - 2шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Бесшумный ход дверей</li>
<li>Надежное запирание шкафа</li>
<li>Прошковое покртие</li>
<li>Поставляется в разобранном виде</li>
<li>Цвет:
<ul>
<li>Корпус: серый полуматовый (RAL 7038)</li>
<li>Двери: синий (RAL 5002)</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 0,8 мм</li>
<li>Шаг регулирования высоты полки: 50 мм</li>
<li>Максимальная нагрузка на полку: 80 кг</li>
<li>Габариты:
<ul>
<li>Полка: 430х470 мм</li>
<li>Ящик: 390х450 мм</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Цвет изделия может отличаться от представленного на фото.</span></em></p>",222808,475 мм,500 мм,1900 мм,0,https://entero.ru/manuals/267206/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%BD%D0%B0%20%D0%9F%D0%A0%D0%9E%D0%9C%D0%95%D0%A2%20TC-1947-020202.pdf;https://entero.ru/manuals/267228/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20%D0%BC%D0%B0%D0%BB%D0%BE%D0%B3%D0%BE%20%D1%8F%D1%89%D0%B8%D0%BA%D0%B0%20%D0%BD%D0%B0%20%D0%9F%D0%A0%D0%9E%D0%9C%D0%95%D0%A2%20TC-1947-020202.pdf;https://entero.ru/manuals/267229/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B5%20%D0%BC%D0%B0%D0%BB%D0%BE%D0%B9%20%D0%BF%D0%BE%D0%BB%D0%BA%D0%B8%20%D0%BD%D0%B0%20%D0%9F%D0%A0%D0%9E%D0%9C%D0%95%D0%A2%20TC-1947-020202.pdf,,46.5 кг,,Россия,сталь,,200 кг,2,2
https://cdn.entero.ru/mp@2x/be/35/be3594509389673867d725c2a792d7bc.jpg,Шкаф ДВК ERGO 181/2 №6,КГ022561,31935,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/216197,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216197"">ДВК ERGO 181/2 №6</a> </b>предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках и станциях технического обслуживания. Модель оснащена 2 внутренними полками и выдвижным ящиком. Корпус выполнен из металла.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Полка ERGO (1) - 2 шт.</li>
<li>Ящик ERGO (1) - 1 шт.</li>
<li>Корпус шкафа ERGO 181/2 - 1 шт.</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус</li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа</li>
<li>Набор наклеек для обозначения мест хранения</li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг</li>
<li>Шаг перфорации: 35 мм</li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Полезные габариты ящика: 90x700x380 мм</li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",216197,800 мм,500 мм,910 мм,0,https://entero.ru/manuals/255960/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20181_2%20%E2%84%966.pdf;https://entero.ru/manuals/255959/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,34712,39.22 кг,,Россия,металл,,500 кг,2,1
https://cdn.entero.ru/mp@2x/6c/2b/6c2b720495c5f67e597aab55a39b47f1.jpg,Шкаф ДВК ERGO 181 №1,КГ022568,34370,RUB,Нет,,Промышленная мебель,Шкафы инструментальные,https://entero.ru/item/215897,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215897""><b class=""b"">ДВК ERGO 181 №1</b></a> предназначен для надежного хранения инструментов, оснастки, крепежа, оргтехники и одежды на производственных участках, станциях технического обслуживания и прочих промышленных местах. Модель оснащена 2 полками и перфорированной стенкой. Корпус выполнен из металла. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Полка ERGO (1) - 2 шт.</li>
<li>Стенка перфорированная ERGO (1) - 4 шт. </li>
<li>Корпус шкафа ERGO 181 - 1 шт. </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Надежный ригельный запирающий механизм</li>
<li>Прочный сборно-разборный корпус </li>
<li>Усиленная система установки полок и ящиков</li>
<li>Возможность установки полок под углом до 20°</li>
<li>Наличие кабелеканала в корпусе шкафа </li>
<li>Набор наклеек для обозначения мест хранения </li>
<li>Износостойкое порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку / ящик: 150 / 50 кг </li>
<li>Шаг перфорации: 35 мм </li>
<li>Толщина стенок: 0,8 / 1,5 мм</li>
<li>Цвет: синий (RAL 5005) / светло-серый (RAL 7035)</li>
</ul>",215897,800 мм,500 мм,1820 мм,0,https://entero.ru/manuals/255557/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20ERGO%20181%20%E2%84%961.pdf;https://entero.ru/manuals/255558/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,36179,58.12 кг,,Россия,металл,,от 500 до 1000 кг,2,
