Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Колеса,Максимальная нагрузка,Количество полок,Количество ящиков
https://cdn.entero.ru/mp@2x/d1/f9/d1f997de117fc3f5c897146eee42f028.jpg,Держатель этикеток для лотков ДиКом 10 шт.,Держатель этикеток для лотков ДиКом 10 шт.,293,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/223451,"<p>Держатели этикеток <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223451""><b class=""b"">ДиКом 19.0018-000 </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%9B%D0%BE%D1%82%D0%BA%D0%B8+%D0%BF%D0%BB%D0%B0%D1%81%D1%82%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D1%8B%D0%B5+%D0%94%D0%B8%D0%9A%D0%BE%D0%BC"">пластмассовыми лотками ДиКом</a>. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество: 10</li>
<li>Вес: 0,1 кг </li>
</ul>",223451,,,,0,https://entero.ru/manuals/269326/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,419,,,,,,,,
https://cdn.entero.ru/mp@2x/df/9f/df9fe3520bee7f55ba02564e6072fd64.jpg,Держатель для молотка ДВК КГ048827,Держатель для молотка ДВК КГ048827,330,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215046,"<p>Держатель для молотка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215046"">ДВК КГ048827</a> </b>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A&cid=2088"">тумбами и тележками ДВК</a> для наглядного хранения инструмента и оперативной работы с ним на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Изделие выполнено из стального прута диаметром 5 мм. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Допустимая нагрузка: 20 кг </li>
<li>Подходит для перфорации: круг 7 мм / шаг 25 мм</li>
<li>Габариты: 50х90х53 мм</li>
<li>Вес: 0,4 кг </li>
<li>Цвет: матовое серебро (RAL7035) </li>
</ul>",215046,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/d1/f2/d1f29e2e97e4cf19b76fa4ce62d0d764.jpg,Держатель отверток ДВК КГ021338,Держатель отверток ДВК КГ021338,581,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214677,"<p>Держатель отверток <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214677""><b class=""b"">ДВК КГ021338 </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A&cid=2088"">тумбами и тележками ДВК</a> на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Крепится на перфорированную поверхность. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 40х350х52 мм</li>
<li>Вес: 0,28 кг </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого производителя. </span></em></p>",214677,,,,0,https://entero.ru/manuals/253569/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/5b/13/5b13b8064f0baee6086a12b0e74de504.jpg,Держатель ключей ДВК КГ021337,Держатель ключей ДВК КГ021337,607,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214679,"<p>Держатель ключей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214679""><b class=""b"">ДВК КГ021337 </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A&cid=2088"">тумбами и тележками ДВК</a> на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Крепится на перфорированную поверхность. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 255х148х35 мм</li>
<li>Вес: 0,25 кг </li>
</ul>",214679,,,,0,https://entero.ru/manuals/253573/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/b7/8f/b78f9da236a5b2a217781ba89e9dae07.jpg,Лоток ДВК КГ026301,Лоток ДВК КГ026301,647,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214920,"<p>Контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214920"">ДВК КГ026301</a> </b>предназначен для установки в <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A"">инструментальные тумбы и шкафы ДВК</a> для обустройства и организации рабочих мест на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Крепится на перфорированную поверхность. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 100х350х75 мм</li>
<li>Вес: 0,5 кг</li>
</ul>",214920,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/c5/d1/c5d1a591d643df7147739a0b278b8f25.jpg,Ручка ДВК L=400,Ручка ДВК L=400,792,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215055,"<p><span class=""b"">Ручка </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215055""><b class=""b"">ДВК L=400 </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D1%83%D0%BC%D0%B1%D0%B0+%D0%94%D0%92%D0%9A+WOKER"">тумбами ДВК</a> для их перемещения на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Изделие выполнено из алюминия.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 31х431х56 мм </li>
<li>Вес: 0,9 кг </li>
</ul>",215055,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/3d/b8/3db806e92821e9e47e4a97d4038ecefa.jpg,"Крючок ДВК 65 мм, диаметр 5 мм (5 шт.)",КГ009504,845,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214644,"<p>Крючок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214644""><b class=""b"">ДВК КГ009504 </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A&cid=2088"">тумбами и тележками ДВК</a> для наглядного хранения инструмента и оперативной работы с ним на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Изделия выполнены из стального прута диаметром 5 мм и имеют порошковое покрытие. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Подходят для перфорации:
<ul>
<li>Круг: 7 мм</li>
<li>Шаг: 25 мм</li>
</ul>
</li>
<li>Максимальная нагрузка: 20 кг</li>
<li>Габариты: 65х35х3 мм</li>
<li>Вес: 0,12 кг </li>
<li>Цвет: матовое серебро </li>
</ul>",214644,,,,0,https://entero.ru/manuals/253519/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/72/ff/72ffa27471de6fc487d34e38e8cce896.jpg,Коврик маслобензостойкий резиновый ДВК SMART,Коврик маслобензостойкий резиновый ДВК SMART,1003,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215617,"<p>Маслобензостойкий резиновый коврик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215617""><b class=""b"">ДВК SMART </b></a>используется совместно с инструментальными <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A+SMART"">тумбами и тележками SMART</a> на производственных участках, станциях технического обслуживания, в мастерских и гаражах. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 5х695х495 мм</li>
<li>Вес: 0,2 кг </li>
</ul>",215617,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/dc/ad/dcad56f104191f37c340e961a9125af4.jpg,Ручка боковая ДиКом 01/02/03,Ручка боковая ДиКом 01/02/03,1046,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/223990,"<p>Боковая ручка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223990""><b class=""b"">ДиКом 01/02/03 </b></a>используется совместно с <a href=""https://https://entero.ru/search.php?text=%D0%A2%D1%83%D0%BC%D0%B1%D0%B0+%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F+%D0%94%D0%B8%D0%9A%D0%BE%D0%BC"">инструментальными тумбами ДиКом</a> в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 38х76х430 мм</li>
<li>Вес: 0,4 кг </li>
</ul>",223990,,,,0,https://entero.ru/manuals/270338/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/37/8f/378fd713ce4d2e612d89337c947a42a8.jpg,Полка ДВК 550х155 мм,Полка ДВК 550х155 мм,1148,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214949,"<p><span class=""b"">Полка </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214949""><b class=""b"">ДВК КГ048824 </b></a>предназначена для установки в <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A"">инструментальные тумбы и шкафы ДВК</a> на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Крепится на перфорированную поверхность. </p>

<p>В комплект поставки входит комплект крепежа. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 70х550х155 мм </li>
<li>Вес: 0,8 кг </li>
</ul>",214949,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/25/2b/252b089b2e270ef16f656e624d600d84.jpg,Полка навесная ДВК 640х200 мм Logitex,Полка навесная ДВК 640х200 мм Logitex,1426,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215468,"<p><span class=""b"">Полка </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215468""><b class=""b"">ДВК 640х200 мм Logitex </b></a>предназначена для установки на стойки <a href=""https://entero.ru/search.php?text=+%D1%82%D1%83%D0%BC%D0%B1%D0%B0+LOGITEX"">инструментальных тумб LOGITEX</a> и <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D0%BB%D0%B5%D0%B6%D0%BA%D0%B0+%D0%94%D0%92%D0%9A+PROFI"">тележек PROFI</a> для размещения ТИ навесок и крючков 30, 45, 65, 100 мм на производственных участках, станциях технического обслуживания, в автомастерских и гаражах. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Допустимая нагрузка: 30 кг </li>
<li>Габариты: 200х640х20 мм </li>
<li>Вес: 0,91 кг </li>
</ul>",215468,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/eb/e2/ebe2c2949cda5747477b95828002137e.jpg,Ручка на лоток ДиКом 01/06 (передняя),Ручка на лоток ДиКом 01/06 (передняя),1466,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/225334,"<p>Ручка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225334""><b class=""b"">ДиКом 01/06 (передняя) </b></a>используется совместно с <a href=""https://entero.ru/list/2088/vendor/dikom/"">инструментальными тумбами ДиКом</a> и устанавливается на лоток соответствующего типоразмера в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 58х150х580 мм</li>
<li>Вес: 0,5 кг </li>
</ul>",225334,,,,0,https://entero.ru/manuals/272148/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/7a/2f/7a2f4c5fe13e8744f30efe5f2e77e997.jpg,Коврик противоскользящий ДиКом 01,Коврик противоскользящий ДиКом 01,1530,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/223447,"<p>Противоскользящий коврик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223447""><b class=""b"">ДиКом 01 </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D1%83%D0%BC%D0%B1%D0%B0+%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F+%D0%94%D0%B8%D0%9A%D0%BE%D0%BC#https://entero.ru/search.php?text=%D0%A2%D1%83%D0%BC%D0%B1%D0%B0+%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F+%D0%94%D0%B8%D0%9A%D0%BE%D0%BC#"">инструментальными тумбами ДиКом</a> в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. Коврик изготовлен из высококачественной резины, устойчивой к агрессивным жидкостям, царапинам, повреждениям.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 3х459х459 мм</li>
<li>Вес: 0,55 кг </li>
</ul>",223447,,,,0,https://entero.ru/manuals/269320/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,1821,,,,,,,,
https://cdn.entero.ru/mp@2x/37/f8/37f84c93918b84a444783b59f7a12e22.jpg,Полка ДВК 490х480 мм для тумбы COMTEX,Полка ДВК 490х480 мм для тумбы COMTEX,1571,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214553,"<p><span class=""b"">Полка </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214553""><b class=""b"">ДВК COMTEX </b></a>предназначена для установки в <a href=""https://entero.ru/search.php?text=COMTEX"">тумбы</a><a href=""https://entero.ru/search.php?text=%D1%82%D0%B5%D0%BB%D0%B5%D0%B6%D0%BA%D0%B0+%D0%94%D0%92%D0%9A+COMTEX""> COMTEX</a> в офисах, серверных, производственных участках, станциях технического обслуживания и диагностики автомобилей. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 30 кг </li>
<li>Шаг установки: 50 мм</li>
<li>Габариты: 15х493х487 мм </li>
<li>Вес: 1,67 кг </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера. </span></em></p>

<p> </p>",214553,,,,0,https://entero.ru/manuals/253323/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20Comtex.pdf;https://entero.ru/manuals/253324/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/ff/1d/ff1d4a4d0d30d9b7702e8aa5532157a8.jpg,Держатель полотенца ДВК КГ021339,Держатель полотенца ДВК КГ021339,1597,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214660,"<p>Держатель полотенца <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214660""><b class=""b"">ДВК КГ021339 </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A"">инструментальными тумбами и шкафами ДВК</a> на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Крепится на перфорированную поверхность. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 154х359х24 мм</li>
<li>Вес: 0,21 кг </li>
</ul>",214660,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/46/6e/466e1aa8e743c2b8bd9f731b180db131.jpg,Ящик ПРОМЕТ Garage,Ящик ПРОМЕТ Garage,1754,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/222756,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/222756""><b class=""b"">ПРОМЕТ Garage</b></a> используется совместно с тележкой <a href=""https://entero.ru/item/222753"" target=""_blank"">WDS Garage</a> для хранения инструментов и оснастки на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Модель изготовлена из стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 6 кг</li>
<li>Толщина стали: 0,6 мм</li>
<li>Габариты: 60x400x480 мм</li>
<li>Вес: 2 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Цвет изделия может отличаться от представленного на фото.</span></em></p>",222756,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/9e/3e/9e3e16130f29c9fb15d554847ad19109.jpg,Кронштейн ДВК COMTEX для монитора-1,Кронштейн ДВК COMTEX для монитора-1,1993,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215262,"<p><span class=""b"">Кронштейн </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215262""><b class=""b"">ДВК COMTEX </b></a>предназначен для крепления монитора на экран <a href=""https://entero.ru/search.php?text=%D0%94%D0%92%D0%9A+COMTEXhttps://entero.ru/search.php?text=%D0%94%D0%92%D0%9A+COMTEX"">тумбы или тележки COMTEX</a> в офисах, серверных помещениях, производственных участках с электроникой и диагностических центрах. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 368х230х60 мм </li>
<li>Вес: 1,16 кг </li>
</ul>",215262,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/ec/9c/ec9ceb7806f1c2cabf78206480a370f3.jpg,Ручка на лоток ДиКом 03/08 (передняя),Ручка на лоток ДиКом 03/08 (передняя),2040,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/225506,"<p>Ручка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225506""><b class=""b"">ДиКом 03/08 (передняя) </b></a>используется совместно с <a href=""https://entero.ru/list/2088/vendor/dikom/"">инструментальными тумбами ДиКом</a> и устанавливается на <a href=""https://entero.ru/item/225501"">лоток 03</a> в мастерских, гаражах, профессиональных автосервисах и помещениях производственного назначения. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 58х1039х150 мм</li>
<li>Вес: 0,7 кг </li>
</ul>",225506,,,,0,https://entero.ru/manuals/272225/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/f7/37/f73793ab06388e8ee1979d83fb2e2bdd.jpg,Цоколь ДиКом 02/07,Цоколь ДиКом 02/07,2104,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/225476,"<p>Цоколь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225476""><b class=""b"">ДиКом 02/07 </b></a>используется совместно с <a href=""https://entero.ru/list/2088/vendor/dikom/"">инструментальными тумбами ДиКом</a> серии ВС для установки <a href=""https://entero.ru/item/225474"">подставки</a>.</p>

<p><b>​Характеристики:</b></p>

<ul>
<li>Размер: 92х718х55 мм </li>
<li>Вес: 1,1 кг</li>
</ul>",225476,,,,0,https://entero.ru/manuals/272185/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%94%D0%B8%D0%9A%D0%BE%D0%BC%202021.pdf,2535,,,,,,,,
https://cdn.entero.ru/mp@2x/6e/f7/6ef71295a992741bc1bfb6dd8aac7e92.jpg,Ограничители ДВК PROFI (к-т),Ограничители ДВК PROFI (к-т),2138,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215496,"<p><span class=""b"">Ограничители </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215496""><b class=""b"">ДВК PROFI (к-т) </b></a>предназначены для установки на <a href=""http://entero.ru/search.php?text=%D0%A2%D0%B5%D0%BB%D0%B5%D0%B6%D0%BA%D0%B0+%D0%94%D0%92%D0%9A+PROFI"">тележки PROFI</a> на производственных участках, станциях технического обслуживания, в автомастерских и гаражах. Устанавливаются на нижнюю полку тележки.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 150х611х30 мм </li>
<li>Вес: 2 кг </li>
</ul>",215496,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/31/d7/31d7d241087118f50422ab804daa7a45.jpg,Cтойки перф. ДВК (к-т) LOGITEX,Cтойки перф. ДВК (к-т) LOGITEX,2416,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215482,"<p><span class=""b"">Стойки </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215482""><b class=""b"">ДВК LOGITEX </b></a>предназначены для установки перфорированной стенки на стойки <a href=""https://entero.ru/search.php?text=+%D1%82%D1%83%D0%BC%D0%B1%D0%B0+LOGITEX"">инструментальных тумб LOGITEX</a> и <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D0%BB%D0%B5%D0%B6%D0%BA%D0%B0+%D0%94%D0%92%D0%9A+PROFI"">тележек PROFI</a> на производственных участках, станциях технического обслуживания, в автомастерских и гаражах. Лоток изготовлен из пластика.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 710х30х30 мм </li>
<li>Вес: 1,6 кг </li>
</ul>",215482,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/2c/d6/2cd69465082fc8fd99d056094c3b530d.jpg,Полка Lokoma ДВК TOOLEX 300 XS,Полка Lokoma ДВК TOOLEX 300 XS,2600,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215637,"<p><span class=""b"">Полка Lokoma </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215637""><b class=""b"">ДВК TOOLEX 300 XS </b></a>предназначена для хранения листогибочного инструмента (пуансонов и матриц) длиной не более 835 мм на производственных участках и станциях технического обслуживания. </p>

<p>Для установки на <a href=""https://entero.ru/item/215633"">тележку TOOLEX XS</a> требуются <a href=""https://entero.ru/item/215636"">кронштейны для полки TOOLEX</a> по 1 шт. на сторону. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Допустимая нагрузка: 50 кг </li>
<li>Габариты: 167х834х72 мм </li>
<li>Вес: 3,24 кг </li>
</ul>",215637,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/cd/ec/cdec6b095a4fda16176191fcf1611559.jpg,Полка ДВК 480х520 мм для тележки COMTEX,Полка ДВК 480х520 мм для тележки COMTEX,2732,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214547,"<p><span class=""b"">Полка </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214547""><b class=""b"">ДВК COMTEX </b></a>предназначена для установки на стойки <a href=""https://entero.ru/search.php?text=%D1%82%D0%B5%D0%BB%D0%B5%D0%B6%D0%BA%D0%B0+%D0%94%D0%92%D0%9A+COMTEX"">тележки COMTEX</a> в офисах, серверных, производственных участках, станциях технического обслуживания и диагностики автомобилей. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 30 кг </li>
<li>Габариты: 30х519х485 мм </li>
<li>Вес: 3,49 кг </li>
</ul>",214547,,,,0,https://entero.ru/manuals/253311/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B5%20%D0%BD%D0%B0%20%D0%94%D0%92%D0%9A%20Comtex.pdf;https://entero.ru/manuals/253312/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/97/51/97512f30e7e805af31a70ac6c78fb7ca.jpg,Стенки боковые ДВК PROFI (к-т),Стенки боковые ДВК PROFI (к-т),2891,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/215483,"<p><span class=""b"">Боковые стенки </span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215483""><b class=""b"">ДВК PROFI (к-т) </b></a>предназначены для установки на <a href=""http://entero.ru/search.php?text=%D0%A2%D0%B5%D0%BB%D0%B5%D0%B6%D0%BA%D0%B0+%D0%94%D0%92%D0%9A+PROFI"">тележки PROFI</a> на производственных участках, станциях технического обслуживания, в автомастерских и гаражах. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 750х335х20 мм </li>
<li>Вес: 3,56 кг </li>
</ul>",215483,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/67/51/6751d1f99bbfd9d0b62b58fe8e138727.jpg,Комплект перегородок ДВК для ящика 60 LOGITEX,Комплект перегородок ДВК для ящика 60 LOGITEX,3076,RUB,Нет,,Промышленная мебель,Тумбы и тележки,https://entero.ru/item/214681,"<p>Комплект перегородок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214681""><b class=""b"">ДВК LOGITEX </b></a>используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D1%83%D0%BC%D0%B1%D0%B0+%D0%94%D0%92%D0%9A+LOGITEX"">тумбами LOGITEX</a> на производственных участках, станциях технического обслуживания, в мастерских и гаражах. Устанавливается в пазы днища и задней стенки ящика. Перегородка выполнена из оцинкованной стали. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Перегородка 60х420 мм для ящика (нов.) - 7 шт.</li>
<li>Перегородка 60х580 мм для ящика (нов.) - 3 шт.</li>
<li>Фиксатор L=420 мм (1) (LOGITEX) - 2 шт.</li>
<li>Фиксатор L=580 мм (2) (LOGITEX) - 2 шт. </li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 60х567х10 мм</li>
<li>Вес: 3,18 кг </li>
</ul>",214681,,,,0,https://entero.ru/manuals/253579/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,,,,,,
