Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Борт,Вес (с упаковкой),Разновидность,Размеры раковины (ДхШ),Глубина раковины,Смеситель,Подогрев воды
https://cdn.entero.ru/mp@2x/12/21/1221510053b701ef4f0a9263c240536a.jpg,Рукомойник Mecon Base РТКб 330х330х150 мм,РТК-B333315,4569,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347043,"<p>Технологический консольный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347043""><b class=""b"">Mecon Base РТКб</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена отверстием для установки смесителя. Рукомойник поставляется в собранном виде. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Моечное отделение: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 35 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,02 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",347043,с подключением к водопроводу,330 мм,330 мм,150 мм,,,,0,https://entero.ru/manuals/426182/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9A%D0%B1%20330%D1%85330%D1%85150%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426183/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9A%D0%B1%20330%D1%85330%D1%85150%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426184/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,5711,,,Россия,Россия,,,,,326х265 мм,150 мм,,
https://cdn.entero.ru/mp@2x/bb/f9/bbf955b106bfc6e6a593e35c10ab6291.jpg,Рукомойник Mecon Base РТКб 500х400х140 мм,РТК-B504014,4664,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347044,"<p>Технологический консольный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347044""><b class=""b"">Mecon Base РТКб</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена бортом и отверстием для установки смесителя. Рукомойник поставляется в собранном виде. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Моечное отделение: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 22 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,02 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",347044,с подключением к водопроводу,500 мм,400 мм,140 мм,,,,0,https://entero.ru/manuals/426185/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9A%D0%B1%20500%D1%85400%D1%85140%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426186/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9A%D0%B1%20500%D1%85400%D1%85140%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426187/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,Россия,Россия,,Да,,,400х330 мм,140 мм,,
https://cdn.entero.ru/mp@2x/11/33/1133d5ab469ad9a6a560ff1b8bc02e69.jpg,Рукомойник Mecon Norma Inox РТКн 330х330х150 мм,РТК-NIn333315,5400,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347045,"<p>Технологический консольный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347045""><b class=""b"">Mecon Norma Inox РТКн</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена отверстием для установки смесителя. Рукомойник поставляется в собранном виде. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Моечное отделение: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 35 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,02 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",347045,с подключением к водопроводу,330 мм,330 мм,150 мм,,,,0,https://entero.ru/manuals/426191/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%9A%D0%BD%20330%D1%85330%D1%85150%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426192/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%9A%D0%BD%20330%D1%85330%D1%85150%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426193/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,Россия,Россия,,,,,326х265 мм,150 мм,,
https://cdn.entero.ru/mp@2x/55/ea/55eabe40c064fd0189eef63cfe84f60e.jpg,Рукомойник Mecon Norma Inox РТКн 500х400х140 мм,РТК-NIn504014,5935,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347046,"<p>Технологический консольный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347046""><b class=""b"">Mecon Norma Inox РТКн</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена бортом и отверстием для установки смесителя. Рукомойник поставляется в собранном виде. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Моечное отделение: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 22 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,02 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",347046,с подключением к водопроводу,500 мм,400 мм,140 мм,,,,0,https://entero.ru/manuals/426194/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%9A%D0%BD%20500%D1%85400%D1%85140%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426195/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%9A%D0%BD%20500%D1%85400%D1%85140%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426196/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,8130,,,Россия,Россия,,Да,,,400х330 мм,140 мм,,
https://cdn.entero.ru/mp@2x/7a/53/7a53f318331e0b1613b332cc8ce57489.jpg,Рукомойник Mecon Base РТНб 500х600х860 мм,РТН-B506086,5993,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347047,"<p>Технологический напольный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347047""><b class=""b"">Mecon Base РТНб</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена разборным каркасом из гнутого углового профиля, бортом, отверстием для установки смесителя и регулируемыми опорами. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали моечного отделения: 0,6 мм</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 35 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Высота борта: 25 мм</li>
<li>Объем упаковки: 0,04 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",347047,с подключением к водопроводу,500 мм,600 мм,860 мм,,,,0,https://entero.ru/manuals/426200/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9D%D0%B1%20500%D1%85600%D1%85860%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426201/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9D%D0%B1%20500%D1%85600%D1%85860%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426202/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,7135,,,Россия,Россия,напольный,Да,,открытый,360х400 мм,140 мм,,
https://cdn.entero.ru/mp@2x/ee/85/ee85287a921e6cd3cb850dc57119f97e.jpg,Рукомойник напольный Assum ВМР-2В 50х40х85 см,Рукомойник напольный Assum ВМР-2В 50х40х85 см,7762,RUB,Нет,Assum,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/322851,"<p>Напольный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/322851""><b class=""b"">Assum ВМР-2В</b></a> предназначен для мытья рук персонала столовой, ресторана, кафе и может быть установлен в любом цехе: мясном, рыбном, салатном, горячем, а также может использоваться в медицине. Модель оснащена цельнотянутой раковиной, фартуком, отверстием под смеситель, сливным сифоном с гидрозатвором и вальцованным каркасом. Раковина и ножки выполнены из высококачественной нержавеющей стали AISI 430.</p>

<p><span style=""color:#FF0000;"">Смеситель в комплект поставки не входит.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Запатентованная система крепления ножек с двойным подгибом</li>
<li>Обвязка с 4 сторон для усиления конструкции</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Раковина: 0,5 мм</li>
<li>Ножки: 0,7 мм</li>
</ul>
</li>
<li>Размер уголка ножек: 40х40 мм</li>
<li>Диаметр отверстия для смесителя: 35 мм</li>
<li>Объем: 0,17 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Смеситель</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Смеситель в комплект поставки не входит и приобретается отдельно.</span></em></p>",322851,,500 мм,400 мм,850 мм,,,,0,https://entero.ru/manuals/386009/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Assum%20%D0%92%D0%9C%D0%A0-2%D0%92.pdf;https://entero.ru/manuals/480811/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,7 кг,Россия,Россия,напольный,,,открытый,,,,
https://cdn.entero.ru/mp@2x/30/f4/30f42540f6403bafac715206c98c252c.jpg,Рукомойник ЦМИ Эконом 400х400х400х200 мм,Рукомойник ЦМИ Эконом 400х400х400х200 мм,8550,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/232980,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232980"">ЦМИ Эконом 400х400х400х200 мм</a></b> используется на предприятиях общественного питания и торговли для мытья рук персонала. Сварная емкость выполнена из нержавеющей стали AISI 304.</p>",232980,с подключением к водопроводу,400 мм,400 мм,400 мм,,,,0,,,,,,Россия,настенный,Да,,,,200 мм,,
https://cdn.entero.ru/mp@2x/58/c1/58c1a8095f21d868b765e6ca143fe420.jpg,Рукомойник ЦМИ Профи РкП-40/40*13 (400х400х400х130 мм),РкП-40/40*13,12920,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/232982,"<p>Рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232982""><b class=""b"">ЦМИ Профи РкП-40/40*13</b></a> используется на предприятиях общественного питания и торговли для мытья рук персонала. Круглая цельнотянутая емкость выполнена из нержавеющей стали AISI 304.</p>",232982,с подключением к водопроводу,400 мм,400 мм,400 мм,,,,0,,,,,,Россия,настенный,Да,,,350х350 мм,130 мм,,
https://cdn.entero.ru/mp@2x/15/36/1536199f0714b0b4eafd70f7cead0161.jpg,Рукомойник Restoinox РНЗ-40/40/85-Б,Рукомойник Restoinox РНЗ-40/40/85-Б,16567,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/151736,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/151736"">Restoinox РНЗ-40/40/85-Б</a></b> используется на предприятиях общественного питания и торговли для мытья рук персонала, посуды и кухонного инвентаря. Модель оснащена бортом. Каркас выполнен из трубы 40х40 мм нержавеющей стали AISI 430, корпус - из нержавеющей стали AISI 430, задняя стенка - из оцинкованной стали, цельнотянутая емкость - из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали каркаса: 0,8 мм</li>
<li>Высота борта: 50 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",151736,с подключением к водопроводу,400 мм,400 мм,850 мм,,,,0,,,,,,Россия,напольный,Да,,закрытый,,,,
https://cdn.entero.ru/mp@2x/f0/34/f034284c03f238f75d2d11fb0f6b0a3a.jpg;https://cdn.entero.ru/mp@2x/ba/5b/ba5b67c174bef04b5baa346e0286bc85.jpg,Рукомойник Hessen РПО 5х6 нерж.,НР00004,16829,RUB,Нет,Hessen,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/376794,"<p>Рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376794""><b class=""b"">Hessen РПО 5х6</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах для мытья рук персонала. Модель оснащена выпуском под стандартный сифон, отверстием под смеситель и регулируемыми по высоте ножками. Комплекс решений Technology without Injuries исключает получение травм персоналом при сборке, эксплуатации и санитарной обработке. Наличие борта позволяет располагать мойку вдоль стены и упрощает уборку помещения. Цельнотянутая мойка выполнена из пищевой нержавеющей стали AISI 430, разборный каркас уголком - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр сливного отверстия: 90 мм</li>
<li>Толщина стали:
<ul>
<li>Каркас: 1,5 мм</li>
<li>Ванна: 0,6 мм</li>
</ul>
</li>
<li>Размер профиля ножек: 35х35 мм</li>
<li>Регулировка высоты ножек: от 0 до 40 мм</li>
</ul>",376794,с подключением к водопроводу,500 мм,600 мм,870 мм,,,,0,https://entero.ru/manuals/517324/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17715,,,,Россия,напольный,Да,,открытый,,160 мм,,
https://cdn.entero.ru/mp@2x/c4/86/c48664ef874bd66530c9b7e39cd03404.jpg,Рукомойник Mecon Norma Inox РТБн 500х400х300 мм,РТБ-NIn504030,19302,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347050,"<p>Технологический бедренный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347050""><b class=""b"">Mecon Norma Inox РТБн</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена бортом, отверстием для установки смесителя и встроенным терморегулятором для подачи воды. Подача воды осуществляется с помощью кнопки на передней панели. Рукомойник поставляется в собранном виде. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Моечное отделение: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 22 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,08 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",347050,с подключением к водопроводу,500 мм,400 мм,300 мм,,,,0,https://entero.ru/manuals/426219/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%91%D0%BD%20500%D1%85400%D1%85300%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426220/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%91%D0%BD%20500%D1%85400%D1%85300%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426221/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,20534,,,Россия,Россия,,Да,,,400х330 мм,140 мм,,
https://cdn.entero.ru/mp@2x/0b/d9/0bd9fab4512ff6031b15fc0613cb0747.jpg,Рукомойник Mecon Base РТПб 500х400х860 мм,РТП-B504086,21365,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347051,"<p>Технологический педальный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347051""><b class=""b"">Mecon Base РТПб</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена бортом, отверстием для установки смесителя, встроенным терморегулятором подачи воды и регулируемыми опорами. Подача воды осуществляется с помощью кнопки на нижней панели, съемная панель обеспечивает доступ к сливным коммуникациям. Рукомойник поставляется в собранном виде. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из оцинкованной стали, опоры - из полиамида.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Моечное отделение: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 22 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,19 м³</li>
</ul>",347051,с подключением к водопроводу,500 мм,400 мм,860 мм,,,,0,https://entero.ru/manuals/426225/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9F%D0%B1%20500%D1%85400%D1%85860%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426226/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Base%20%D0%A0%D0%A2%D0%9F%D0%B1%20500%D1%85400%D1%85860%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426227/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,22255,,,Россия,Россия,напольный,Да,,закрытый,400х330 мм,140 мм,,
https://cdn.entero.ru/mp@2x/c7/47/c747fa2830f154455061869279631aa5.jpg,Рукомойник Hessen РПЗ 5х6 к,НР00005/РПЗ 5*6,21746,RUB,Нет,Hessen,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/376792,"<p>Рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376792""><b class=""b"">Hessen РПЗ 5х6</b></a> используется на предприятиях общественного питания и торговли, а также в производственных цехах для мытья рук персонала. Модель оснащена распашной дверью, выпуском под стандартный сифон, отверстием под смеситель и регулируемыми по высоте ножками. Комплекс решений Technology without Injuries исключает получение травм персоналом при сборке, эксплуатации и санитарной обработке. Наличие борта позволяет располагать мойку вдоль стены и упрощает уборку помещения. Цельнотянутая мойка выполнена из пищевой нержавеющей стали, неразборный каркас и дверь - из крашенной стали.</p>

<p>В комплект поставки входит сифон.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр сливного отверстия: 90 мм</li>
<li>Толщина стали ванны: 0,6 мм</li>
<li>Регулировка ножек: от 0 до 40 мм</li>
</ul>",376792,с подключением к водопроводу,500 мм,600 мм,870 мм,18.3 кг,1,520x620x880 мм,0,https://entero.ru/manuals/517320/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,22652,,,Россия,Китай,напольный,Да,,закрытый,400х350 мм,160 мм,,
https://cdn.entero.ru/mp@2x/74/ef/74ef45493b1dc1580d37227add45a6d6.jpg,Рукомойник Mecon Norma Inox РТПн 500х400х860 мм,РТП-NIn504086,23712,RUB,Нет,,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/347132,"<p>Технологический педальный рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/347132""><b class=""b"">Mecon Norma Inox РТПн</b></a> используется на предприятиях общественного питания и торговли для мытья рук. Модель оснащена бортом, отверстием для установки смесителя, встроенным терморегулятором подачи воды и регулируемыми опорами. Подача воды осуществляется с помощью кнопки на нижней панели, съемная панель обеспечивает доступ к сливным коммуникациям. Рукомойник поставляется в собранном виде. Моечное отделение выполнено из нержавеющей стали AISI 304, каркас - из нержавеющей стали, опоры - из полиамида.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Моечное отделение: 0,6 мм</li>
<li>Каркас: 0,8 мм</li>
</ul>
</li>
<li>Диаметр:
<ul>
<li>Отверстие под смеситель: 22 мм</li>
<li>Сливное отверстие: 52 мм</li>
</ul>
</li>
<li>Объем упаковки: 0,19 м³</li>
</ul>",347132,с подключением к водопроводу,500 мм,400 мм,860 мм,,,,0,https://entero.ru/manuals/426293/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%9F%D0%BD%20500%D1%85400%D1%85860%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426294/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Norma%20Inox%20%D0%A0%D0%A2%D0%9F%D0%BD%20500%D1%85400%D1%85860%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/426295/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,25497,,,Россия,Россия,напольный,Да,,закрытый,400х330 мм,140 мм,,
https://cdn.entero.ru/mp@2x/0f/1b/0f1b4f40cefeac956d22132ac828d56f.jpg,Рукомойник ЦМИ Профи РкПК-40/40*13 (400х400х400х130 мм) кнопочный,РкПК-40/40*13,24060,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/232983,"<p>Рукомойник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232983""><b class=""b"">ЦМИ Профи РкПК-40/40*13</b></a> используется на предприятиях общественного питания и торговли для мытья рук персонала. Модель оснащена кнопкой-таймером подачи воды. Круглая цельнотянутая емкость выполнена из нержавеющей стали AISI 304.</p>

<p><b class=""o"">Смеситель в комплект поставки не входит и приобретается отдельно.</b></p>",232983,с подключением к водопроводу,400 мм,400 мм,400 мм,,,,0,,26152,,,,Россия,настенный,Да,,,350х350 мм,130 мм,,
https://cdn.entero.ru/mp@2x/aa/f2/aaf2a83ccd5865e1aeb7b3c748b45a0b.jpg,Рукомойник Gastrolux РП-440/S,Рукомойник Gastrolux РП-440/S,24697,RUB,Нет,Gastrolux,Профоборудование,Нейтральное,Рукомойники,https://entero.ru/item/109902,"<p>Рукомойник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109902"">Gastrolux РП-440/S</a></b> предназначен для мойки рук и кухонных принадлежностей на предприятиях общественного питания. Каркас выполнен из нержавеющего профиля AISI 304 40x40 мм, цельнотянутая емкость - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входит сифон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Широкий фартук с трех сторон</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",109902,с подключением к водопроводу,400 мм,400 мм,850 мм,,,,0,https://entero.ru/manuals/490357/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,8 кг,,Россия,напольный,,,закрытый,350х350 мм,113 мм,,
