Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Объем,Цвет,Морозостойкий
https://cdn.entero.ru/mp@2x/93/c5/93c5c3cc31735deccf1c18c32c52ee20.jpg,Ящик для мяса ТАРА.РУ 204 МСК 600х400х250 мм зеленый,Ящик для мяса ТАРА.РУ 204 МСК 600х400х250 мм зеленый,976,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366521,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366521""><b class=""b"">ТАРА.РУ 204 МСК </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 555х350х235 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366521,сплошной,600 мм,400 мм,250 мм,0,https://entero.ru/manuals/477365/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505906/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,2.3 кг,Россия,Россия,для мяса,46 л,зеленый,Да
https://cdn.entero.ru/mp@2x/c5/e8/c5e8a7c9aa50b947f20b5abbc2a525e2.jpg,Ящик для мяса ТАРА.РУ 204 МСК 600х400х250 мм черный,Ящик для мяса ТАРА.РУ 204 МСК 600х400х250 мм черный,976,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366523,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366523""><b class=""b"">ТАРА.РУ 204 МСК </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 555х350х235 мм</li>
<li>Температура эксплуатации: от 0 до +50 °С</li>
</ul>",366523,сплошной,600 мм,400 мм,250 мм,0,https://entero.ru/manuals/477368/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505904/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,2.3 кг,Россия,Россия,для мяса,46 л,черный,Да
https://cdn.entero.ru/mp@2x/93/75/9375141dfe69a5b20ff2d98cf93587f9.jpg;https://cdn.entero.ru/mp@2x/5f/bd/5fbdc321657a65ecbdceec89de10d971.jpg;https://cdn.entero.ru/mp@2x/41/1b/411b99867699621d70b162f4e1faaf0b.jpg;https://cdn.entero.ru/mp@2x/48/6c/486c0edf00fa6dab9a50881835a17058.jpg,Ящик для мяса ТАРА.РУ 205 600х400х120 мм Е1 зеленый,Ящик для мяса ТАРА.РУ 205 600х400х120 мм Е1 зеленый,981,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366538,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366538""><b class=""b"">ТАРА.РУ 205 </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, соответствует евроформату DIN 55423-1 и отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 560х360х115 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366538,сплошной,600 мм,400 мм,120 мм,0,https://entero.ru/manuals/477394/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505652/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.5 кг,Россия,Россия,для мяса,25 л,зеленый,Да
https://cdn.entero.ru/mp@2x/1e/8c/1e8c552547ff9c5473e205a063237a85.jpg,Ящик для мяса ТАРА.РУ 205 600х400х120 мм Е1 синий,Ящик для мяса ТАРА.РУ 205 600х400х120 мм Е1 синий,981,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366539,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366539""><b class=""b"">ТАРА.РУ 205 </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, соответствует евроформату DIN 55423-1 и отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 560х360х115 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366539,сплошной,600 мм,400 мм,120 мм,0,https://entero.ru/manuals/477400/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505647/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.5 кг,Россия,Россия,для мяса,25 л,синий,Да
https://cdn.entero.ru/mp@2x/38/9c/389c5d0686c06a21512fa5ad2fe713dd.jpg;https://cdn.entero.ru/mp@2x/a8/dd/a8ddbb19bd4212b9ed3748c018b402e4.jpg;https://cdn.entero.ru/mp@2x/26/a6/26a6ecd700d50ce99f8f2d8c1c21213c.jpg;https://cdn.entero.ru/mp@2x/d2/1c/d21c3dc7eb16a5a973c3337538e13981.jpg;https://cdn.entero.ru/mp@2x/70/f8/70f86263d0a5eeada8650112cc11db87.jpg,Ящик для мяса ТАРА.РУ 205 600х400х120 мм Е1 красный,Ящик для мяса ТАРА.РУ 205 600х400х120 мм Е1 красный,981,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366540,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366540""><b class=""b"">ТАРА.РУ 205 </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, соответствует евроформату DIN 55423-1 и отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 560х360х115 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366540,сплошной,600 мм,400 мм,120 мм,0,https://entero.ru/manuals/477401/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505632/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.5 кг,Россия,Россия,для мяса,25 л,красный,Да
https://cdn.entero.ru/mp@2x/2a/ad/2aad9ae9d413a1c7ba4d8ecc97ac4d37.jpg,Ящик универсальный ТАРА.РУ FUTURA 603 ГД ВС 600х400х350 мм серый,Ящик универсальный ТАРА.РУ FUTURA 603 ГД ВС 600х400х350 мм серый,983,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366765,"<p>Вкладываемый универсальный ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366765""><b class=""b"">ТАРА.РУ 603 ГД ВС</b></a> серии FUTURA предназначен для хранения и транспортировки различных товаров на предприятиях общественного питания и торговли. Сплошные дно и стенки исключают попадание влаги и загрязнений, а также обеспечивают надёжность хранения. Модель отличается гладким дном и штабелированием для удобного складирования друг на друга. Ящик выполнен из высококачественного полиэтилена, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366765,сплошной,600 мм,400 мм,350 мм,0,https://entero.ru/manuals/477647/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,2.8 кг,Россия,Россия,универсальный,,серый,Да
https://cdn.entero.ru/mp@2x/02/73/027357b551f164af727f2a068a7efb5b.jpg;https://cdn.entero.ru/mp@2x/3b/12/3b128fb895df3e44d859fddb51661387.jpg;https://cdn.entero.ru/mp@2x/d8/ca/d8ca15a05c6f266c89ab6eb2f5b24144.jpg;https://cdn.entero.ru/mp@2x/3f/6f/3f6fb1f74124871c1e124819e0f4d013.jpg,Ящик универсальный ТАРА.РУ 225-1 600х400х150 мм красный,Ящик универсальный ТАРА.РУ 225-1 600х400х150 мм красный,991,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366555,"<p>Универсальный вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366555""><b class=""b"">ТАРА.РУ 225-1 </b></a>серии 200 предназначен для хранения и транспортировки различных товаров предприятиях общественного питания и торговли. Сплошные дно и стенки исключают попадание влаги и загрязнений, обеспечивают безопасность содержимого. Модель отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366555,сплошной,600 мм,400 мм,150 мм,0,https://entero.ru/manuals/477449/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.7 кг,Россия,Россия,универсальный,,красный,Да
https://cdn.entero.ru/mp@2x/c6/99/c6995a5695ccb78645eb170634c5624d.jpg;https://cdn.entero.ru/mp@2x/c9/0e/c90e9af5e9e21187adce6b22f9ab7ade.jpg;https://cdn.entero.ru/mp@2x/bc/c8/bcc82cd88912a41f27eb29f4df3f928b.jpg;https://cdn.entero.ru/mp@2x/06/1c/061c07b91b9a89c735ce25a2287a9150.jpg;https://cdn.entero.ru/mp@2x/0b/1a/0b1aee2342f8db11d853ee1e3996c6bd.jpg,Ящик универсальный ТАРА.РУ 225 600х400х150 мм зеленый,Ящик универсальный ТАРА.РУ 225 600х400х150 мм зеленый,991,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366557,"<p>Универсальный вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366557""><b class=""b"">ТАРА.РУ 225 </b></a>серии 200 предназначен для хранения и транспортировки различных товаров предприятиях общественного питания и торговли. Сплошные дно и стенки исключают попадание влаги и загрязнений, обеспечивают безопасность содержимого. Дренажные отверстия способствуют лучшему воздухообмену и предотвращают скопление влаги. Модель отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366557,сплошной,600 мм,400 мм,150 мм,0,https://entero.ru/manuals/477451/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.7 кг,Россия,Россия,универсальный,,зеленый,Да
https://cdn.entero.ru/mp@2x/2a/ca/2aca12a36c50652db2fbd90f89c604a7.jpg;https://cdn.entero.ru/mp@2x/28/08/28084590e1dfabe852dfbef9a563ff2e.jpg;https://cdn.entero.ru/mp@2x/58/1e/581ecadf607c599f8b4a6d448b3c07d7.jpg;https://cdn.entero.ru/mp@2x/80/6f/806ff498d225b2ebb53b978dda101184.jpg;https://cdn.entero.ru/mp@2x/a5/30/a530e85bafa4c4e8a7c7fcf6dade7242.jpg,Ящик для хлеба ТАРА.РУ 418 600х400х150 мм синий,Ящик для хлеба ТАРА.РУ 418 600х400х150 мм синий,991,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366666,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366666""><b class=""b"">ТАРА.РУ 418 </b></a>серии 400 предназначен для хранения и транспортировки хлеба и хлебобулочной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Лоток отличается штабелированием, что позволяет удобно складировать друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 565х365х135 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366666,перфорированный,600 мм,400 мм,150 мм,0,https://entero.ru/manuals/477525/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.5 кг,Россия,Россия,для хлеба,28 л,синий,Да
https://cdn.entero.ru/mp@2x/bb/0c/bb0c7a86b8d3ddd7e2504e91c2693444.jpg,Ящик для мяса ТАРА.РУ 207 600х400х200 мм Е2 синий,Ящик для мяса ТАРА.РУ 207 600х400х200 мм Е2 синий,1004,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366547,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366547""><b class=""b"">ТАРА.РУ 207 </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, соответствует евроформату DIN 55423-1 и отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 560х360х195 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366547,сплошной,600 мм,400 мм,200 мм,0,https://entero.ru/manuals/477430/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,2 кг,Россия,Россия,для мяса,40 л,синий,Да
https://cdn.entero.ru/mp@2x/52/0f/520fb90cd5f46d23965d8a33216fa1a3.jpg,Ящик для мяса ТАРА.РУ 204 МСК ВС 600х400х250 мм серый,Ящик для мяса ТАРА.РУ 204 МСК ВС 600х400х250 мм серый,1014,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366525,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366525""><b class=""b"">ТАРА.РУ 204 МСК ВС </b></a>серии 200 предназначен для хранения и транспортировки мяса на предприятиях общественного питания и торговли. Модель имеет сплошные дно и стенки, отличается штабелированием для удобного складирования друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 555х350х235 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366525,сплошной,600 мм,400 мм,250 мм,0,https://entero.ru/manuals/477371/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505902/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,2.3 кг,Россия,Россия,для мяса,46 л,серый,Да
https://cdn.entero.ru/mp@2x/15/4a/154a37fabd25046ef7735e2ddb16b0d1.jpg;https://cdn.entero.ru/mp@2x/32/55/32556091fd419e8769c7f1f288177223.jpg;https://cdn.entero.ru/mp@2x/ae/ac/aeac8b2175cb389b013504902182d121.jpg;https://cdn.entero.ru/mp@2x/65/4f/654f6ecbf2a154b420d849a98864f826.jpg;https://cdn.entero.ru/mp@2x/ac/da/acda19c4b9085f41f8814b815a98a3f3.jpg,Ящик для овощей и фруктов ТАРА.РУ 102-У 600х400х200 мм зеленый,Ящик для овощей и фруктов ТАРА.РУ 102-У 600х400х200 мм зеленый,1017,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366491,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366491""><b class=""b"">ТАРА.РУ 102-У </b></a>серии 100 предназначен для хранения и транспортировки овощей, фруктов и другой сельскохозяйственной продукции на предприятиях общественного питания и торговли. Увеличенная толщина стенок гарантирует дополнительную прочность и устойчивость к нагрузкам. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается штабелированием для удобного складирования друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 485х330х197 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366491,перфорированный,600 мм,400 мм,200 мм,0,https://entero.ru/manuals/477334/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505927/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.75 кг,Россия,Россия,для овощей и фруктов,37 л,зеленый,Да
https://cdn.entero.ru/mp@2x/52/69/5269e575f8b069d82f045e9b65dcc514.jpg;https://cdn.entero.ru/mp@2x/ac/22/ac222828de32ece7dc680d2db6b50c07.jpg;https://cdn.entero.ru/mp@2x/a2/d8/a2d8f7659cb50d032907033928537d5f.jpg;https://cdn.entero.ru/mp@2x/4b/6a/4b6a011844730b9bc8bd0f96b31ea713.jpg;https://cdn.entero.ru/mp@2x/1b/8e/1b8e4de7467c78c049d60860002d8ea0.jpg,Ящик для овощей и фруктов ТАРА.РУ 102-У 600х400х200 мм синий,Ящик для овощей и фруктов ТАРА.РУ 102-У 600х400х200 мм синий,1017,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366492,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366492""><b class=""b"">ТАРА.РУ 102-У </b></a>серии 100 предназначен для хранения и транспортировки овощей, фруктов и другой сельскохозяйственной продукции на предприятиях общественного питания и торговли. Увеличенная толщина стенок гарантирует дополнительную прочность и устойчивость к нагрузкам. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается штабелированием для удобного складирования друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 485х330х197 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366492,перфорированный,600 мм,400 мм,200 мм,0,https://entero.ru/manuals/477335/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505926/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.75 кг,Россия,Россия,для овощей и фруктов,37 л,синий,Да
https://cdn.entero.ru/mp@2x/60/ce/60ce724b5dfe7cf238fc6d5563cc7d85.jpg;https://cdn.entero.ru/mp@2x/47/18/4718f3bddb52ac470ddb4f997822a2f1.jpg;https://cdn.entero.ru/mp@2x/84/da/84da4fe860118098ec555569911f9ffb.jpg;https://cdn.entero.ru/mp@2x/e6/6b/e66bc34ad449ba0c813bfce4f30c3e71.jpg;https://cdn.entero.ru/mp@2x/ca/aa/caaafa82a033a3b19f36e91258d923a1.jpg,Ящик для овощей и фруктов ТАРА.РУ 102-У 600х400х200 мм красный,Ящик для овощей и фруктов ТАРА.РУ 102-У 600х400х200 мм красный,1017,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366493,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366493""><b class=""b"">ТАРА.РУ 102-У </b></a>серии 100 предназначен для хранения и транспортировки овощей, фруктов и другой сельскохозяйственной продукции на предприятиях общественного питания и торговли. Увеличенная толщина стенок гарантирует дополнительную прочность и устойчивость к нагрузкам. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается штабелированием для удобного складирования друг на друга, конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию агрессивных химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 485х330х197 мм</li>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>",366493,перфорированный,600 мм,400 мм,200 мм,0,https://entero.ru/manuals/477337/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf;https://entero.ru/manuals/505925/%D0%9E%D1%82%D0%BA%D0%B0%D0%B7%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,1.75 кг,Россия,Россия,для овощей и фруктов,37 л,красный,Да
https://cdn.entero.ru/mp@2x/eb/5a/eb5a29b4ed2a02cafd2de0179b84a6dc.jpg;https://cdn.entero.ru/mp@2x/de/cf/decfb743ce0fb2471291e926d2afd51e.jpg;https://cdn.entero.ru/mp@2x/18/bf/18bf956e892bd8ef698cf7e791227897.jpg,Ящик для молока ТАРА.РУ 306 532х400х141 мм синий,Ящик для молока ТАРА.РУ 306 532х400х141 мм синий,1022,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366616,"<p>Вкладываемый ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366616""><b class=""b"">ТАРА.РУ 306 </b></a>серии 300 предназначен для хранения и транспортировки сырково-творожной продукции на предприятиях общественного питания и торговли. Сплошные стенки и дно обеспечивают защиту содержимого от пыли, влаги и загрязнений. Модель отличается штабелированием, что позволяет удобно складировать ящики друг на друга. Конусная конструкция экономит пространство при транспортировке в пустом виде. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура эксплуатации: от -18 до +50 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка 306-к</li>
</ul>",366616,сплошной,532 мм,400 мм,141 мм,0,https://entero.ru/manuals/477492/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,1.85 кг,Россия,Россия,для молока,22 л,синий,Да
https://cdn.entero.ru/mp@2x/01/99/019914a5078eda86eece8e00eb75c0f7.jpg;https://cdn.entero.ru/mp@2x/dc/e1/dce1e3752675ea7026d3843be5de4bd2.jpg;https://cdn.entero.ru/mp@2x/eb/fc/ebfc8440c522f7ebe485972a8facecaf.jpg;https://cdn.entero.ru/mp@2x/4a/bf/4abf04b0e2e95511952eb893f61da1c8.jpg;https://cdn.entero.ru/mp@2x/36/ab/36abe66bf4ca60743bd7445abc9f2e56.jpg,Ящик для хлеба ТАРА.РУ 402 740х460х102 мм красный,Ящик для хлеба ТАРА.РУ 402 740х460х102 мм красный,1040,RUB,Да,,Профоборудование,Нейтральное,Ящики для продуктов,https://entero.ru/item/366634,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366634""><b class=""b"">ТАРА.РУ 402 </b></a>серии 400 предназначен для хранения и транспортировки хлеба и хлебобулочной продукции на предприятиях общественного питания и торговли. Перфорированные стенки и дно обеспечивают вентиляцию, предотвращают скопление влаги и поддерживают свежесть продуктов. Модель отличается штабелированием, что позволяет удобно складировать ящики друг на друга. Ящик выполнен из полиэтилена низкого давления HDPE, который отличается прочностью, лёгкостью, долговечностью, гигиеничностью и устойчивостью к воздействию химических веществ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний размер: 685х435х85 мм</li>
<li>Температура эксплуатации: от 0 до +50 °С</li>
</ul>",366634,перфорированный,740 мм,460 мм,102 мм,0,https://entero.ru/manuals/477507/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%90%D0%A0%D0%90.%D0%A0%D0%A3.pdf,,2.1 кг,Россия,Россия,для хлеба,25 л,красный,
