Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Управление,Материал,Цвет,Уровень шума,Время сушки,Температура воздушного потока,Скорость воздушного потока,Антивандальная защита,Фильтр
https://cdn.entero.ru/mp@2x/c1/91/c191a04f6aa64194eb9c1fa7c342351a.jpg,Сушилка для рук Starmix TT 1800 E белая,Сушилка для рук Starmix TT 1800 E белая,22500,RUB,Да,Starmix,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/225189,"<p>Сушилка для рук<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225189""><b class=""b""> Starmix TT 1800 E</b></a> используется в гостиницах, отелях, бассейнах, фитнес-клубах и спа-центрах. Прибор оснащен автоматическим включением и выключением и 1 режимом сушки по скорости и по температуре. Корпус выполнен из ударопрочного ABS-пластика белого цвета.</p>

<p>В комплект поставки входят шнур и штеккер для подключения к сети.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подвесная система с удобным креплением к стене при помощи монтажной платы не требует снятия задней панели</li>
<li>Подсветка рук во время сушки</li>
<li>Бесконтактное включение</li>
<li>Индивидуальная настройка времени отключения</li>
<li>Защитный температурный ограничитель</li>
<li>Возможность постоянного подключения к сети или через розетку</li>
<li>Стильный дизайн</li>
<li>Надежность и долговечность</li>
<li>Простота в обслуживании</li>
<li>Низкий уровень шума</li>
<li>Класс защиты II</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Мотор: 0,01 кВт</li>
<li>Нагрев: 1,7 кВт</li>
</ul>
</li>
<li>Расход воздуха: 38 л/с​ек.</li>
</ul>",225189,традиционный,220 В,1.8 кВт,270 мм,160 мм,330 мм,,,,0,,,,3.5 кг,Германия,Германия,автоматическое (сенсорное),пластик,белый,64 дБ,23 сек.,,22.2 м/сек.,,
https://cdn.entero.ru/mp@2x/99/a9/99a90727c4c4e2a29884c2631dca9021.jpg,Сушилка для рук Jofel AA15500,Сушилка для рук Jofel AA15500,24337,RUB,Да,Jofel,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/71708,"<p>Сушилка для рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71708""><b class=""b"">Jofel AA155</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71708""><b class=""b"">00</b></a> серии FUTURA используется в туалетных комнатах кафе, баров, ресторанов, торговых центров и офисов. Прибор оснащен универсальным двигателем с щетками, кнопкой для включения и таймером для автоматического отключения через 35 секунд. Корпус выполнен из матовой нержавеющей стали AISI 304 толщиной 1,2 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность тепловентилятора: 69,4 л/сек.</li>
<li>Скорость вращения ротора: 2800 об/мин.</li>
<li>Класс защиты (от пыли и влаги) IP: X1</li>
<li>Класс электроизоляции: 1</li>
</ul>",71708,традиционный,220 В,1.96 кВт,230 мм,150 мм,310 мм,,,,0,,25890,,3 кг,,,автоматическое (сенсорное),металл,,58 дБ,35 сек.,55 °С,19 м/сек.,,
https://cdn.entero.ru/mp@2x/14/64/14641da2801364a5570341403ecdc8bc.jpg;https://cdn.entero.ru/mp@2x/9f/48/9f48f706768076bf88a8a47e5fca836d.jpg;https://cdn.entero.ru/mp@2x/59/2c/592c89e1bdfb91f19b9ad080a91ebf27.jpg;https://cdn.entero.ru/mp@2x/fc/25/fc25cf8a8c752731e671611bfd48df29.jpg,Сушилка для рук Vulcan 03B нерж. сталь матовая,03B,25990,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/346385,"<p>Автоматическая сушилка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346385""><b class=""b""> Vulcan 03B</b></a> используется в туалетных комнатах торговых центров, гостиниц, аэропортов, вокзалов, предприятий общественного питания, различных учреждений и других мест массового пребывания для сушки рук после мытья. Модель оснащена кабелем питания с вилкой. Лицевая панель корпуса обтекаемой формы выполнена из нержавеющей стали марки AISI 304 с матовой серебристой поверхностью.</p>

<p>В комплект поставки входят шурупы, дюбели и шестигранный ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесконтактный инфракрасный датчик: автоматические включение и отключение </li>
<li>Высокоскоростная мощная воздушная струя </li>
<li>Настенный монтаж на установочной планке</li>
<li>Антивандальный корпус</li>
<li>Степень защиты оболочки: IP13</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность двигателя: 0,55 кВт</li>
<li>Частота вращения вентилятора: 20000 об/мин.</li>
<li>Дальность сигнала датчика: от 150 до 200 мм</li>
</ul>",346385,традиционный,220 В,1.4 кВт,302 мм,172 мм,312 мм,,,,0,https://entero.ru/manuals/424685/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,27358,,4.2 кг,,Китай,автоматическое (сенсорное),сталь,нерж. сталь,76 дБ,от 10 до 15 сек.,40 °С,от 60 до 105 м/сек.,Да,
https://cdn.entero.ru/mp@2x/6b/95/6b95de15ab29bd477cd59d2df513aa1a.jpg,Сушилка для рук CLEANEQ KW-1092 (АБС пластик) серебристая,KW-1092 серебристый,26143,RUB,Да,CLEANEQ,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/355234,"<p>Сушилка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355234""><b class=""b"">CLEANEQ KW-1092</b></a> используется в санитарных узлах торговых центров, гостиниц, аэропортов, предприятий общественного питания и других местах массового пребывания для бесконтактной гигиеничной сушки рук. Вертикально ориентированный уплощенный корпус выполнен из ударопрочного АБС пластика с серебристой поверхностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрая эффективная сушка благодаря высокоскоростной воздушной струе</li>
<li>Возможность переключения с теплого на холодный обдув для снижения энергопотребления</li>
<li>HEPA-фильтр: нейтрализация до 99% бактерий</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Cтепень защиты оболочки: IP24</li>
<li>Эргономичный современный дизайн в стиле минимализм</li>
</ul>",355234,погружной,220 В,1.65 кВт,297 мм,183 мм,665 мм,,,,20,https://entero.ru/manuals/451232/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20CLEANEQ.pdf,27519,,8.53 кг,,Китай,автоматическое (сенсорное),пластик,серебристый,,от 7 до 9 сек.,,,,Да
https://cdn.entero.ru/mp@2x/5e/69/5e6954cdb6d91679e282b726311c70a1.jpg,Сушилка для рук CLEANEQ KW-1092 (АБС пластик) черная матовая,KW-1092 черный матовый,26143,RUB,Да,CLEANEQ,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/355235,"<p>Сушилка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355235""><b class=""b"">CLEANEQ KW-1092</b></a> используется в санитарных узлах торговых центров, гостиниц, аэропортов, предприятий общественного питания и других местах массового пребывания для бесконтактной гигиеничной сушки рук. Вертикально ориентированный уплощенный корпус выполнен из ударопрочного АБС пластика с матовой черной поверхностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрая эффективная сушка благодаря высокоскоростной воздушной струе</li>
<li>Возможность переключения с теплого на холодный обдув для снижения энергопотребления</li>
<li>HEPA-фильтр: нейтрализация до 99% бактерий</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Cтепень защиты оболочки: IP24</li>
<li>Эргономичный современный дизайн в стиле минимализм</li>
</ul>",355235,погружной,220 В,1.65 кВт,297 мм,183 мм,665 мм,,,,26,https://entero.ru/manuals/451231/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20CLEANEQ.pdf,,,8.52 кг,,Китай,автоматическое (сенсорное),пластик,черный,,от 7 до 9 сек.,,,,Да
https://cdn.entero.ru/mp@2x/ba/6f/ba6f1e5b662c945c541527d94f171170.jpg;https://cdn.entero.ru/mp@2x/3e/df/3edf7e7a873a02f196c97c6095aef89f.jpg;https://cdn.entero.ru/mp@2x/8b/84/8b840801843f8ab9e9aebd35e991c8b5.jpg;https://cdn.entero.ru/mp@2x/7f/b1/7fb163a98d05a2c514e504c18d539881.jpg;https://cdn.entero.ru/mp@2x/dd/d4/ddd448918c5be1f46a1f2ab0b909672a.jpg;https://cdn.entero.ru/mp@2x/88/30/8830c0713a54cef972601169a06ce786.jpg;https://cdn.entero.ru/mp@2x/80/ef/80ef62abbad4a3b8773ed4996e72f781.jpg;https://cdn.entero.ru/mp@2x/be/f6/bef6dcda9f766ccd409f593a7acec626.jpg;https://cdn.entero.ru/mp@2x/69/dc/69dca5a85acc2d0eff24342b23020579.jpg;https://cdn.entero.ru/mp@2x/16/ae/16aeb1c7ff4a9466c184b57649c89d90.jpg;https://cdn.entero.ru/mp@2x/f1/16/f116daacb216c41d4d75a64f928dbf90.jpg;https://cdn.entero.ru/mp@2x/5e/7c/5e7ce7b99c5527c39ee27ff0135b713b.jpg;https://cdn.entero.ru/mp@2x/80/fb/80fb81d34b7797435a2b7211dc40c5ff.jpg;https://cdn.entero.ru/mp@2x/59/9c/599cfdc9fed38b96b709a018901d89bc.jpg;https://cdn.entero.ru/mp@2x/c6/3f/c63f67bf1e5de6459bbc4d9eb711640e.jpg;https://cdn.entero.ru/mp@2x/6f/e8/6fe8e97e793e6ccfb1e7b60179a7e5e0.jpg;https://cdn.entero.ru/mp@2x/c8/e8/c8e8e092be989cfbeb6f4e54e5172175.jpg;https://cdn.entero.ru/mp@2x/ca/f7/caf7c82642f70bb2c1c000fd5c474bb6.jpg;https://cdn.entero.ru/mp@2x/26/54/26548705a07b81d67d6ca173d76b5173.jpg;https://cdn.entero.ru/mp@2x/9f/fb/9ffbcc309413ff095ce8682937dd7bb2.jpg;https://cdn.entero.ru/mp@2x/3c/93/3c9383f90145e4f959ce7eab6fe27394.jpg;https://cdn.entero.ru/mp@2x/6a/e5/6ae5d93076cf1e8df219852eb106ab5b.jpg;https://cdn.entero.ru/mp@2x/52/e4/52e47976c4677139f0b8493384ff2141.jpg;https://cdn.entero.ru/mp@2x/91/51/9151d5ab332d060504d7d08880de936c.jpg;https://cdn.entero.ru/mp@2x/10/32/10320f8729d29a4f42a3a328b5fa8d78.jpg;https://cdn.entero.ru/mp@2x/a5/0b/a50b1fc65cde2dc5312332fac88137af.jpg;https://cdn.entero.ru/mp@2x/5f/04/5f047889e18e01dfe4dc141f3f3e6d95.jpg,Сушилка для рук MEYVEL MH10-1800P1 черная,MH10-1800P1 (Black),26729,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/378286,"<p>Сушилка для рук<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378286""><b class=""b""> MEYVEL MH10-1800P1</b></a> используется в гостиницах, отелях, бассейнах, фитнес-клубах и спа-центрах с высокой проходимостью. Прибор оснащена HEPA-фильтром, каплесборником с защитой от перелива в виде звукового сигнала и LED-индикации и системой автоматического включения и выключения. Корпус выполнен из ABS-пластика черного цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Погружная модель</li>
<li>Ультрафиолетовая лампа очищает воздух от пыли, бактерий и вирусов</li>
<li>Полностью бесконтактный процесс сушки обеспечивает гигиеничность использования</li>
<li>Встроенный предохранитель отключает нагревательный элемент в случае непрерывной работы более 25 секунд и защищает прибор от перегрева</li>
<li>Высокая скорость работы</li>
<li>Подвесная система</li>
<li>Стильный дизайн</li>
<li>Экономичное энергопотребление</li>
<li>Класс влагозащищенности IPX1</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Мощность:
<ul>
<li>Вентилятор: 0,6 кВт</li>
<li>Двигатель: 1,2 кВт</li>
</ul>
</li>
<li>Расход воздуха: 150 м<sup>3</sup>/ч</li>
<li>Температура активации нагревательного элемента: 25 °C</li>
<li>Минимальная высота установки: 300 мм</li>
<li>Минимальное расстояние от перпендикулярной стены при установке: до 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Фильтр <a href=""https://entero.ru/item/359587"">MH10-1800P1-White-HEPA-filter</a></li>
</ul>",378286,погружной,220 В,1.8 кВт,164 мм,297 мм,574 мм,5.87 кг,1,630x297x240 мм,0,https://entero.ru/manuals/522424/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MEYVEL%20MH10-1800P1%20%D1%87%D0%B5%D1%80%D0%BD%D0%B0%D1%8F.pdf;https://entero.ru/manuals/527907/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,28136,,,Италия,Китай,автоматическое (сенсорное),пластик,черный,72 дБ,от 8 до 10 сек.,55 °С,110 м/сек.,Да,Да
https://cdn.entero.ru/mp@2x/3f/c7/3fc74b14e7f17677dfe4f752faf3f681.jpg;https://cdn.entero.ru/mp@2x/74/ab/74ab72e7502fe0a7bfb858db9fcec48e.jpg;https://cdn.entero.ru/mp@2x/e2/6c/e26cf39188fbb149690466eb37d60147.jpg;https://cdn.entero.ru/mp@2x/85/c4/85c458db28f7801cf7cbbc0739719934.jpg;https://cdn.entero.ru/mp@2x/a2/21/a221760aed429a92f95b2b5040e6fa64.jpg;https://cdn.entero.ru/mp@2x/2f/6b/2f6bd5469cc060fb4b63417ca2d055f1.jpg;https://cdn.entero.ru/mp@2x/fe/c2/fec2504cd7c9c6c23dabee0933b1a1c1.jpg;https://cdn.entero.ru/mp@2x/50/e3/50e368924ab78d93396d685e1b7f2541.jpg;https://cdn.entero.ru/mp@2x/0e/07/0e07d0cb49dd40fd9a374df04b87d86a.jpg;https://cdn.entero.ru/mp@2x/28/50/285035be1ec67abbe42d5288227a93d0.jpg;https://cdn.entero.ru/mp@2x/8f/04/8f04aabee81c170f76f38b4c55d9f1ab.jpg;https://cdn.entero.ru/mp@2x/c6/3c/c63cc3be76692896a9b3d42b4af6eb52.jpg;https://cdn.entero.ru/mp@2x/dc/69/dc697f12369d935aa67324cd5adb1ebe.jpg;https://cdn.entero.ru/mp@2x/ff/be/ffbe9700a6463851115515a3b2be0476.jpg;https://cdn.entero.ru/mp@2x/e8/88/e8884243e3be6669bd66af93afacd54c.jpg;https://cdn.entero.ru/mp@2x/3d/cb/3dcb9807072e5c4e6b8ab1c3fdc74cd0.jpg;https://cdn.entero.ru/mp@2x/76/53/7653615af02c77f89e4cf8d700c1d987.jpg;https://cdn.entero.ru/mp@2x/0a/f7/0af7d5521a58c1664a49ce790f8af34e.jpg;https://cdn.entero.ru/mp@2x/e2/34/e234eabd7b548c39ad8e1b6c7e85ab10.jpg;https://cdn.entero.ru/mp@2x/bc/d2/bcd26a6a980ccb9dee71879689dde55f.jpg;https://cdn.entero.ru/mp@2x/17/db/17db708466b0105a0f37af8310b8b6e1.jpg;https://cdn.entero.ru/mp@2x/60/87/6087e0901c4badf09e92e2da885798b2.jpg;https://cdn.entero.ru/mp@2x/04/b2/04b24e50b6adea2b28f2459d46717e85.jpg;https://cdn.entero.ru/mp@2x/37/e8/37e83319407d1f36c81d3b6bf8759636.jpg;https://cdn.entero.ru/mp@2x/85/1a/851a050c1a68b92334e99520ea3a65fb.jpg;https://cdn.entero.ru/mp@2x/8f/1d/8f1d29b77f194212c4cbb4467d5c4abe.jpg;https://cdn.entero.ru/mp@2x/7a/b9/7ab9c2549fec201a522944aff71fbea8.jpg,Сушилка для рук MEYVEL MH10-1800P1 серая,MH10-1800P1 (Gray),26729,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/378287,"<p>Сушилка для рук<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378287""><b class=""b""> MEYVEL MH10-1800P1</b></a> используется в гостиницах, отелях, бассейнах, фитнес-клубах и спа-центрах с высокой проходимостью. Прибор оснащена HEPA-фильтром, каплесборником с защитой от перелива в виде звукового сигнала и LED-индикации и системой автоматического включения и выключения. Корпус выполнен из ABS-пластика серого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Погружная модель</li>
<li>Ультрафиолетовая лампа очищает воздух от пыли, бактерий и вирусов</li>
<li>Полностью бесконтактный процесс сушки обеспечивает гигиеничность использования</li>
<li>Встроенный предохранитель отключает нагревательный элемент в случае непрерывной работы более 25 секунд и защищает прибор от перегрева</li>
<li>Высокая скорость работы</li>
<li>Подвесная система</li>
<li>Стильный дизайн</li>
<li>Экономичное энергопотребление</li>
<li>Класс влагозащищенности IPX1</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Мощность:
<ul>
<li>Вентилятор: 0,6 кВт</li>
<li>Двигатель: 1,2 кВт</li>
</ul>
</li>
<li>Расход воздуха: 150 м<sup>3</sup>/ч</li>
<li>Температура активации нагревательного элемента: 25 °C</li>
<li>Минимальная высота установки: 300 мм</li>
<li>Минимальное расстояние от перпендикулярной стены при установке: до 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Фильтр <a href=""https://entero.ru/item/359587"">MH10-1800P1-White-HEPA-filter</a></li>
</ul>",378287,погружной,220 В,1.8 кВт,164 мм,297 мм,574 мм,5.87 кг,1,630x297x240 мм,0,https://entero.ru/manuals/522425/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MEYVEL%20MH10-1800P1%20%D1%81%D0%B5%D1%80%D0%B0%D1%8F.pdf;https://entero.ru/manuals/527906/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29053,,,Италия,Китай,автоматическое (сенсорное),пластик,серый,72 дБ,от 8 до 10 сек.,55 °С,110 м/сек.,Да,Да
https://cdn.entero.ru/mp@2x/e7/42/e742bf536bc87b773753bfd2a2451016.jpg;https://cdn.entero.ru/mp@2x/c0/a1/c0a14f3a6c72b52640de9ef421a9140d.jpg;https://cdn.entero.ru/mp@2x/fb/0c/fb0c5aae72640b6bfbd08139e97a1667.jpg;https://cdn.entero.ru/mp@2x/d9/5f/d95ff2244bd26b9f7cb9cecffac43358.jpg;https://cdn.entero.ru/mp@2x/49/14/4914c1c7fc46174aedd66f2c5d311d8e.jpg,Сушилка для рук Vulcan 02A нерж. сталь матовая,02A,26899,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/346384,"<p>Автоматическая сушилка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346384""><b class=""b""> Vulcan 02A</b></a> используется в туалетных комнатах торговых центров, гостиниц, аэропортов, вокзалов, предприятий общественного питания, различных учреждений и других мест массового пребывания для сушки рук после мытья. Модель оснащена кабелем питания с вилкой. Лицевая панель корпуса обтекаемой формы выполнена из нержавеющей стали марки AISI 304 с матовой серебристой поверхностью.</p>

<p>В комплект поставки входят шурупы, дюбели и шестигранный ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесконтактный инфракрасный датчик: автоматические включение и отключение </li>
<li>Высокоскоростная мощная воздушная струя </li>
<li>Настенный монтаж на установочной планке</li>
<li>Антивандальный корпус</li>
<li>Степень защиты оболочки: IP13</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность двигателя: 0,55 кВт</li>
<li>Частота вращения вентилятора: 23000 об/мин.</li>
<li>Дальность сигнала датчика: от 150 до 200 мм</li>
</ul>",346384,традиционный,220 В,1.4 кВт,295 мм,168 мм,218 мм,,,,0,https://entero.ru/manuals/424686/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,28315,,4.5 кг,,Китай,автоматическое (сенсорное),сталь,нерж. сталь,72 дБ,от 10 до 15 сек.,40 °С,от 60 до 105 м/сек.,Да,
https://cdn.entero.ru/mp@2x/4d/f8/4df8e21a2e15bc9b10fa2ef1f30c5b35.jpg,Сушилка для рук Merida S-TURBO высокоскоростная (металл) белая,M98V,32723,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/354902,"<p>Сушилка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354902""><b class=""b"">Merida S-TURBO</b></a> используется в санитарных узлах торговых центров, гостиниц, аэропортов, предприятий общественного питания и других местах массового пребывания для бесконтактной гигиеничной сушки рук. Модель оснащена кабелем питания. Вертикально ориентированный корпус с V-образным выступом в нижней части выполнен из стали с полированной белой поверхностью, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрая эффективная сушка благодаря высокоскоростной воздушной струе</li>
<li>Настенный монтаж</li>
<li>Степень защиты оболочки: IPX1</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон расстояния срабатывания датчика приближения: от 50 до 120 мм</li>
</ul>",354902,традиционный,220 В,1 кВт,247 мм,138 мм,415 мм,,,,0,,34812,,,,Китай,автоматическое (сенсорное),металл,серебристый,70 дБ,10 сек.,,90 м/сек.,,
https://cdn.entero.ru/mp@2x/51/4c/514c29496dd4fbd5bb6c7524596f28e1.jpg;https://cdn.entero.ru/mp@2x/ff/39/ff3926cb721392b5346e92a9a0d57921.jpg;https://cdn.entero.ru/mp@2x/8c/61/8c617f83f12327a2e9fa1ccc2a668788.jpg,Сушилка для рук Merida S-TURBO высокоскоростная (металл) черная,M97V,32723,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/354906,"<p>Сушилка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354906""><b class=""b"">Merida S-TURBO</b></a> используется в санитарных узлах торговых центров, гостиниц, аэропортов, предприятий общественного питания и других местах массового пребывания для бесконтактной гигиеничной сушки рук. Модель оснащена кабелем питания. Вертикально ориентированный корпус с V-образным выступом в нижней части выполнен из стали с полированной черной поверхностью, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрая эффективная сушка благодаря высокоскоростной воздушной струе</li>
<li>Настенный монтаж</li>
<li>Степень защиты оболочки: IPX1</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон расстояния срабатывания датчика приближения: от 50 до 120 мм</li>
</ul>",354906,традиционный,220 В,1 кВт,241 мм,141 мм,395 мм,,,,0,,35186,,4.5 кг,,Китай,автоматическое (сенсорное),металл,черный,70 дБ,10 сек.,,90 м/сек.,,
https://cdn.entero.ru/mp@2x/10/e6/10e65af2d02db15cebf4ec72aa96d11b.jpg,Сушилка для рук Jofel АА93000,Сушилка для рук Jofel АА93000,35448,RUB,Да,Jofel,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/71629,"<p>Сушилка для рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71629""><b class=""b"">Jofel AA93000</b></a> серии IBERO используется в туалетных комнатах кафе, баров, ресторанов, торговых центров и офисов. Прибор оснащен универсальным двигателем с щетками, поворотным соплом, которое можно использовать в качестве фена для волос, кнопкой для включения и таймером для автоматического отключения через 50 секунд. Корпус выполнен из глазурированной эмалированной стали белого цвета.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Угол поворота сопла: 360°</li>
<li>Производительность тепловентилятора: 65,7 л/сек.</li>
<li>Скорость вращения ротора: 4250 об/мин.</li>
<li>Класс защиты (от пыли и влаги) IP: 21</li>
<li>Класс электроизоляции: 2</li>
</ul>",71629,традиционный,220 В,2 кВт,220 мм,210 мм,280 мм,,,,0,,37314,,3.5 кг,,,механическое,металл,,77.5 дБ,,54.1 °С,22 м/сек.,,
https://cdn.entero.ru/mp@2x/a6/ad/a6adb983d5a67d8fc9974ca02dc92d0b.jpg,Сушилка для рук Jofel АА94000,Сушилка для рук Jofel АА94000,35448,RUB,Да,Jofel,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/71630,"<p>Сушилка для рук <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71630""><b class=""b"">Jofel AA94000</b></a> серии IBERO используется в туалетных комнатах кафе, баров, ресторанов, торговых центров и офисов. Прибор оснащен универсальным двигателем с щетками, поворотным соплом, которое можно использовать в качестве фена для волос, оптическим датчиком для автоматического включения / отключения и таймером для автоматического отключения через 2 минуты. Корпус выполнен из глазурированной эмалированной стали белого цвета.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Угол поворота сопла: 360°</li>
<li>Производительность тепловентилятора: 65,7 л/сек.</li>
<li>Скорость вращения ротора: 4250 об/мин.</li>
<li>Класс защиты (от пыли и влаги) IP: 21</li>
<li>Класс электроизоляции: 2</li>
</ul>",71630,традиционный,220 В,2 кВт,220 мм,210 мм,280 мм,,,,0,,37711,,3.5 кг,,,автоматическое (сенсорное),металл,белый,77.5 дБ,,54.1 °С,22 м/сек.,,
https://cdn.entero.ru/mp@2x/70/5b/705bbb5536dfa51194a755c47eca7414.jpg;https://cdn.entero.ru/mp@2x/27/e9/27e944f5b777f8f18cb1af3fb563b0ad.jpg,Сушилка для рук Savol S-CF8621-1,Сушилка для рук Savol S-CF8621-1,37440,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Сушилки для рук,https://entero.ru/item/251155,"<p>Сушилка для рук<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/251155"">Savol S-CF8621-1</a> </b>используется в гостиницах, отелях, бассейнах, фитнес-клубах и спа-центрах. Прибор оснащен сенсорным управлением, подсветкой и двухпоточным режимом зима/лето. Корпус выполнен из АБС-пластика белого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Монтаж на стену с помощью шурупов</li>
<li>Универсальная ориентация</li>
<li>Глянцевая поверхность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество монтажных отверстий: 4</li>
<li>Глубина в нижней части: 220 мм</li>
<li>Объем: 0,08621 м³</li>
</ul>",251155,погружной,,3.6 кВт,270 мм,,658 мм,11 кг,1,730x350x275 мм,0,,,,10 кг,Россия,Китай,автоматическое (сенсорное),пластик,белый,,7 сек.,,,,
