Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Диаметр барабана,Скорость глажения,Вид нагрева,Температура нагрева,Ширина зоны глажения,Мощность нагрева,Количество валов
https://cdn.entero.ru/mp@2x/fa/3f/fa3fc504cfe633a5f850d5ea44063ace.jpg;https://cdn.entero.ru/mp@2x/d1/f1/d1f16ed218f8521bb90d1747b951b8ba.jpg;https://cdn.entero.ru/mp@2x/72/71/72717609dca2a4d120e186acbbcce6ed.jpg;https://cdn.entero.ru/mp@2x/a1/de/a1de17f4f73ceeee586036d027f8ddd6.jpg,Гладильно-сушильный каток GMP G26.35,G 26-35 хром,1903617,RUB,Нет,GMP,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/149779,"<p>Гладильный каландр <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149779"">GMP G26.35</a> предназначен для прачечных с требованиями к широкой поверхности глажения. Полезная длина составляет 2,58 м. Благодаря специально разработанному прижимному ролику данный каландр позволяет работать с различными тканями, включая такие сложные как шелк, атлас, органзу и вышитые ткани.</p>

<p>Основные характеристики:</p>

<ul>
<li>Управление микропроцессором</li>
<li>Регулируемая скорость глажения при помощи инвертора</li>
<li>Специально разработанный прижимный вал</li>
<li>Двойной контроль температуры GEMINI</li>
<li>Гладильные ремни из NOMEX: долгий срок службы и устойчивость к температурам до 200ºC</li>
<li>Натяжные ремни</li>
<li>Ножная педаль. Позволяет останавливать натяжные ремни, и оператор может полностью сосредоточиться на подаче белья</li>
<li>Кнопка аварийного останова и система защиты пальцев</li>
<li>Фронтальный возврат обработанного белья</li>
<li>Автоматическое охлаждение (cool-down)</li>
</ul>

<p>Технические характеристики:</p>

<ul>
<li>Размеры вала, (длина, Ø) мм: 2580х325</li>
<li>Возможный нагрев: электрический/газовый/паровой (уточняйте при заказе)</li>
<li>Расход газа: метан 3,53 м3/час; пропан 2,5 кг/час</li>
<li>Расход пара: 32 кг/час</li>
<li>Стандартное напряжение: 220В/1Ф; 380В/3Ф (уточняйте при заказе)</li>
</ul>",149779,380 В,3140 мм,580 мм,1150 мм,,,,0,https://entero.ru/manuals/303033/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GMP%20G26.35.pdf,2069149,,635 кг,,,75 кг/ч,,от 1.6 до 5 м/мин.,,,2500 мм,34.2 кВт,
https://cdn.entero.ru/mp@2x/94/c5/94c5f25983335d8c7bf695beaec7d22b.jpg,Каландр гладильный Kromluks KBSU-В/1200/3000,Каландр гладильный Kromluks KBSU-В/1200/3000,1962946,RUB,Нет,,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/224223,"<p>Гладильный каландр <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224223"">Kromluks KBSU-В/1200/3000</a></b> используется в прачечных образовательных, оздоровительных заведений, производственных предприятий, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах и воинских частях для сушки и глажения прямого белья сразу после отжима, с остаточной влажностью 50%. Ленты выполнены из термостойкого материала ""Nomex"", вал имеет хромированное покрытие.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорная система защиты рук оператора</li>
<li>Установка: анкерные болты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Давление пара: от 4 до 10 кПа</li>
<li>Расход пара: 85 кг/ч</li>
<li>Мощность:
<ul>
<li>Двигатель: 2,2 кВт</li>
<li>Вентилятор: 0,37 кВт</li>
</ul>
</li>
<li>Вход пара: 1""</li>
<li>Вход конденсата: 3/4""</li>
<li>Сечение кабеля: 4х4 мм<sup>2</sup>​</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Размер вала по заказу</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",224223,,4040 мм,1800 мм,1770 мм,,,,0,,,,2160 кг,,Турция,,1200 мм,,пар,,3000 мм,,
https://cdn.entero.ru/mp@2x/dc/64/dc64613d8035f760901da991683c5276.jpg,Каландр гладильный Вязьма ВК-2800П,Каландр гладильный Вязьма ВК-2800П,1999259,RUB,Нет,Вязьма,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/81275,"<p>Гладильный каландр <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81275"">Вязьма ВК-2800П</a> </b>используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах и воинских частях для сушки и глажения прямого белья с остаточной влажностью 50%. Модель имеет возможность устанавливать различные программы обработки белья в зависимости от типа ткани.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Автоматическое микрокомпьютерное управление</li>
<li>Вытяжное устройство для удаления влаги</li>
<li>Механизм переключения прямого и обратного хода</li>
</ul>

<p>​​<b>Характеристики:</b></p>

<ul>
<li>Удельный расход пара: 150 кг/час</li>
<li>Требования к подводящим коммуникациям:
<ul>
<li>Давление пара: от 0,4 до 0,6 МПа</li>
<li>Условный проход на подвод пара: 25 мм</li>
<li>Условный проход на вывод конденсата: 15 мм</li>
</ul>
</li>
</ul>

<p><em>* Ориентировочное значение получено для эталонного х/б белья с остаточной влажностью не более 50% при максимальном использовании ширины глажения.</em></p>",81275,220 В,3850 мм,1540 мм,1390 мм,,,,0,https://entero.ru/manuals/156853/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/156854/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0.pdf,2082561,,1800 кг,,Россия,170 кг/ч,800 мм,10 м/мин.,пар,,2800 мм,0.55 кВт,
https://cdn.entero.ru/mp@2x/3a/02/3a028a03d9d2f1df795e6eb49c4475a8.jpg,Каландр гладильный Вязьма ВК2-3000П,Каландр гладильный Вязьма ВК2-3000П,4223560,RUB,Нет,Вязьма,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/134891,"<p>Гладильный каландр <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/134891"">Вязьма ВК2-3000П</a> </b>используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах и воинских частях для сушки и глажения прямого белья с остаточной влажностью 50%. Модель имеет возможность устанавливать различные программы обработки белья в зависимости от типа ткани.</p>

<p>В комплект поставки входит частотный преобразователь.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Автоматическое микрокомпьютерное управление</li>
<li>Двухвалковый</li>
<li>Механизм переключения прямого и обратного хода</li>
</ul>

<p>​​<b>Характеристики:</b></p>

<ul>
<li>Время подогрева до рабочей температуры: 20 мин.</li>
<li>Удельный расход электроэнергии: 0,006 кВт*ч/кг</li>
<li>Удельный расход пара: 0,95 кг/кг</li>
<li>Требования к подводящим коммуникациям:
<ul>
<li>Давление пара: от 0,4 до 0,6 МПа</li>
<li>Условный проход на подвод пара: 40 мм</li>
<li>Условный проход на вывод конденсата: 20 мм</li>
</ul>
</li>
</ul>

<p><br>
<em>* Ориентировочное значение получено для эталонного х/б белья с остаточной влажностью не более 50% при максимальном использовании ширины глажения.</em></p>",134891,220 В,4060 мм,2850 мм,1320 мм,,,,0,https://entero.ru/manuals/156860/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/156861/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0.pdf,,,3000 кг,,Россия,265 кг/ч,800 мм,10 м/мин.,пар,,3000 мм,1.5 кВт,2
https://cdn.entero.ru/mp@2x/e4/40/e440ebe7f6c90e597c152c613679f9e8.jpg,Каландр гладильный Вязьма ВК2-3300П,Каландр гладильный Вязьма ВК2-3300П,4419654,RUB,Нет,Вязьма,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/134898,"<p>Гладильный каландр <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/134898"">Вязьма ВК2-3300П</a> </b>используется в прачечных образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах и воинских частях для сушки и глажения прямого белья с остаточной влажностью 50%. Модель имеет возможность устанавливать различные программы обработки белья в зависимости от типа ткани.</p>

<p>В комплект поставки входит частотный преобразователь.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Автоматическое микрокомпьютерное управление</li>
<li>Двухвалковый</li>
<li>Механизм переключения прямого и обратного хода</li>
</ul>

<p>​​<b>Характеристики:</b></p>

<ul>
<li>Время подогрева до рабочей температуры: 20 мин.</li>
<li>Скорость глажения: до 16 м/мин.</li>
<li>Удельный расход электроэнергии: 0,006 кВт*ч/кг</li>
<li>Удельный расход пара: 0,95 кг/кг</li>
<li>Требования к подводящим коммуникациям:
<ul>
<li>Давление пара: от 0,4 до 0,6 МПа</li>
<li>Условный проход на подвод пара: 40 мм</li>
<li>Условный проход на вывод конденсата: 20 мм</li>
</ul>
</li>
</ul>

<p><br>
<em>* Ориентировочное значение получено для эталонного х/б белья с остаточной влажностью не более 50% при максимальном использовании ширины глажения.</em></p>",134898,220 В,4360 мм,2850 мм,1320 мм,,,,0,https://entero.ru/manuals/156866/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/156867/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%92%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0.pdf,4752316,,3500 кг,,Россия,305 кг/ч,800 мм,,пар,,3300 мм,1.5 кВт,2
https://cdn.entero.ru/mp@2x/7e/dc/7edc6569a62b5a86ed6fdaf8b9ed9c56.jpg,Каландр гладильный TOLON TFI 6032/3200,Каландр гладильный TOLON TFI 6032/3200,6681389,RUB,Нет,,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/287849,"<p>Гладильный каландр <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287849"">TOLON TFI 6032/3200</a></b> используется в прачечных образовательных, оздоровительных заведений, производственных предприятий, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах и воинских частях для сушки и глажения прямого белья сразу после отжима. Модель оснащена электронным управлением с предустановленными программами глажки и кнопкой аварийной остановки. Конструкция выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Большая поверхность соприкосновения с бельем</li>
<li>Панель защиты от пальцев</li>
</ul>

<ul>
<li>Индикация температуры и скорости глажения</li>
<li>Двигатель с частотным управлением</li>
<li>Возможен обратный режим</li>
<li>Система контроля перегрева с 2 датчиками температуры</li>
<li>Быстрая и простая настройка программ через USB-порты</li>
<li>Светодиодные индикаторы по ширине глажки: хорошая видимость и удобство эксплуатации</li>
<li>Хромированное покрытие поверхности: лучшая теплопроводность, высокая стойкость к коррозии даже после периодов простоя</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>3 датчика складывания в точке подачи</li>
<li>Транспортные колеса</li>
<li>Задний вывод белья</li>
</ul>",287849,380 В,4152 мм,1351 мм,1598 мм,,,,0,https://entero.ru/manuals/351464/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20TOLON%20TFI%206032_3200.pdf;https://entero.ru/manuals/351465/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20TOLON%20TFI%206032_3200.pdf,,,2010 кг,,Турция,от 180 до 200 кг/ч,600 мм,от 1 до 9 м/мин.,,,,71 кВт,
https://cdn.entero.ru/mp@2x/5d/92/5d9267217b2ed667e91040e5b407974a.jpg;https://cdn.entero.ru/mp@2x/96/57/96573570526375f8d4261886aa8dd94c.jpg;https://cdn.entero.ru/mp@2x/6c/76/6c76568eac82192a57ab6a3dcabcb450.jpg;https://cdn.entero.ru/mp@2x/14/d6/14d622fd5aa0e322ac3e3b98974a9465.jpg;https://cdn.entero.ru/mp@2x/5b/5b/5b5be0eabf553aa7c618ee58598fbda5.jpg,Каток гладильно-сушильный GMP G 14.25,Каток гладильно-сушильный GMP G 14.25,0,RUB,Нет,GMP,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/47502,"<p>Гладильно-сушильный каток <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/47502"">GMP G 14.25</a></b> используется в прачечных образовательных, оздоровительных заведениях, гостиницах, детских садах, общежитиях, больницах, роддомах и прачечных самообслуживания для глажения прямого белья с остаточной влажностью 50%. Модель оснащена столом для подачи белья. Стол выполнен из алюминия, гладильные ремни с термостойким покрытием NOMEX.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление микропроцессором</li>
<li>Регулируемая скорость глажения</li>
<li>Автоматическое охлаждение ""Cool-down""</li>
<li>Специально разработанный прижимный вал</li>
<li>Гладильные ремни устойчивы к температуре до 200°C</li>
<li>Фронтальный возврат обработанного белья</li>
<li>Позволяет обрабатывать постельное белье до размера ""king size"", сложенного вдвое</li>
<li>Аварийный выключатель и система защиты пальцев</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 25 кг/ч</li>
<li>Скорость глажения: от 0,8 до 3 м/мин.</li>
<li>Размер вала: 1450х270 мм</li>
<li>Объем отводимого воздуха: 280 м<sup>3</sup>/час</li>
<li>Объем отводимых дымов: 100 м<sup>3</sup>/час</li>
<li>Напряжение: 380 В</li>
<li>Мощность:
<ul>
<li>Нагрев: 12 кВт</li>
<li>Двигатель: 0,27 кВт</li>
</ul>
</li>
<li>Габариты: 2010x510x1080 мм</li>
<li>Габариты в упаковке: 2100x650x1250 мм</li>
<li>Вес: 310 кг</li>
<li>Вес с упаковкой: 340 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Версия с газовым нагревом</li>
<li>Хромированный вал с гарантией от коррозии на 3 года</li>
<li>Версия для прачечных самообслуживания</li>
</ul>",47502,,,,,,,,0,https://entero.ru/manuals/71042/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20GMP%20G%2014.25%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/48/47/484791dc1f762dbe5a4810ca29782837.jpg;https://cdn.entero.ru/mp@2x/91/25/91251f654d261db93dac8af2685e3c5d.jpg;https://cdn.entero.ru/mp@2x/78/2a/782aa90cc93773d9774776a622d0ec0d.jpg;https://cdn.entero.ru/mp@2x/c5/77/c577aa10e610c9fb2408d5e8c0dd01d0.jpg,Каток гладильно-сушильный GMP G 15.35,Каток гладильно-сушильный GMP G 15.35,0,RUB,Нет,GMP,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/59193,"<p>Гладильно-сушильный каток <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59193"">GMP G 15.35</a> </b>используется в прачечных образовательных, оздоровительных заведениях, гостиницах, детских садах, общежитиях, больницах, роддомах и прачечных самообслуживания для глажения прямого белья с остаточной влажностью 50%. Модель оснащена педалью ножного управления. Гладильные ремни выполнены из полированной стали с термостойким покрытием NOMEX.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление микропроцессором</li>
<li>Регулируемая скорость глажения</li>
<li>Высококачественные сертифицированные цилиндры</li>
<li>Автоматическое охлаждение ""Cool-down""</li>
<li>Специально разработанный прижимный вал</li>
<li>Подача белья с помощью ремней</li>
<li>Натяжные ролики ремней произведены накаткой, что облегчает обслуживание</li>
<li>Вытяжка паров с системой воздушных лезвий гарантирует ультра-эффективную вытяжку паров благодаря более широкой вытяжной поверхности</li>
<li>Фронтальный возврат обработанного белья</li>
<li>Пылезащитные фильтры предохраняют двигатели вытяжных устройств от перегрева из-за недостаточной вентиляции и продлевают срок их службы</li>
<li>Аварийный выключатель и система защиты пальцев</li>
<li>Легкий доступ к деталям</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 43 кг/ч</li>
<li>Скорость глажения: от 1,6 до 5 м/мин.</li>
<li>Размер вала: 1480х325 мм</li>
<li>Объем отводимого воздуха: 280 м<sup>3</sup>/час</li>
<li>Объем отводимых дымов: 140 м<sup>3</sup>/час</li>
<li>Напряжение: 380 В</li>
<li>Мощность:
<ul>
<li>Нагрев: 18 кВт</li>
<li>Двигатель: 1 кВт</li>
</ul>
</li>
<li>Габариты: 2010x550x1100 мм</li>
<li>Габариты в упаковке: 2100x690x1500 мм</li>
<li>Вес: 450 кг</li>
<li>Вес с упаковкой: 474 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Версия с паровым нагревом</li>
<li>Хромированный вал с гарантией от коррозии на 3 года</li>
<li>2 датчика температуры</li>
<li>Версия для прачечных самообслуживания</li>
</ul>",59193,,,,,,,,0,https://entero.ru/manuals/80256/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GMP%20G%2015.35.pdf;https://entero.ru/manuals/71043/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20GMP%20G%2015.35.pdf,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/5b/bf/5bbfcb1f115b75ff8d8e1db4d9a4271d.jpg,Гладильно-сушильный каток IMESA MCA 150,Гладильно-сушильный каток IMESA MCA 150,0,RUB,Нет,IMESA,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/80252,"<p>Гладильно-сушильный каток <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80252"">IMESA MCA 150</a></b>​ используется в прачечных, отелях, ресторанах, оздоровительных центрах, больницах и пр. для просушивания и глажки белья, ткани и одежды. Модель оснащена 30 программами и ремнями NOMEX. Вал выполнен из нержавеющей стали с покрытием из хрома.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры вала: 325х1500 мм</li>
</ul>",80252,220 В,2230 мм,710 мм,1270 мм,,,,0,https://entero.ru/manuals/53154/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20IMESA%20MCA%20150%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Италия,,от 30 до 35 кг/ч,,,электро,,1500 мм,21.7 кВт,
https://cdn.entero.ru/mp@2x/27/8d/278d74cc60a62d58fdd8a089f0aeb9b8.jpg,Каток гладильно-сушильный Lavarini MCA 150,Каток гладильно-сушильный Lavarini MCA 150,0,RUB,Нет,Lavarini,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/72862,"<p>Гладильно-сушильный каток <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72862"">Lavarini MCA 150</a> </b>используется в небольших прачечных, гостиницах, салонах красоты, больницах и детских учреждениях для глажения и сушки фасонного белья. На выходе белье имеет 20% влажности. Модель оснащена защитной решеткой и контролем температуры и скоростью глажения.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление при помощи микропроцессора IM7</li>
<li>30 программ для глажения</li>
<li>Функция подачи на возврат белья</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер вала: Ø 325х1500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Покрытие вала и ленты из термостойкого материала Nomex</li>
</ul>",72862,380 В,2134 мм,776 мм,1072 мм,,,,0,,,,382 кг,Италия,,от 30 до 35 кг/ч,,,электро,,1500 мм,20.7 кВт,
https://cdn.entero.ru/mp@2x/50/c5/50c5a1b74098ee84bf4873ef1b9e5eb3.jpg,Гладильно-сушильный каток IMESA MCA 180,MC/A 180,0,RUB,Нет,IMESA,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/37270,"<p>Гладильно-сушильный каток <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37270""><b class=""b"">IMESA MCA 150</b></a>​ используется в прачечных, отелях, ресторанах, оздоровительных центрах, больницах и пр. для просушивания и глажки белья, ткани и одежды. Вал выполнен из нержавеющей стали с покрытием из хрома.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры вала: 330х1880 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",37270,380 В,2510 мм,600 мм,1090 мм,,,,0,,,,,Италия,,40 кг/ч,,6 м/мин.,,,1880 мм,25.2 кВт,
https://cdn.entero.ru/mp@2x/0f/90/0f9099b935a03c89963bdb22c94d7454.jpg,Гладильный каландр IMESA MC/A 210,Гладильный каландр IMESA MC/A 210,0,RUB,Нет,IMESA,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/37271,"<p>Каландр гладильный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37271"">IMESA MC/A 210</a> </b>предназначен для сушки и глажения прямого белья, выстиранного и отжатого до остаточной влажности 50%.</p>


<p>Конструкция позволяет устанавливать каландр близко к стене для максимального использования пространства в небольших помещениях.</p>


<p>Специальная защитная решетка обеспечивает безопасность оператора.</p>


<p>Цилиндр изготовлен из высококачественной нержавеющей стали и покрыт хромом для предотвращения появления ржавчины и однородной температуры по всей площади цилиндра.</p>


<p>Возможность регулирования температуры позволяет подобрать свой режим глажения для различных видов белья.</p>


<p>Каландр полностью соответствует всем стандартам и требованиям безопасности.</p>


<p><b>Характеристики:</b></p>

<ul>
<li>Производительность (кг/ч): 46</li>
<li>Ширина глаженья (см): 206</li>
<li>Диаметр вала (см): 33</li>
<li>Скорость глаженья, м/мин.: 6</li>
<li>Вид нагрева: электрический</li>
<li>Номин. мощность (кВт): 25.2</li>
<li>Высота (см): 109</li>
<li>Ширина (см): 270</li>
<li>Глубина (см): 60</li>
<li>Вес (кг): 542</li>
<li>Страна-производитель: Италия</li>
<li>Гарантия: 1 год</li>
</ul>",37271,,,,,,,,0,,,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/9b/84/9b84cfa963ba2d58a3ccbd3d616a49ca.jpg,Каток гладильно-сушильный Lavarini MCA 210,Каток гладильно-сушильный Lavarini MCA 210,0,RUB,Нет,Lavarini,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/76061,"<p>Гладильно-сушильный каток <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76061"">Lavarini MCA 210</a></b> используется в небольших прачечных, гостиницах, салонах красоты, больницах и детских учреждениях для глажения и сушки фасонного белья. На выходе белье имеет 20% влажности. Модель оснащена защитной решеткой и контролем температуры и скоростью глажения.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление при помощи микропроцессора IM7</li>
<li>30 программ для глажения</li>
<li>Функция подачи на возврат белья</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер вала: Ø 330х2000 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Покрытие вала и ленты из термостойкого материала Nomex</li>
</ul>",76061,380 В,2704 мм,776 мм,1092 мм,,,,0,,,,,Италия,,46 кг/ч,,,электро,,2000 мм,25.2 кВт,
https://cdn.entero.ru/mp@2x/b8/ac/b8ac4f9d931e14167b50c90246bd9be5.jpg;https://cdn.entero.ru/mp@2x/ce/5b/ce5be73ab010dfd7c1c427fc9d7273f5.jpg;https://cdn.entero.ru/mp@2x/c1/f0/c1f02bb394dba49e89e799b2771bb99c.jpg,Каландр гладильный Girbau PB3221,901330,0,RUB,Нет,Girbau,Профоборудование,Прачечное,Гладильно-сушильные катки,https://entero.ru/item/37339,"<p>Каландр гладильный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37339"">Girbau PB3221</a> </b>используется в прачечных всех типов, образовательных, оздоровительных заведениях, производственных предприятиях, в поликлиниках, гостиницах, детских садах, общежитиях, больницах, роддомах и воинских частях для сушки и глажения прямого белья с остаточной влажностью 50%. Модель имеет возможность устанавливать различные программы обработки белья в зависимости от типа ткани. Гладильные ремни изготовлены из термостойкого и прочного армированного материала Nomex, вал - нержавеющая сталь с хромированным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Пристенный каландр с горизонтальной загрузкой</li>
<li>Вход и выдача проглаженного белья с передней стороны машины, что дает возможность обслуживания ее одним оператором.</li>
<li>Использование гладильного вала 80-100%</li>
<li>Автоматическая система регулировки скорости глажения Autospeed в зависимости от типа белья и его влажности</li>
<li>Система Optifeed с отображением в режиме реального времени на панели управления зоны подачи с самой высокой температурой </li>
<li>Приспособление защиты пальцев для обеспечения безопасной работы оператора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина вала: 2120 мм</li>
<li>Вентилятор для отвода воздуха: 0,30 кВт</li>
<li>Испарительная способность: 20 л/ч</li>
<li>Воздухоотвод: Ø 114 мм, 600 м³/ч </li>
</ul>",37339,380 В,2895 мм,872 мм,1416 мм,,,,0,,,,561 кг,,Испания,от 32 до 40 кг/ч,325 мм,от 1 до 5 м/мин.,электро,,2120 мм,23.14 кВт,1
