Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Тип установки,Газонаполнение,Матрица в комплекте,Размер матрицы,Нож для обрезки пакета,Ширина рулона,Диаметр рулона,Сменная матрица,Форма матрицы
https://cdn.entero.ru/mp@2x/f7/e2/f7e24e8e8d3af1bd37d1d2884b2e87b8.jpg;https://cdn.entero.ru/mp@2x/bc/05/bc0537478c53d1f1fc87bbfda2f5410d.jpg;https://cdn.entero.ru/mp@2x/3b/c2/3bc25196394097b2df787367c0bbd54a.jpg;https://cdn.entero.ru/mp@2x/11/46/1146a35f011c992469a64ac6ab93b178.jpg,Запайщик стаканов TSM Q10-90/95 черный,TSM-Q10-90/95 black,86693,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/345778,"<p>Автоматический запайщик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345778""><b class=""b"">TSM Q10-90/95</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для герметичного запечатывания термосвариваемой пленкой круглых стаканов с горячими и холодными напитками, готовыми блюдами, полуфабрикатами, фруктами и другой пищевой продукцией. Модель оснащена выдвижной рабочей матрицей, панелью управления с мембранной клавиатурой, светодиодными лампами и цифровыми дисплеями индикации. Корпус выполнен из стали с антикоррозийным покрытием черного цвета, направляющие – из нейлона, ножи – из высококачественной японской стали.</p>

<p>В комплект поставки входят 3 сменные матрицы различного диаметра.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Автоматический </li>
<li>Ручной</li>
</ul>
</li>
<li>Регулировка температуры запайки</li>
<li>Настройка длительности запайки</li>
<li>Функция двойной запайки</li>
<li>Функция автоматического обнаружения стакана</li>
<li>Счетчик циклов</li>
<li>Механический или сенсорный датчик стакана</li>
<li>Игла для микропрокола</li>
<li>Цифровая индикация количества циклов и температуры запайки</li>
<li>Светодиодная индикация питания и активных функций</li>
<li>Запатентованная технология запайки горячих напитков до 100 °С</li>
<li>Возможность запайки слабогазированных напитков</li>
<li>Боковые стенки (слайдер) для защиты от пыли и грязи пленки и продукта, а также сенсора</li>
<li>Простое управление с помощью русифицированного интерфейса</li>
<li>Прочные долговечные ножи с частыми зубцами для ровного среза</li>
<li>Устойчивые нескользящие опоры</li>
<li>Легкость эксплуатации и сервисного обслуживания</li>
<li>Материалы стаканов: бумага с ламинированием и полипропилен</li>
<li>Страна-производитель электродвигателя и датчиков: Тайвань</li>
<li>Эргономичный оригинальный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 300 до 500 цикл/ч</li>
<li>Средний расход стандартной катушки с пленкой диаметром 180 мм и длиной 3500 мм: 3000 циклов</li>
<li>Расстояние между зубцами ножей: 1,5 мм</li>
<li>Внутренний диаметр матриц: 80 / 83 / 85 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стандартные матрицы с внутренним диаметром 88 / 90 / 95 мм</li>
<li>Индивидуальное исполнение матрицы</li>
<li><a href=""https://entero.ru/item/345787"">Пленка шириной 130 мм (катушка)</a></li>
<li>Пленка (стандартная катушка диаметром 180 мм и длиной пленки 3500 мм):
<ul>
<li>Прозрачная</li>
<li>Прозрачная с фотометками</li>
<li>С универсальным рисунком</li>
<li>С брендированным рисунком (от 200 кг)</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото несколько аналогичных моделей в различном цветовом исполнении.</span></em></p>",345778,автоматический,220 В,0.3 кВт,250 мм,370 мм,620 мм,,,,0,https://entero.ru/manuals/422443/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20TSM%20Q10-90_95.pdf,93218,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241493&hash=8c22d2ebcc5c94bb,28 кг,,Китай,8 циклов/мин.,настольный,,Да,"80х80 мм, 83х83 мм, 85х85 мм",Да,,,Да,
https://cdn.entero.ru/mp@2x/77/94/7794a54621df2d5437fa78f750e8e72f.jpg,"Запайщик лотков Hualian HL-95B (фигурная матрица, 187х137 мм)","Запайщик лотков Hualian HL-95B (фигурная матрица, 187х137 мм)",99912,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/157508,"<p>Полуавтоматический запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/157508""><b class=""b"">Hualian НL-95В</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для запайки пленкой различной тары – лотков прямоугольной формы, поддонов, чаш, стаканов, ланч-боксов. Модель оснащена фигурной матрицей, регулировкой температуры и может работать в ручном, полуавтоматическом режиме. Запайщик изготовлен из сертифицированных материалов, разрешенных к применению в пищевой отрасли, корпус выполнен из нержавеющей стали.</p>

<p>В комплекте предусмотрена 1 несъемная фигурная матрица.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Компактные размеры аппарата позволяют использовать его в небольшом производственном помещении торговых центров, на фудкортах, в палатках с уличной едой </li>
<li>Модель используется с различными видами термосвариваемых материалов – пленок PP, PE, PS, VPS, PVC, OPS и других, прозрачных или цветных </li>
<li>Температура запайки регулируется, исходя из параметров конкретной пленки, что обеспечивает максимальное качество и надежность запайки</li>
<li>Аппарат работает в полуавтоматическом режиме:
<ul>
<li>тару в держатель устанавливают вручную и подают в зону запечатывания</li>
<li>протяжка пленки осуществляется автоматически, механизм протяжки по окончанию запайки останавливается</li>
<li>при опускании рычага пленка крепко приваривается к кромке лотка или стакана</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 350-400 лотков/час</li>
<li>Размер матрицы: 187х137 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с матрицей другого размера.</span></em></p>",157508,полуавтоматический,220 В,0.213 кВт,240 мм,260 мм,650 мм,,,,0,https://entero.ru/manuals/388257/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hualian%20HL-95B.pdf,104075,,20 кг,,Китай,5.5 циклов/мин.,настольный,,Да,187х137 мм,,,,,прямоугольная
https://cdn.entero.ru/mp@2x/d5/43/d543c08f91b3fca9f39c8622584ecf4c.jpg;https://cdn.entero.ru/mp@2x/37/b4/37b4c6035c23d32f7b6219bcd24a082a.jpg;https://cdn.entero.ru/mp@2x/05/c7/05c7fe0c2a4f534824e13debc1984a47.jpg,Запайщик алюминиевых лотков TSM H-220,TSM-H-220,149310,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/345784,"<p>Автоматический запайщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345784"">TSM H-220</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для герметичного запечатывания прямоугольных алюминиевых лотков с готовыми блюдами, полуфабрикатами, фруктами и другой пищевой продукцией. Модель оснащена выдвижной рабочей матрицей, панелью управления с сенсорными функциональными клавишами, светодиодными индикаторами и цифровыми дисплеями. Корпус выполнен из стали с антикоррозийным покрытием, направляющие – из нейлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Автоматический </li>
<li>Ручной</li>
</ul>
</li>
<li>Регулировка температуры запайки</li>
<li>Настройка длительности запайки</li>
<li>Функция двойной запайки</li>
<li>Функция автоматического обнаружения лотка</li>
<li>Счетчик циклов</li>
<li>Механический или сенсорный датчик лотка</li>
<li>Цифровая индикация количества циклов, температуры и длительности запайки</li>
<li>Светодиодная индикация питания и активных функций</li>
<li>Простое управление с помощью легких прикосновений и русифицированного интерфейса</li>
<li>Устойчивые нескользящие опоры</li>
<li>Легкость эксплуатации и сервисного обслуживания</li>
<li>Материал крышек: алюминиевый лист</li>
<li>Страна-производитель электродвигателя и датчиков: Тайвань</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Индивидуальное исполнение матрицы</li>
<li>Лоток <a href=""https://entero.ru/item/345785"">C1000</a> 220х150 мм (алюминий)</li>
<li>Крышка лотка <a href=""https://entero.ru/item/345786"">FC220</a> (алюминиевый лист)</li>
</ul>",345784,автоматический,220 В,0.75 кВт,410 мм,610 мм,440 мм,,,,0,https://entero.ru/manuals/422437/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20TSM%20H-220.pdf,157168,,32 кг,,Китай,,настольный,,,220х150 мм,,,,Да,прямоугольная
https://cdn.entero.ru/mp@2x/55/7d/557db2f7219180813bb20e798c97ea5e.jpg;https://cdn.entero.ru/mp@2x/6d/d9/6dd9f21022b2950eb11d6ae4056bdbaa.jpg,Запайщик лотков Hualian HL-95A (227х178 мм),НL-95A (227*178) / HL-95A (227*178) SS / HL-95A (автомат),188479,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/94652,"<p>Автоматический запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94652""><b class=""b"">Hualian НL-95A</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для запечатывания пластиковых поддонов, лотков, контейнеров термосвариваемой пленкой с обрезкой по его контуру. Модель оснащена матрицей (227х178 мм), регулировкой времени и температуры и может работать в ручном, полуавтоматическом и автоматическом режиме. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 720 шт./час</li>
<li>Диаметр лотка: 95 мм</li>
<li>Максимальный размер лотка: 227х178х130 мм</li>
<li>Ширина пленки: 44 мм</li>
<li>Расстояние между фотометками (по длине лотка): 28 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>""Easy-open"" (один из уголков лотка остается не припаянным для легкого открывания)</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с матрицей другого размера.</span></em></p>",94652,автоматический,220 В,0.68 кВт,490 мм,270 мм,670 мм,,,,0,,,,30 кг,,Китай,12 циклов/мин.,настольный,,Да,227х178 мм,,,,,
https://cdn.entero.ru/mp@2x/14/92/1492be4b8192aa09f83751f249653188.jpg;https://cdn.entero.ru/mp@2x/cb/ba/cbbaa3dbba700d3394f1d1031a203962.jpg;https://cdn.entero.ru/mp@2x/7a/8f/7a8f630c32e7c4494758a983222608da.jpg,Запайщик круглых емкостей TSM H-180,TSM-H-180,207077,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/345783,"<p>Автоматический запайщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345783"">TSM H-180</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для герметичного запечатывания термосвариваемой пленкой круглых емкостей с готовыми блюдами, полуфабрикатами, фруктами и другой пищевой продукцией. Модель оснащена выдвижной рабочей матрицей, панелью управления с сенсорными функциональными клавишами, светодиодными индикаторами и цифровыми дисплеями. Корпус выполнен из стали с антикоррозийным покрытием, направляющие – из нейлона, ножи – из высококачественной японской стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Автоматический </li>
<li>Ручной</li>
</ul>
</li>
<li>Регулировка температуры запайки</li>
<li>Настройка длительности запайки</li>
<li>Функция двойной запайки</li>
<li>Функция автоматического обнаружения емкости</li>
<li>Счетчик циклов</li>
<li>Механический или сенсорный датчик емкости</li>
<li>Игла для микропрокола</li>
<li>Цифровая индикация количества циклов, температуры и длительности запайки</li>
<li>Светодиодная индикация питания и активных функций</li>
<li>Простое управление с помощью легких прикосновений и русифицированного интерфейса</li>
<li>Прочные долговечные ножи с частыми зубцами для ровного среза</li>
<li>Устойчивые нескользящие опоры</li>
<li>Легкость эксплуатации и сервисного обслуживания</li>
<li>Страна-производитель электродвигателя и датчиков: Тайвань</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 300 до 500 цикл/ч</li>
<li>Расстояние между зубцами ножей: 1,5 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Индивидуальное исполнение матрицы</li>
<li>Пленка:
<ul>
<li>Прозрачная</li>
<li>Прозрачная с фотометками</li>
<li>С универсальным рисунком</li>
<li>С брендированным рисунком (от 200 кг)</li>
</ul>
</li>
</ul>",345783,автоматический,220 В,0.3 кВт,410 мм,500 мм,640 мм,,,,0,https://entero.ru/manuals/422438/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20TSM%20H-180.pdf,217976,,32 кг,,Китай,,настольный,,Да,180 мм,Да,,,Да,
https://cdn.entero.ru/mp@2x/f1/fb/f1fb5bbaa5eb0115ec3a40268fb931c9.jpg,"Запайщик лотков VASSILII mini под контейнер 120х120, без смены форм",0-160122,22344,RUB,Да,VASSILII,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/228868,"<p>Ручной запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228868""><b class=""b"">VASSILII mini</b></a> используется на предприятиях общественного питания и торговли для вакуумной упаковки контейнеров с готовыми продуктами или полуфабрикатами. Модель работает с полипропиленом, полистиролом, ПЭТ, картоном, алюминием и прочими материалами. Конструкция выполнена из металла, покрытие нагревающейся поверхности - из тефлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальная конструкция прижима: качественный шов</li>
<li>Смена матрицы не предусмотрена</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>В час: 240 лотков</li>
<li>за рабочую смену 8 часов: 1920 лотков</li>
<li>Размер нагревательного элемента: 200х160 мм</li>
</ul>
</li>
<li>Максимальная высота лотка: 110 мм</li>
</ul>",228868,механический,220 В,0.8 кВт,570 мм,300 мм,270 мм,,,,0,https://entero.ru/manuals/275592/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VASSILII%20mini%20%D0%BF%D0%BE%D0%B4%20%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%20120%D1%85120_%20%D0%B1%D0%B5%D0%B7%20%D1%81%D0%BC%D0%B5%D0%BD%D1%8B%20%D1%84%D0%BE%D1%80%D0%BC.pdf,23770,,,,Россия,6 циклов/мин.,настольный,,,120x120 мм,,,,,
https://cdn.entero.ru/mp@2x/0b/70/0b705a71bbc021f37e1c8b64d1b869ac.jpg,"Запайщик лотков VASSILII mini под контейнер 165х130, без смены форм",0-160001,22344,RUB,Да,VASSILII,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/228869,"<p>Ручной запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228869""><b class=""b"">VASSILII mini</b></a> используется на предприятиях общественного питания и торговли для вакуумной упаковки контейнеров с готовыми продуктами или полуфабрикатами. Модель работает с полипропиленом, полистиролом, ПЭТ, картоном, алюминием и прочими материалами. Конструкция выполнена из металла, покрытие нагревающейся поверхности - из тефлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальная конструкция прижима: качественный шов</li>
<li>Смена матрицы не предусмотрена</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>В час: 240 лотков</li>
<li>за рабочую смену 8 часов: 1920 лотков</li>
<li>Размер нагревательного элемента: 200х160 мм</li>
</ul>
</li>
<li>Максимальная высота лотка: 110 мм</li>
</ul>",228869,механический,220 В,0.8 кВт,570 мм,300 мм,270 мм,,,,0,https://entero.ru/manuals/275593/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VASSILII%20mini%20%D0%BF%D0%BE%D0%B4%20%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%20165%D1%85130_%20%D0%B1%D0%B5%D0%B7%20%D1%81%D0%BC%D0%B5%D0%BD%D1%8B%20%D1%84%D0%BE%D1%80%D0%BC.pdf;https://entero.ru/manuals/378475/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,24026,,,,Россия,6 циклов/мин.,настольный,,,165х130 мм,,,,,прямоугольная
https://cdn.entero.ru/mp@2x/4a/6a/4a6ac61681bf56457f50357fe193f2ec.jpg,"Запайщик лотков VASSILII mini под контейнер 178х164, без смены форм",0-160002,22344,RUB,Да,VASSILII,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/228871,"<p>Ручной запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228871""><b class=""b"">VASSILII mini</b></a> используется на предприятиях общественного питания и торговли для вакуумной упаковки контейнеров с готовыми продуктами или полуфабрикатами. Модель работает с полипропиленом, полистиролом, ПЭТ, картоном, алюминием и прочими материалами. Конструкция выполнена из металла, покрытие нагревающейся поверхности - из тефлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальная конструкция прижима: качественный шов</li>
<li>Смена матрицы не предусмотрена</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>В час: 240 лотков</li>
<li>за рабочую смену 8 часов: 1920 лотков</li>
<li>Размер нагревательного элемента: 200х160 мм</li>
</ul>
</li>
<li>Максимальная высота лотка: 110 мм</li>
</ul>",228871,механический,220 В,0.8 кВт,570 мм,300 мм,270 мм,,,,0,https://entero.ru/manuals/275594/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VASSILII%20mini%20%D0%BF%D0%BE%D0%B4%20%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%20178%D1%85164_%20%D0%B1%D0%B5%D0%B7%20%D1%81%D0%BC%D0%B5%D0%BD%D1%8B%20%D1%84%D0%BE%D1%80%D0%BC.pdf,24287,,,,Россия,6 циклов/мин.,настольный,,,187х137 мм,,,,,
https://cdn.entero.ru/mp@2x/e6/f3/e6f3a59e7ff286ecaece05c645621d91.jpg,"Запайщик лотков VASSILII mini под контейнер 205х160 / 197х155, без смены форм",0-160025/160193,22344,RUB,Да,VASSILII,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/228875,"<p>Ручной запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228875""><b class=""b"">VASSILII mini</b></a> используется на предприятиях общественного питания и торговли для вакуумной упаковки контейнеров с готовыми продуктами или полуфабрикатами. Модель работает с полипропиленом, полистиролом, ПЭТ, картоном, алюминием и прочими материалами. Конструкция выполнена из металла, покрытие нагревающейся поверхности - из тефлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальная конструкция прижима: качественный шов</li>
<li>Смена матрицы не предусмотрена</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>В час: 240 лотков</li>
<li>за рабочую смену 8 часов: 1920 лотков</li>
<li>Размер нагревательного элемента: 200х160 мм</li>
</ul>
</li>
<li>Максимальная высота лотка: 110 мм</li>
<li>Габариты в упаковке: 570х300х270 мм</li>
</ul>",228875,механический,220 В,0.8 кВт,,,,,,,0,https://entero.ru/manuals/275597/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VASSILII%20mini%20%D0%BF%D0%BE%D0%B4%20%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%20205%D1%85160%20_%20197%D1%85155_%20%D0%B1%D0%B5%D0%B7%20%D1%81%D0%BC%D0%B5%D0%BD%D1%8B%20%D1%84%D0%BE%D1%80%D0%BC.pdf,23275,,8 кг,,Россия,6 циклов/мин.,настольный,,,"205х160, 197х155 мм",,,,,
https://cdn.entero.ru/mp@2x/24/a0/24a0ede3ae3af21dc606159043e21b60.jpg;https://cdn.entero.ru/mp@2x/68/16/6816f804026afaff10ab5b12dceff521.jpg;https://cdn.entero.ru/mp@2x/09/d6/09d61ce859ca7204d619f1ea4b596edc.jpg,Запайщик лотков PACKVAC TS (без матрицы),Запайщик лотков PACKVAC TS (без матрицы),22826,RUB,Да,PACKVAC,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/299194,"<p>Ручной запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299194""><b class=""b"">PACKVAC TS</b></a> используется на предприятиях пищевой промышленности, общественного питания и торговли для упаковки контейнеров с готовыми продуктами или полуфабрикатами. Модель оснащена простым и интуитивно-понятным интерфейсом. Корпус выполнен из нержавеющей стали AISI 304 толщиной 3 мм.</p>

<p><span style=""color:#FF0000;"">Матрицы в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Японские подшипники PNY</li>
<li>Обрезка пленки (не по контуру лотка)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Продолжительность цикла упаковки: 4 сек</li>
<li>Максимальная высота контейнера: 80 мм</li>
<li>Максимальный диаметр рулона пленки: 220 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Матрица <a href=""https://entero.ru/item/299196"" target=""_blank"">210х148</a> мм</li>
<li>Матрица <a href=""https://entero.ru/item/299302"" target=""_blank"">187х137</a> мм </li>
</ul>",299194,механический,220 В,1.5 кВт,320 мм,600 мм,175 мм,22 кг,1,720x420x360 мм,0,https://entero.ru/manuals/360072/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20PACKVAC%20TS.pdf;https://entero.ru/manuals/360073/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PACKVAC%20TS.pdf,,,20 кг,,Китай,,настольный,,,,,,220 мм,Да,прямоугольная
https://cdn.entero.ru/mp@2x/71/53/7153d91f0bcb98bc4fb9e10ce3763fa2.jpg;https://cdn.entero.ru/mp@2x/68/76/6876d4a07e54f77865e6bf3d094948fc.jpg;https://cdn.entero.ru/mp@2x/64/0d/640d6362b32f3813f1f8f8f1b906c94d.jpg;https://cdn.entero.ru/mp@2x/88/f5/88f55de76d8e0e9ae0a5be5de2bfd93c.jpg;https://cdn.entero.ru/mp@2x/fb/d5/fbd57a972f3588ab75dcbbdb0a58a77a.jpg;https://cdn.entero.ru/mp@2x/a2/b4/a2b44d37e7d0a5c6a4d3b4d23c19a439.jpg;https://cdn.entero.ru/mp@2x/03/d5/03d57f9c4aea03f2acd3833cf5a79530.jpg;https://cdn.entero.ru/mp@2x/5b/c3/5bc34d895ec649220dfa047cba5c9ca1.jpg;https://cdn.entero.ru/mp@2x/b9/f1/b9f146fb26180f7bc1eb35219429d2fc.jpg;https://cdn.entero.ru/mp@2x/d5/69/d569e647134a9283074a185602f1cde5.jpg,Запайщик лотков Foodatlas TP-100B Pro (210х148х100мм),TP-100B (210х148х100мм) Foodatlas Pro,34477,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/216074,"<p>Настольный запайщик лотков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216074""><b class=""b"">Foodatlas TP-100B Pro</b></a> используется на предприятиях общественного питания и торговли для быстрой герметичной упаковки лотков различной формы с готовыми продуктами и полуфабрикатами. Модель оснащена 2 трубчатыми электронагревателями, кнопочной панелью управления и кабелем питания с евровилкой. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Климатическое исполнение: УХЛ 4.2. по ГОСТ 15150-69</li>
<li>Поперечная протяжка ленты</li>
<li>Регулировка температуры запайки</li>
<li>Простота и надежность эксплуатации</li>
<li>Компактные габариты для оптимизации пространства</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от 0 до 300 °С</li>
<li>Максимальная толщина пленки: 100 мкм</li>
<li>Внутренние габариты матрицы: 194х134х120 мм</li>
<li>Диаметр ступицы катушки рулона: 75 мм</li>
<li>Ширина уплотнения: 10 мм</li>
<li>Габариты лотка: 210x148x96 мм</li>
<li>Длина кабеля питания: 1500 мм</li>
<li>Габариты штекера вилки: 780х450х400 мм</li>
<li>Габариты в упаковке: 800х470х420 мм</li>
</ul>",216074,механический,220 В,1 кВт,350 мм,800 мм,420 мм,,,,0,https://entero.ru/manuals/255817/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20TP-100B%20%28210%D1%85148%D1%85100%D0%BC%D0%BC%29.pdf;https://entero.ru/manuals/255818/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,32 кг,,Китай,,настольный,,,210х148 мм,,200 мм,220 мм,,прямоугольная
https://cdn.entero.ru/mp@2x/30/0b/300b67829fbf24ea326dbdd0dd4fd4f0.jpg,Трейсилер МАГИКОН MTS-02,Magikon MTS-02,39168,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/198142,"<p>Трейсилер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198142""><b class=""b"">МАГИКОН MTS-02 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для запаивания стаканчиков, ланч-боксов и других пластиковых емкостей. Модель оснащена термоконтролером и встроенным ножом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер лотка: 250х180х130 мм</li>
<li>Цвет: фиолетовый</li>
</ul>",198142,механический,220 В,0.7 кВт,290 мм,590 мм,310 мм,,,,0,,41229,,18 кг,,Китай,7 циклов/мин.,настольный,,,205х160 мм,Да,180 мм,160 мм,Да,
https://cdn.entero.ru/mp@2x/fc/ce/fcce8886a658c0bd1ee32eba4235fa73.jpg,Трейсилер МАГИКОН MTS-03С,Magikon MTS-03С,41515,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Запайщики лотков,https://entero.ru/item/198154,"<p>Трейсилер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198154""><b class=""b"">МАГИКОН MTS-03С </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для запаивания стаканчиков, ланч-боксов и других пластиковых емкостей. Модель оснащена термоконтролером и встроенным ножом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер лотка: 250х180х130 мм</li>
<li>Цвет: фиолетовый</li>
</ul>",198154,механический,220 В,0.7 кВт,630 мм,256 мм,260 мм,,,,0,,,,17 кг,,Китай,от 7 до 8 циклов/мин.,настольный,,,205х160 мм,Да,180 мм,160 мм,Да,прямоугольная
