Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Управление
https://cdn.entero.ru/mp@2x/a1/72/a172e7e60c5b1c69469479d3d8b6d54c.jpg;https://cdn.entero.ru/mp@2x/a3/f6/a3f6a0d30aa264fd2b5d7e95ab667385.jpg;https://cdn.entero.ru/mp@2x/3d/5f/3d5f27eca49d1ebcebbb9d64e2a783be.jpg;https://cdn.entero.ru/mp@2x/52/78/52780e0842010ec24e4832627ab49d15.jpg,Дозатор дезинфицирующего средства ROAL ATD-01,н0000185542,3063,RUB,Да,ROAL,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/128333,"<p>Дозатор дезинфицирующего средства <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128333"">ROAL ATD-01</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, кинотеатрах, заправках, бизнес-центрах и в других местах с большой проходимостью для дозирования кожного антисептика жидкой формы. Модель оснащена вместительным баком для дезинфицируещего средства. Корпус выполнен из ударопрочного пластика.</p>

<p>В комплект поставки входят крепежные материалы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозатор устроен по принципу выдачи дезинфицируещего средства путем распыления</li>
<li>Закрывается на ключ</li>
<li>Устанавливается на высоте не менее 300 мм от поверхности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем бака: 1 л</li>
<li>Размер дозы: 1 мл</li>
<li>Дистанция срабатывания сенсора: от 60 до 100 мм</li>
<li>Питание: 4x C/LR14</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/250103"">AC/DC 6 В адаптер</a></li>
</ul>",128333,,,123 мм,102 мм,258 мм,,Китай,,,0,https://entero.ru/manuals/141059/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20ATD-01.pdf;https://entero.ru/manuals/141060/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/b1/81/b181446577868867a7bffdda8f1a3b04.jpg,"Дозатор жидкого мыла Puff 8705 антивандальный глянцевый, с ключом, 0.5 л",1402.008,3076,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172791,"<p>Антивандальный дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172791""><b class=""b"">Puff 8705 </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена окошком индикации наличия жидкости и удобной кнопкой. Корпус изготовлен из нержавеющей стали 304 с глянцевой поверхностью.</p>

<p>В комплект поставки входят набор крепежа, крепежная планка и ключ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, гель для душа, антисептик на гелевой основе без содержания спирта</li>
<li>Настенный монтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0.5 л</li>
<li>Дозировка при 1 нажатии: 1 мл</li>
</ul>",172791,,,105 мм,95 мм,155 мм,,Россия,,,0,,3894,,0.4 кг,подвесной,ручное
https://cdn.entero.ru/mp@2x/55/f2/55f27e4e39f3d27097db7b4d4f5dc6aa.jpg,"Дозатор жидкого мыла Puff 8608 антивандальный глянцевый, 0.8 л",1402.008,3473,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172786,"<p>Антивандальный дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172786""><b class=""b"">Puff 8608 </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена окошком индикации наличия жидкости и удобной кнопкой с носиком. Корпус изготовлен из нержавеющей стали 304 с глянцевой поверхностью.</p>

<p>В комплект поставки входят набор крепежа и крепежная планка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, гель для душа, антисептик на гелевой основе без содержания спирта</li>
<li>Настенный монтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0.8 л</li>
<li>Дозировка при 1 нажатии: 1 мл</li>
</ul>",172786,,,105 мм,110 мм,180 мм,,Россия,,,0,,4961,,0.4 кг,подвесной,ручное
https://cdn.entero.ru/mp@2x/f0/b2/f0b23cb5a5690e4dc2996a1a98845bba.jpg,"Дозатор жидкого мыла Puff 8608m антивандальный матовый, 0.8 л",1402.008,3473,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172803,"<p>Антивандальный дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172803""><b class=""b"">Puff 8608m </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена окошком индикации наличия жидкости и удобной кнопкой с носиком. Корпус изготовлен из нержавеющей стали 304 с матовой поверхностью.</p>

<p>В комплект поставки входят набор крепежа и крепежная планка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, гель для душа, антисептик на гелевой основе без содержания спирта</li>
<li>Настенный монтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0.8 л</li>
<li>Дозировка при 1 нажатии: 1 мл</li>
</ul>",172803,,,105 мм,110 мм,180 мм,,Россия,,,0,,4453,,0.47 кг,подвесной,ручное
https://cdn.entero.ru/mp@2x/7a/da/7adaf2c91b2908c7a992f737ff039b32.jpg,"Дозатор жидкого мыла Puff 8615m антивандальный матовый, 1 л",1402.008,3609,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172798,"<p>Антивандальный дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172798""><b class=""b"">Puff 8615m </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена окошком индикации наличия жидкости и удобной кнопкой c носиком. Корпус изготовлен из нержавеющей стали 304 с матовой поверхностью.</p>

<p>В комплект поставки входят набор крепежа и крепежная планка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, гель для душа, антисептик на гелевой основе без содержания спирта</li>
<li>Настенный монтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Дозировка при 1 нажатии: 1 мл</li>
</ul>",172798,,,125 мм,110 мм,210 мм,,Россия,,,0,,4749,,0.62 кг,подвесной,ручное
https://cdn.entero.ru/mp@2x/dc/3d/dc3deee6303f6db43088c5dcb37070e2.jpg,"Дозатор жидкого мыла Puff 8180 сенсорный, 0.6 л",1402.008,3743,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/172779,"<p>Автоматический сенсорный дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172779""><b class=""b"">Puff 8180 </b></a>предназначен для размещения и дозированной подачи жидкого мыла в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Модель оснащена датчиком приближения. Корпус изготовлен белого ударопрочного АБС-пластика.</p>

<p>В комплект поставки входит набор крепежа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расходный материал: жидкое мыло, гель для душа, антисептик на гелевой основе без содержания спирта</li>
<li>Прозрачная колба для индикации уровня жидкости</li>
<li>Настенный монтаж</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0.6 л</li>
<li>Источник питания: 4 батареи типа АА</li>
</ul>",172779,,,110 мм,100 мм,165 мм,,Россия,,,0,,4565,,0.48 кг,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/44/70/4470ab556ecab38229ccb1f25643439b.jpg,Дозатор для антисептика Merida ONE DEB402 картриджный,DEB402,3915,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/313292,"<p>Спрей-дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313292""><b class=""b"">Merida ONE DEB402 </b></a>предназначен для размещения и дозированной подачи жидких антисептиков в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и одноразовым картриджем. Корпус изготовлен из ударопрочного белого АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окошко для индикации уровня жидкости</li>
<li>Равномерное мелкодисперсное распыление</li>
<li>Подходит для применения людьми с ограниченными возможностями</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем картриджа: 1000 мл</li>
<li>Объем 1 порции: 0,5 мл</li>
</ul>",313292,,,154 мм,100 мм,280 мм,,Китай,,,0,,4894,,,подвесной,ручное
https://cdn.entero.ru/mp@2x/96/2e/962e37b85d2846ca079da40711485d28.jpg;https://cdn.entero.ru/mp@2x/29/76/297649cea770dd67279e74152dede3f8.jpg,Дозатор для антисептика Merida ПОПУЛЯРНЫЙ Д115 сенсорный,Д115,4206,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/171563,"<p>Сенсорный автоматический спрей-дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171563""><b class=""b"">Merida ПОПУЛЯРНЫЙ Д115 </b></a>предназначен для размещения и дозированной подачи жидких антисептиков в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой. Корпус изготовлен из ударопрочного белого АБС-пластика.</p>

<p>В комплект поставки входит набор для крепежа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окошко для индикации уровня жидкости</li>
<li>Равномерное мелкодисперсное распыление</li>
<li>Герметичная резьбовая пробка </li>
<li>Светодиодный индикатор готовности к работе и наличия препятствий</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем колбы: 1000 мл</li>
<li>Объем 1 порции: 1 мл</li>
<li>Интенсивность: 3 сек.</li>
<li>Источник питания: 4 батареи LR14 либо сетевой адаптер постоянного тока 6 В</li>
</ul>",171563,,,125 мм,120 мм,260 мм,,Китай,,,0,https://entero.ru/manuals/197497/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf;https://entero.ru/manuals/197505/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BA%20Merida%20%D0%9F%D0%9E%D0%9F%D0%A3%D0%9B%D0%AF%D0%A0%D0%9D%D0%AB%D0%99%20%D0%94115.pdf,,,2.3 кг,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/7c/8b/7c8b44f6bbf8a22093fe5045f3cc5a34.jpg,Дозатор для антисептика Merida HARMONY DHB403 сенсорный картриджный,DHB403,8774,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/171586,"<p>Сенсорный картриджный спрей-дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171586""><b class=""b"">Merida HARMONY DHB403 </b></a>предназначен для размещения и дозированной подачи жидкого антисептика в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой. Корпус изготовлен из ударопрочного белого АБС-пластика.</p>

<p>В комплект поставки входят ключ и набор для крепежа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удвоенная рассеивающая головка для максимальной площади распыления на две руки</li>
<li>Светодиодная индикация препятствий, готовности к работе и замене батарей</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем колбы: 1.2 л</li>
<li>Дальность датчика приближения: до 200 мм</li>
<li>Регулируемая дозировка порций: 1 и 2 мл</li>
<li>Источник питания: 4 алкалиновые батареи AA</li>
</ul>",171586,,,140 мм,114 мм,257 мм,,Китай,,,0,https://entero.ru/manuals/197553/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf;https://entero.ru/manuals/197554/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Merida%20HARMONY%20DHB403.pdf,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/93/e4/93e4668fb6d67a2e0ea90534a9c7db3d.jpg,Дозатор для антисептика Merida ONE DEB401,DEB401,8857,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/313294,"<p>Дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313294"">Merida ONE DEB401</a> </b>предназначен для размещения и дозированной подачи жидких антисептиков в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и одноразовым картриджем. Корпус изготовлен из ударопрочного белого АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Смотровое окошко для индикации уровня жидкости</li>
<li>Равномерное мелкодисперсное распыление</li>
<li>Подходит для применения людьми с ограниченными возможностями</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем картриджа: 1000 мл</li>
<li>Объем 1 порции: 0,8 мл</li>
</ul>",313294,,,154 мм,100 мм,280 мм,,,,,0,,,,,подвесной,сенсорное
https://cdn.entero.ru/mp@2x/d6/ae/d6ae06d607a38594967e7c242c2706c9.jpg;https://cdn.entero.ru/mp@2x/aa/8a/aa8a29dd8f648fb9e5246e0c9cec9ee2.jpg;https://cdn.entero.ru/mp@2x/a5/85/a58543f948e229accb03f829fb405d36.jpg;https://cdn.entero.ru/mp@2x/a2/bb/a2bbdc977e139ccddc566f45700818bb.jpg,Дезинфектор для рук Kocateq HS BIOPROTECT,32998,10535,RUB,Да,Kocateq,Профоборудование,Оборудование для дезинфекции и очистки,Дезинфекторы для рук,https://entero.ru/item/125363,"<p>Дезинфектор для рук <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125363"">Kocateq HS BIOPROTECT</a> </b>используется на предприятиях общественного питания и торговли, в производственных цехах, торговых центрах, отелях и других местах общественного пользования для бесконтактного дозирования антисептика для уничтожения вирусов, бактерий, грибковых инфекций и других микроорганизмов. Корпус выполнен из ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инжекторная система для бесконтактного покрытия рук антисептиком</li>
<li>Мощная форсунка для создания направленного аэрозольного облака</li>
<li>Аналоговая кнопка включения</li>
<li>Регулировка количества дезинфицирующего средства на порцию</li>
<li>Простое пополнение емкости через откручивающуюся крышку</li>
<li>Съемный пластиковый каплесборник для сбора дезинфицирующего средства</li>
<li>Максимальная продолжительность автоматической работы при нахождении рук в зоне действия: 9 циклов</li>
<li>Цикл: 1 сек. распыление - 3 сек. отключение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости: 1,6 л</li>
<li>Объем распыления: от 0,8 до 1,5 см<sup>3</sup></li>
</ul>",125363,220 В,0.02 кВт,252 мм,175 мм,520 мм,,Южная Корея,,,0,https://entero.ru/manuals/136428/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Kocateq%20HS%20BIOPROTECT.jpeg,11328,,,подвесной,сенсорное
