Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Материал,Цвет,Расходный материал
https://cdn.entero.ru/mp@2x/52/a1/52a16eeecb1d2c4617c2616a566afdf6.jpg;https://cdn.entero.ru/mp@2x/2d/1a/2d1ab0cd48b9cd9eea8e19e171297e98.jpg,Диспенсер туалетной бумаги Kimberly-Clark Scott Control 7046 рулонный с центральной подачей,"7046 для рулонной туалетной бумаги с центральной подачей, сверхкрупный, белый",7714,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175726,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175726""><b class=""b"">Kimerly-Clark Scott Control 7046 </b></a>предназначен для размещения и подачи рулонной туалетной бумаги в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена системой центральной подачи бумаги, скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полностью закрытая система для обеспечения высокого стандарта гигиены</li>
<li>Запатентованное устройство защиты от переполнения</li>
<li>Контролируемая система подачи бумаги строго по одному листу</li>
<li>Высокая прочность и огнеупорность</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Экологичность</li>
<li>Сертификаты качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке:319х139х333 мм</li>
</ul>",175726,313 мм,127 мм,307 мм,,,,0,,10567,0.99 кг,США,США,,пластик,белый,туалетная бумага
https://cdn.entero.ru/mp@2x/ff/58/ff583c3d357a26dd9028ea573b70fd10.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius 6954 листовой,"6954 для сложенных бумажных полотенец, С-образное сложение, белый",8144,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175627,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175627""><b class=""b"">Kimerly-Clark Aquarius 6954 </b></a>предназначен для размещения и подачи листовых бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>​С-образное сложение</li>
<li>Бесконтактная выдача для поддержания высокого уровня гигиены</li>
<li>Система для рулонных полотенец с высокой емкостью</li>
<li>Запатентованное устройство защиты от переполнения</li>
<li>Система контролируемой подачи бумаги строго по одному листу</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Долговечность и экологичность</li>
<li>Сертификат качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина подачи листа: 300 мм</li>
<li>Габариты в упаковке: 420х320х151 мм</li>
</ul>",175627,317 мм,147 мм,407 мм,,,,0,,,1.51 кг,США,США,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/ec/d8/ecd83bd6eed4417862188b9618c1ed4a.jpg;https://cdn.entero.ru/mp@2x/c3/c0/c3c0f7009f9405947be27c231bb0195d.jpg;https://cdn.entero.ru/mp@2x/cd/84/cd8480e0d01f15edd79b8272fbf2e6e9.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius 7171 листовой,"7171 для сложенных бумажных полотенец, черный",10071,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175748,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175748""><b class=""b"">Kimerly-Clark Aquarius 7171 </b></a>предназначен для размещения и подачи листовых бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика черного цвета.</p>

<p>Диспенсер подходит для использования со сложенными листовыми полотенцами <a href=""http://entero.ru/item/175063"">6617</a>, <a href=""http://entero.ru/item/174922"">6689</a>, <a href=""http://entero.ru/item/174981"">6633</a>, <a href=""http://entero.ru/item/174991"">6789</a>, 6669, 6682, 6778, <a href=""http://entero.ru/item/174995"">6710</a>. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Система подачи бумаги строго по одному листу</li>
<li>Запатентованное устройство защиты от переполнения </li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Полностью закрытая система для обеспечения высокого стандарта гигиены</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Сертификат качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительная информация: </b></p>

<ul>
<li>Габариты в упаковке: 274х147х418 мм</li>
</ul>",175748,265 мм,136 мм,399 мм,,,,0,,10947,1.13 кг,США,США,,пластик,черный,бумажные полотенца
https://cdn.entero.ru/mp@2x/22/a0/22a056096aa3582bc2d5614ec00e3899.jpg;https://cdn.entero.ru/mp@2x/87/78/8778f294f8fb716fabe02475f4207373.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius Slimroll 7955 рулонный,"7955 для рулонных бумажных полотенец, белый",12201,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/176063,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176063""><b class=""b"">Kimerly-Clark Aquarius Slimroll 7955 </b></a>предназначен для размещения и подачи рулонных бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена блокировочной кнопкой или ключом, дополнительной втулкой, скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS-пластика белого цвета.</p>

<p>Диспенсер подходит для использования с рулонными бумажными полотенцами <a href=""http://entero.ru/item/176091"">6621</a>, <a href=""http://entero.ru/item/176096"">6695</a>, <a href=""http://entero.ru/item/176100"">6696</a>, <a href=""http://entero.ru/item/176107"">6781</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокий стандарт гигиены</li>
<li>Улучшенная подача полотенец с отсутствием трения и меньшим тянущим усилием</li>
<li>Система подачи бумаги строго по одному листу</li>
<li>Технология бесперебойной подачи материала</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Сертификат качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина подачи листа: 250 мм</li>
<li>Вместительность рулона: до 350 м</li>
<li>Подача листов: до 1400 листов</li>
<li>Габариты в упаковке: 436х331х252 мм</li>
</ul>",176063,297 мм,192 мм,324 мм,,,,0,,12980,2.3 кг,США,США,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/50/17/5017edfbf03271e9e04dbec153540b69.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius Slimroll 7956 рулонный,"7956 для рулонных бумажных полотенец, черный",12201,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/176065,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176065""><b class=""b"">Kimerly-Clark Aquarius Slimroll 7956 </b></a>предназначен для размещения и подачи рулонных бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена блокировочной кнопкой или ключом, дополнительной втулкой, скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS-пластика черного цвета.</p>

<p>Диспенсер подходит для использования с рулонными бумажными полотенцами <a href=""http://entero.ru/item/176091"">6621</a>, <a href=""http://entero.ru/item/176096"">6695</a>, <a href=""http://entero.ru/item/176100"">6696</a>, <a href=""http://entero.ru/item/176107"">6781</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокий стандарт гигиены</li>
<li>Улучшенная подача полотенец с отсутствием трения и меньшим тянущим усилием</li>
<li>Система подачи бумаги строго по одному листу</li>
<li>Технология бесперебойной подачи материала</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Сертификат качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина подачи листа: 250 мм</li>
<li>Вместительность рулона: до 350 м</li>
<li>Подача листов: до 1400 листов</li>
<li>Габариты в упаковке: 307х371х224 мм</li>
</ul>",176065,297 мм,192 мм,324 мм,,,,0,,,2.3 кг,США,США,,пластик,черный,бумажные полотенца
https://cdn.entero.ru/mp@2x/c2/8f/c28f0888a182985b8d5aafecfe816abc.jpg;https://cdn.entero.ru/mp@2x/3d/24/3d24b7462ca3c1c1c1ec4ddea3f3ef85.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius Slimroll 6953 рулонный,"6953 для рулонных бумажных полотенец, белый",12651,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175595,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175595""><b class=""b"">Kimerly-Clark Aquarius Slimroll 6953 </b></a>предназначен для размещения и подачи рулонных бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система для рулонных полотенец с высокой емкостью</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Компактность</li>
</ul>",175595,318 мм,191 мм,343 мм,,,,0,,13178,2.77 кг,США,США,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/f9/a8/f9a8f861127d3a118ae1cd72b1e3f8aa.jpg;https://cdn.entero.ru/mp@2x/5e/66/5e66ef35ad42bee331982f1bedb18fd5.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius 6959 рулонный,"6959 для рулонных бумажных полотенец, белый",12820,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175654,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175654""><b class=""b"">Kimerly-Clark Aquarius 6959 </b></a>предназначен для размещения и подачи рулонных бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена скрытым замком, окошком для контроля над наличием расходного материала и вытяжным механизмом извлечения полотенца. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесконтактная выдача для поддержания высокого уровня гигиены</li>
<li>Острые зубцы для обеспечения аккуратного извлечения</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Компактность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина подачи листа: 300 мм</li>
</ul>",175654,430 мм,330 мм,240 мм,,,,0,,,,США,США,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/ea/61/ea6157e06fee07d0fac623628e45b560.jpg,Диспенсер гигиенических покрытий на унитаз Merida STELLA R GSA001.R (нерж. сталь) Anti Finger,GSA001.R,13597,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/357036,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357036""><b class=""b"">Merida STELLA R GSA001.R</b></a> предназначен для размещения и подачи гигиенических покрытий на унитаз в общественных санитарных узлах гостиниц, вокзалов, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и фронтальным прямоугольным отверстием для выдачи. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали марки AISI 304 с обработанной против отпечатков пальцев поверхностью Anti Finger, упаковка – гофрокороб.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Барабанный замок заподлицо с поверхностью, скрытые петли и зашлифованные сварные соединения боковых стенок</li>
<li>Настенный монтаж</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Тип сложения гигиенических покрытий: 1/4</li>
<li>Максимальная вместимость: 100 шт.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",357036,220 мм,40 мм,285 мм,,,,0,https://entero.ru/manuals/456412/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20GSA001.R.jpg,14620,,,Польша,,нерж. сталь,нержавеющая сталь,гигиенические покрытия на унитаз
https://cdn.entero.ru/mp@2x/35/88/3588aefad2332e5b00ad17995a01b9cd.jpg,Диспенсер листовых бумажных полотенец Merida STELLA R MAXI WHITE ASB101.R V-сложение (нерж. сталь) белый,ASB101.R,14144,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354924,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354924""><b class=""b"">Merida STELLA R MAXI WHITE ASB101.R</b></a> предназначен для размещения и дозированной подачи листовых бумажных полотенец V-сложения в общественных санитарных узлах гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали марки AISI304 с матовым покрытием порошковой краской белого цвета, упаковка – из гофрокартона. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующее отверстие специальной формы для точного и экономного полистового расхода</li>
<li>Окошко для визуального контроля наличия бумаги</li>
<li>Барабанный замок</li>
<li>Антивандальная конструкция</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная вместимость: 500 шт.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",354924,265 мм,120 мм,265 мм,,,,0,https://entero.ru/manuals/449940/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20MAXI%20ASB101.R.jpg,14888,,,,,нерж. сталь,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/fb/97/fb97c30f13b4084b23a0a998876dd144.jpg,Контейнер для диспенсера освежителя воздуха Merida STELLA R BLACK GSC018.R (нерж. сталь) черный,GSC018.R,15334,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/357039,"<p>Контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357039""><b class=""b"">Merida STELLA R BLACK GSC018.R</b></a> предназначен для размещения электронного диспенсера освежителя воздуха серий <a href=""https://entero.ru/search.php?text=%D0%9E%D1%81%D0%B2%D0%B5%D0%B6%D0%B8%D1%82%D0%B5%D0%BB%D1%8C+%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85%D0%B0+Merida+HARMONY"">HARMONY</a> и <a href=""https://entero.ru/search.php?text=%D0%9E%D1%81%D0%B2%D0%B5%D0%B6%D0%B8%D1%82%D0%B5%D0%BB%D1%8C+%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85%D0%B0+Merida+ONE"">ONE</a> в общественных санитарных узлах гостиниц, вокзалов, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ крышкой и расположенными на наклонной фронтальной панели отверстиями для подачи и индикации. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали марки AISI 304 с матовым покрытием черной порошковой краской, упаковка – гофрокороб.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Антивандальная конструкция</li>
<li>Барабанный замок заподлицо с поверхностью, скрытые петли и зашлифованные сварные соединения боковых стенок</li>
<li>Настенный монтаж</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>",357039,118 мм,78 мм,230 мм,,,,0,https://entero.ru/manuals/456560/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20BLACK%20GSC018.R.jpg,,0.84 кг,,,,нерж. сталь,черный,освежитель воздуха
https://cdn.entero.ru/mp@2x/6a/e2/6ae2e66dda435e3201092054f01bda42.jpg;https://cdn.entero.ru/mp@2x/d6/f1/d6f148de1531590b0b371e816e4f8d9b.jpg;https://cdn.entero.ru/mp@2x/ea/de/eadee776e2a1e3b1e8f53ddcd22413a2.jpg;https://cdn.entero.ru/mp@2x/57/cd/57cd0d68bad0e39eeb12297812f196fd.jpg;https://cdn.entero.ru/mp@2x/46/30/4630fed3f5bdaf871112c097c17df405.jpg;https://cdn.entero.ru/mp@2x/bf/57/bf57ba39d79da6a511db79b90de016b4.jpg;https://cdn.entero.ru/mp@2x/3b/3a/3b3a5225a2798a42457a799b7b79bcf1.jpg;https://cdn.entero.ru/mp@2x/aa/4e/aa4eafe8822387e1993164a19f499d5f.jpg;https://cdn.entero.ru/mp@2x/e1/90/e1901b03e4085c3a2d3a83300e08d3d3.jpg;https://cdn.entero.ru/mp@2x/91/29/9129b9f6e2843be88567567bd71026fc.jpg,Диспенсер для бумажных полотенец Puff 4110,Puff-4110,15707,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/196405,"<p>Автоматический диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/196405"">Puff 4110</a> </b>предназначен для гигиеничного размещения и дозированной подачи бумажных полотенец в санитарных узлах офисов, гостиниц, предприятий общественного питания, медицинских учреждений и других мест средней проходимости. Корпус выполнен из ударопрочного белого АБС-пластика.</p>

<p>В комплект поставки входит набор крепежа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сенсорное управление</li>
<li>Расходный материал: рулонные полотенца</li>
<li>Корпус запирается на ключ</li>
<li>Питание от электросети или батареек</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина рулона: до 210 мм</li>
<li>Питание: 4х 1,5 В типа D / 220 В</li>
</ul>",196405,285 мм,200 мм,365 мм,,,,0,https://entero.ru/manuals/228815/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Puff%204110.jpg,17073,2.55 кг,,Россия,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/9b/0a/9b0a1b921684481c841ef63ba47e297f.jpg,Диспенсер бумажных полотенец Kimberly-Clark Professional Pop-Up 9924 настольный листовой,"9924 для сложенных бумажных полотенец, серебристый",16071,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/176306,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176306""><b class=""b"">Kimerly-Clark Professional Pop-Up 9924 </b></a>предназначен для размещения и подачи листовых бумажных полотенец в престижных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Премиальное качество</li>
<li>Высокий стандарт гигиены</li>
<li>Система подачи строго по одному листу</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Предотвращение попадания грязи в соединительные швы</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Стандарты качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 330х280х165 мм</li>
</ul>",176306,147 мм,137 мм,251 мм,,,,0,,17097,1.5 кг,США,США,,нерж. сталь,серебряный,бумажные полотенца
https://cdn.entero.ru/mp@2x/10/d0/10d00870235750ae3bb1d056526eb19f.jpg,Диспенсер туалетной бумаги Merida STELLA R DUO BLACK BSC202.R (нерж. сталь) черный,BSC202.R,20108,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354936,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354936""><b class=""b"">Merida STELLA R DUO BSC202.R</b></a> предназначен для размещения и подачи рулонной туалетной бумаги в общественных санитарных узлах гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемым на ключ барабанным замком и удобным окошком индикации наличия бумаги. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали с матовым покрытием порошковой краской черного цвета, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность установки 2 рулонов бумаги</li>
<li>Окошко для визуального контроля наличия бумаги</li>
<li>Барабанный замок</li>
<li>Антивандальная конструкция</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальный диаметр втулки: 55 мм</li>
<li>Максимальный диаметр рулона в завимимости от количества:
<ul>
<li>1: 220 мм</li>
<li>2: 100 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",354936,330 мм,110 мм,290 мм,,,,0,https://entero.ru/manuals/449953/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20DUO%20BSC202.R.jpg,21391,,,,,нерж. сталь,черный,туалетная бумага
https://cdn.entero.ru/mp@2x/ff/95/ff957ed28662e7c054b7fee841ed9ed6.jpg;https://cdn.entero.ru/mp@2x/8e/9c/8e9c04a90eac9253f7eb72aff16e3576.jpg;https://cdn.entero.ru/mp@2x/3e/2c/3e2c1b2c88254bd8bbde7c3b18744378.jpg,"Диспенсер бумажных полотенец Kimberly-Clark Professional 9960 сенсорный, рулонный","9960 для рулонных бумажных полотенец, сенсорный, белый",23777,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/176311,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176311""><b class=""b"">Kimerly-Clark Professional 9960 </b></a>предназначен для подачи рулонных бумажных полотенец в престижных санитарных узлах офисов, предприятий общепита и отелей большой проходимости. Модель оснащена замком с ключом, интеллектуальным датчиком распознавания рук, световым индикатором степени заряда батареи, световым индикатором наличия полотенец, датчиком контроля интервалов и длины листа, переключателем для установки времени задержки подачи листа и окошком для контроля наличия расходного материала. Корпус выполнен из ударопрочного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Премиальное качество</li>
<li>Высокий стандарт гигиены</li>
<li>Регулируемые настройки длины подачи листа и интервала</li>
<li>Большая вместимость</li>
<li>Бесконтактная подача полотенец</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладка глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Бесшумная работа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Регулировка длины листа: 200, 280, 360 мм</li>
<li>Время задержки подачи листа: 0.5, 1.0, 2.0 сек</li>
</ul>",176311,320 мм,255 мм,410 мм,,,,0,,,3.91 кг,,,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/cf/c4/cfc408c0d0413ef5e15d246127e0d292.jpg;https://cdn.entero.ru/mp@2x/7b/40/7b405e35af0d1f167019060a57cfadc1.jpg;https://cdn.entero.ru/mp@2x/35/d3/35d35fe230acc5e2554365203b51e8a5.jpg,"Диспенсер для бумажных полотенец EMCO System 2 черный, хром",3549 001 00,43313,RUB,Нет,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/301492,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301492""><b class=""b"">Emco System 2 </b></a>предназначен для размещения и подачи листовых бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Серия <a href=""https://entero.ru/search.php?text=emco+system+2"">System 2</a> отличается современным дизайном и отлично впишется в интерьер любой ванной комнаты.Модель оснащена окошком для контроля над наличием расходного материала, имеет скрытые крепления и монтируется к стене. Корпус выполнен из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Современный дизайн</li>
<li>Глянцевая поверхность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между крепежными отверстиями: 170 мм</li>
<li>Цвет: черный, хром</li>
</ul>",301492,330 мм,133 мм,333 мм,,,,0,,,,Германия,,,,металл,бумажные полотенца
