Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Вес (с упаковкой),Ширина ленты,Встраиваемый,Тип печати,Количество строк,Счетчик изделий
https://cdn.entero.ru/mp@2x/d9/01/d9017e14c21337c445ce53d89fbdb419.jpg;https://cdn.entero.ru/mp@2x/ca/ac/caacb0d7d00373a88bc407db7e4579c6.jpg;https://cdn.entero.ru/mp@2x/ab/64/ab64918c49943f9efa6835a6cfe093a8.jpg;https://cdn.entero.ru/mp@2x/9a/88/9a8848d4d65d62da0343d9950797bda4.jpg,Принтер каплеструйный МАГИКОН MAG G10-1,Принтер каплеструйный МАГИКОН MAG G10-1,105746,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/308552,"<p>Каплеструйный принтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308552""><b class=""b"">МАГИКОН MAG G10-1</b></a> используется на производствах, предприятиях торговли и услуг, в логистических компаниях для печати на камне, картоне, металле, МДФ, дереве, пластике и других материалах. Модель оснащена креплением для установки 1 картриджа, 10"" цветным сенсорным дисплеем управления и поворотной рамой, обеспечивающей установку принтера для горизонтального или вертикального нанесения печати. Корпус выполнен из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Чернила: на водной основе / сольвентные чернила / чувствительные к УФ чернила</li>
<li>Тип картриджа (взаимозаменяемые): 1/2"" (12,7 мм) / 1"" (25,4 мм)</li>
<li>Цвет печати в зависимости от цвета чернил в картридже (черный / красный / синий / желтый / зеленый / белый)</li>
<li>Автоматический подсчет остатка чернил</li>
<li>Содержание печати: мультиязычный текст, дата, графические объекты, штрих-код, GS1 код, двухмерный код, счетчик, Shift, переменные величины</li>
<li>Тип кода: Code 39，Code 128，UPCA，N8，EAN13，DataMatrix，EAN14，UPCE，INT25，ITF14， Code 93，PDF417，Aztec Code，GS1-QRcode，Grid Matrix, Code11，Code 39+，Code16k，Code49， Flattermarken，VIN，NVE-18，MicroPDF417，MicroQRCode，GS1 DataBar-14，GS1DataBar-Exp， GS1 Data Bar-Ltd，GS1-DataBar-Stack，GS1-DataBar-Stack-Omni，GS1-DataBar-Exp-Stack，GS1-EAN128，GS1-DM и прочие в зависимости от требований заказчика</li>
<li>Рабочая система: Android / Linux</li>
<li>Поддерживаемые языки экрана: русский и 20+ языков</li>
<li>Поддерживаемый формат файлов: MS Excel, MS Access, SQL2000, SQL2005, SQL2008 и другие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разрешение:
<ul>
<li>Вертикальное: 300 dpi</li>
<li>Горизонтальное: 600/300/200 dpi</li>
</ul>
</li>
<li>Максимальная скорость печати:
<ul>
<li>200х300 dpi: 539 м/мин.</li>
<li>300х300 dpi: 130 м/мин.</li>
<li>600х300 dpi: 60 м/мин.</li>
</ul>
</li>
<li>Ширина печати (в зависимости от картриджа): 12,7 мм / 25,4 мм</li>
<li>Расстояние взаимного расположения принтера и поверхности: от 2 до 5 мм</li>
<li>Габариты в упаковке: 415х280х265 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Энкодер для совмещения работы принтера с действующей производственной линией</li>
</ul>",308552,автоматический,220 В,0.032 кВт,,,,,,,0,,111312,4.2 кг,,Китай,,5.9 кг,,,,,
https://cdn.entero.ru/mp@2x/bf/37/bf37105629fed74dafa300a4d3b0d395.jpg;https://cdn.entero.ru/mp@2x/ef/e4/efe40897115068a1429c40514d59dc1a.jpg,Датер Hualian MY-420A,(420А(нерж.)),123280,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/93554,"<p>Автоматический датер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93554"">Hualian MY-420A</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для нанесения печати на упаковочные материалы. Модель оснащена регулировкой температуры и области печати, фотодатчиком, счетчиком готовых изделий и подвижной печатающей головкой. Для печати на картоне датер можно использовать без расходного материала. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит стандартный комплект литер, включающий в себя цифры от ""0"" до ""9"" (от 4 до 12 шт. каждого символа) с T-расположением символов для горизонтальной печати.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер литер: 2x1,5 (8PT), 2,5x2 (9PT), 3x3 (10,5PT), 4x2.5 (18PT) мм</li>
<li>Размер объекта:
<ul>
<li>Длина: от 60 до 600 мм</li>
<li>Ширина: от 50 до 420 мм</li>
<li>Толщина: от 0,05 до 3 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>R-расположение символов для вертикальной печати</li>
</ul>",93554,автоматический,220 В,0.23 кВт,430 мм,565 мм,310 мм,,,,0,,132559,33 кг,,Китай,300 шт/мин.,,,,твердые чернила,,
https://cdn.entero.ru/mp@2x/ad/95/ad9561c612f211399ba8a1c329c3d337.jpg;https://cdn.entero.ru/mp@2x/61/da/61da7168f7c9fb679ffc5cbbd5112a97.jpg;https://cdn.entero.ru/mp@2x/e1/9c/e19c64c7bccdd6072c361662e3a4211c.jpg,Принтер каплеструйный МАГИКОН MAG G10-2,Принтер каплеструйный МАГИКОН MAG G10-2,142530,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/308586,"<p>Каплеструйный принтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308586""><b class=""b"">МАГИКОН MAG G10-2</b></a> используется на производствах, предприятиях торговли и услуг, в логистических компаниях для печати на камне, картоне, металле, МДФ, дереве, пластике и других материалах. Модель оснащена 2 печатающими головками, креплением для одновременной установки 2 картриджей, 10"" цветным сенсорным дисплеем управления и поворотной рамой, обеспечивающей установку принтера для горизонтального или вертикального нанесения печати. Корпус выполнен из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Чернила: на водной основе / сольвентные чернила / чувствительные к УФ чернила</li>
<li>Тип картриджа (взаимозаменяемые): 1/2"" (12,7 мм) / 1"" (25,4 мм)</li>
<li>Цвет печати в зависимости от цвета чернил в картридже (черный / красный / синий / желтый / зеленый / белый)</li>
<li>Автоматический подсчет остатка чернил</li>
<li>Содержание печати: мультиязычный текст, дата, графические объекты, штрих-код, GS1 код, двухмерный код, счетчик, Shift, переменные величины</li>
<li>Тип кода: Code 39，Code 128，UPCA，N8，EAN13，DataMatrix，EAN14，UPCE，INT25，ITF14， Code 93，PDF417，Aztec Code，GS1-QRcode，Grid Matrix, Code11，Code 39+，Code16k，Code49， Flattermarken，VIN，NVE-18，MicroPDF417，MicroQRCode，GS1 DataBar-14，GS1DataBar-Exp， GS1 Data Bar-Ltd，GS1-DataBar-Stack，GS1-DataBar-Stack-Omni，GS1-DataBar-Exp-Stack，GS1-EAN128，GS1-DM и прочие в зависимости от требований заказчика</li>
<li>Рабочая система: Android / Linux</li>
<li>Поддерживаемые языки экрана: русский и 20+ языков</li>
<li>Поддерживаемый формат файлов: MS Excel, MS Access, SQL2000, SQL2005, SQL2008 и другие</li>
<li>Энкодер для совмещения работы принтера с действующей производственной линией</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разрешение:
<ul>
<li>Вертикальное: 300 dpi</li>
<li>Горизонтальное: 600/300/200 dpi</li>
</ul>
</li>
<li>Максимальная скорость печати:
<ul>
<li>200х300 dpi: 539 м/мин.</li>
<li>300х300 dpi: 130 м/мин.</li>
<li>600х300 dpi: 60 м/мин.</li>
</ul>
</li>
<li>Ширина печати (в зависимости от картриджей): от 25,4 до 50,8 мм</li>
<li>Расстояние взаимного расположения принтера и поверхности: от 2 до 5 мм</li>
<li>Габариты в упаковке: 415х280х265 мм</li>
</ul>",308586,автоматический,220 В,0.032 кВт,,,,,,,0,,151628,4.3 кг,,Китай,,5.9 кг,,,,,
https://cdn.entero.ru/mp@2x/76/bd/76bd7c351e90ad18fc0a113f30a7b8cf.jpg;https://cdn.entero.ru/mp@2x/ee/9d/ee9d111c843cb30b5242a968a731eba7.jpg;https://cdn.entero.ru/mp@2x/39/ae/39ae66f48defc67080def2a701ddb607.jpg,Принтер каплеструйный МАГИКОН MAG G10-3,Принтер каплеструйный МАГИКОН MAG G10-3,179313,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/308587,"<p>Каплеструйный принтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308587""><b class=""b"">МАГИКОН MAG G10-3</b></a> используется на производствах, предприятиях торговли и услуг, в логистических компаниях для печати на камне, картоне, металле, МДФ, дереве, пластике и других материалах. Модель оснащена 3 печатающими головками, креплением для одновременной установки 3 картриджей, 10"" цветным сенсорным дисплеем управления и поворотной рамой, обеспечивающей установку принтера для горизонтального или вертикального нанесения печати. Корпус выполнен из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Чернила: на водной основе / сольвентные чернила / чувствительные к УФ чернила</li>
<li>Тип картриджа (взаимозаменяемые): 1/2"" (12,7 мм) / 1"" (25,4 мм)</li>
<li>Цвет печати в зависимости от цвета чернил в картридже (черный / красный / синий / желтый / зеленый / белый)</li>
<li>Автоматический подсчет остатка чернил</li>
<li>Содержание печати: мультиязычный текст, дата, графические объекты, штрих-код, GS1 код, двухмерный код, счетчик, Shift, переменные величины</li>
<li>Тип кода: Code 39，Code 128，UPCA，N8，EAN13，DataMatrix，EAN14，UPCE，INT25，ITF14， Code 93，PDF417，Aztec Code，GS1-QRcode，Grid Matrix, Code11，Code 39+，Code16k，Code49， Flattermarken，VIN，NVE-18，MicroPDF417，MicroQRCode，GS1 DataBar-14，GS1DataBar-Exp， GS1 Data Bar-Ltd，GS1-DataBar-Stack，GS1-DataBar-Stack-Omni，GS1-DataBar-Exp-Stack，GS1-EAN128，GS1-DM и прочие в зависимости от требований заказчика</li>
<li>Рабочая система: Android / Linux</li>
<li>Поддерживаемые языки экрана: русский и 20+ языков</li>
<li>Поддерживаемый формат файлов: MS Excel, MS Access, SQL2000, SQL2005, SQL2008 и другие</li>
<li>Энкодер для совмещения работы принтера с действующей производственной линией</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разрешение:
<ul>
<li>Вертикальное: 300 dpi</li>
<li>Горизонтальное: 600/300/200 dpi</li>
</ul>
</li>
<li>Максимальная скорость печати:
<ul>
<li>200х300 dpi: 539 м/мин.</li>
<li>300х300 dpi: 130 м/мин.</li>
<li>600х300 dpi: 60 м/мин.</li>
</ul>
</li>
<li>Ширина печати (в зависимости от картриджей): от 37 до 75 мм</li>
<li>Расстояние взаимного расположения принтера и поверхности: от 2 до 5 мм</li>
<li>Габариты в упаковке: 415х280х265 мм</li>
</ul>",308587,автоматический,220 В,0.032 кВт,135 мм,100 мм,205 мм,,,,0,,194905,4.3 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/f6/2a/f62a53f7bf617be485f0171d323264cf.jpg;https://cdn.entero.ru/mp@2x/36/8a/368a05a7d95665ac529a537edc9a36e4.jpg;https://cdn.entero.ru/mp@2x/3b/94/3b942d76cb71b607f6d011565a8bfcc6.jpg;https://cdn.entero.ru/mp@2x/e4/a8/e4a812c7ebef1edac30a8a67370cf942.jpg;https://cdn.entero.ru/mp@2x/3d/1f/3d1f92b3bd8b29df41184c4f4f2c5055.jpg,Принтер каплеструйный МАГИКОН MAG G10-4,Принтер каплеструйный МАГИКОН MAG G10-4,216096,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/308588,"<p>Каплеструйный принтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308588""><b class=""b"">МАГИКОН MAG G10-4</b></a> используется на производствах, предприятиях торговли и услуг, в логистических компаниях для печати на камне, картоне, металле, МДФ, дереве, пластике и других материалах. Модель оснащена 4 печатающими головками, креплением для одновременной установки 4 картриджей, 10"" цветным сенсорным дисплеем управления и поворотной рамой, обеспечивающей установку принтера для горизонтального или вертикального нанесения печати. Корпус выполнен из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Чернила: на водной основе / сольвентные чернила / чувствительные к УФ чернила</li>
<li>Тип картриджа (взаимозаменяемые): 1/2"" (12,7 мм) / 1"" (25,4 мм)</li>
<li>Цвет печати в зависимости от цвета чернил в картридже (черный / красный / синий / желтый / зеленый / белый)</li>
<li>Автоматический подсчет остатка чернил</li>
<li>Содержание печати: мультиязычный текст, дата, графические объекты, штрих-код, GS1 код, двухмерный код, счетчик, Shift, переменные величины</li>
<li>Тип кода: Code 39，Code 128，UPCA，N8，EAN13，DataMatrix，EAN14，UPCE，INT25，ITF14， Code 93，PDF417，Aztec Code，GS1-QRcode，Grid Matrix, Code11，Code 39+，Code16k，Code49， Flattermarken，VIN，NVE-18，MicroPDF417，MicroQRCode，GS1 DataBar-14，GS1DataBar-Exp， GS1 Data Bar-Ltd，GS1-DataBar-Stack，GS1-DataBar-Stack-Omni，GS1-DataBar-Exp-Stack，GS1-EAN128，GS1-DM и прочие в зависимости от требований заказчика</li>
<li>Рабочая система: Android / Linux</li>
<li>Поддерживаемые языки экрана: русский и 20+ языков</li>
<li>Поддерживаемый формат файлов: MS Excel, MS Access, SQL2000, SQL2005, SQL2008 и другие</li>
<li>Энкодер для совмещения работы принтера с действующей производственной линией</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разрешение:
<ul>
<li>Вертикальное: 300 dpi</li>
<li>Горизонтальное: 600/300/200 dpi</li>
</ul>
</li>
<li>Максимальная скорость печати:
<ul>
<li>200х300 dpi: 539 м/мин.</li>
<li>300х300 dpi: 130 м/мин.</li>
<li>600х300 dpi: 60 м/мин.</li>
</ul>
</li>
<li>Ширина печати (в зависимости от картриджей): от 50 до 100 мм</li>
<li>Расстояние взаимного расположения принтера и поверхности: от 2 до 5 мм</li>
<li>Габариты в упаковке: 415х280х265 мм</li>
</ul>",308588,автоматический,220 В,0.032 кВт,,,,,,,0,,225100,4.4 кг,,Китай,,5.9 кг,,,,,
https://cdn.entero.ru/mp@2x/50/a0/50a0035242c74b1c7d128b421e0dd801.jpg;https://cdn.entero.ru/mp@2x/1a/1b/1a1b0125482fe2b5e96435dea979c1ea.jpg,Принтер МАГИКОН D05S (непрерывного действия 430 мм),Magikon D05S,499745,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/315044,"<p>Термотрансферный принтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315044""><b class=""b"">МАГИКОН D05S </b></a>используется совмествно с вертикальными упаковочными машинами для нанесения маркировки на упаковочную пленку на предприятиях общественного питания и торговли, в логистических компаниях. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Перенос информации на пленку путем плавления чернил на основе воска или смолы </li>
<li>Чернила в виде тонкого слоя находятся на полиэфирной пленке, намотанной на рибоне</li>
<li>Подходит для штрих-кодов, QR-кодов, даты, номера партии, небольших рисунков, печати логотипа и других изображений</li>
<li>Качество и четкость изображения, устойчивость к выцветанию </li>
<li>Интерфейс панели управления принтером полностью русифицирован</li>
<li>Печатающая головка: Kyocera</li>
<li>Интерфейс: USB</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разрешение печати: 300 DPI</li>
<li>Энергопотребление: 0.15 кВт</li>
<li>Ширина рамы: 430 мм</li>
<li>Зона печати: 53x72 мм</li>
<li>Макс. длина ленты: 600 мм</li>
<li>Ширина ленты: 25 - 55 мм</li>
<li>Скорость печати: до 300 печатей в минуту</li>
<li>Подача воздуха: 6 Бар/ 90 Макс.</li>
<li>Цвет: фиолетовый</li>
</ul>",315044,,220 В,,210 мм,210 мм,180 мм,,,,0,,,9.5 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/df/9a/df9acbdf0a31fec4c2d440379ec2fa7b.jpg;https://cdn.entero.ru/mp@2x/e7/74/e774df442acf942099bf43034fad2a0c.jpg,Принтер МАГИКОН D05S (непрерывного действия 600 мм),Magikon D05S,518503,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/315045,"<p>Термотрансферный принтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315045""><b class=""b"">МАГИКОН D05S </b></a>используется совмествно с горизонтальными упаковочными машинами для нанесения маркировки на упаковочную пленку на предприятиях общественного питания и торговли, в логистических компаниях. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Перенос информации на пленку путем плавления чернил на основе воска или смолы </li>
<li>Чернила в виде тонкого слоя находятся на полиэфирной пленке, намотанной на рибоне</li>
<li>Подходит для штрих-кодов, QR-кодов, даты, номера партии, небольших рисунков, печати логотипа и других изображений</li>
<li>Качество и четкость изображения, устойчивость к выцветанию </li>
<li>Интерфейс панели управления принтером полностью русифицирован</li>
<li>Печатающая головка: Kyocera</li>
<li>Интерфейс: USB</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разрешение печати: 300 DPI</li>
<li>Энергопотребление: 0.15 кВт</li>
<li>Ширина рамы: 600 мм</li>
<li>Зона печати: 53x100 мм</li>
<li>Макс. длина ленты: 600 мм</li>
<li>Ширина ленты: 25 - 55 мм</li>
<li>Скорость печати: макс. 36 м./мин</li>
<li>Подача воздуха: 6 Бар/ 90 Макс.</li>
<li>Цвет: фиолетовый</li>
</ul>",315045,,220 В,,210 мм,210 мм,180 мм,,,,0,,,9.5 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/8f/3b/8f3b12a1d106d02992dbfba200dacf7c.jpg;https://cdn.entero.ru/mp@2x/6e/ce/6ece5c80351c79a462323265bc42fdf6.jpg,Принтер МАГИКОН D05S (непрерывного действия 528 мм),Magikon D05S,522652,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/198176,"<p>Термотрансферный принтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198176""><b class=""b"">МАГИКОН D05S </b></a>используется совмествно с горизонтальными упаковочными машинами для нанесения маркировки на упаковочную пленку на предприятиях общественного питания и торговли, в логистических компаниях. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Перенос информации на пленку путем плавления чернил на основе воска или смолы </li>
<li>Чернила в виде тонкого слоя находятся на полиэфирной пленке, намотанной на рибоне</li>
<li>Подходит для штрих-кодов, QR-кодов, даты, номера партии, небольших рисунков, печати логотипа и других изображений</li>
<li>Качество и четкость изображения, устойчивость к выцветанию </li>
<li>Интерфейс панели управления принтером полностью русифицирован</li>
<li>Печатающая головка: Kyocera</li>
<li>Интерфейс: USB</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разрешение печати: 300 DPI</li>
<li>Энергопотребление: 0.15 кВт</li>
<li>Ширина рамы: 528 мм</li>
<li>Зона печати: 53x100 мм</li>
<li>Макс. длина ленты: 600 мм</li>
<li>Ширина ленты: 25 - 55 мм</li>
<li>Скорость печати: макс. 36 м./мин</li>
<li>Подача воздуха: 6 Бар/ 90 Макс.</li>
<li>Цвет: фиолетовый</li>
</ul>",198176,,220 В,,210 мм,210 мм,180 мм,,,,0,,561991,9.52 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/eb/40/eb4082f5e619df2ca4f6b8751d87cfec.jpg;https://cdn.entero.ru/mp@2x/18/e0/18e09f4fe18b940c6d181e7e54af5ae4.jpg;https://cdn.entero.ru/mp@2x/c6/fd/c6fdd6ecbb3d06a91f0522ae123c418c.jpg;https://cdn.entero.ru/mp@2x/99/8b/998beabb90e09f08ca6191a0c5b2414a.jpg,Маркиратор лазерный МАГИКОН MAGIKON-UV5I,Маркиратор лазерный МАГИКОН MAGIKON-UV5I,976104,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/308549,"<p>Лазерный маркиратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308549""><b class=""b"">МАГИКОН MAGIKON-UV5I</b></a> используется на производствах, предприятиях торговли и услуг, в логистических компаниях для маркировки и гравировки поверхностей из различных органических и неорганических материалов (дерева, стекла, металла, пластика, упаковочной пленки и других). Модель оснащена ультрафиолетовым источником излучения. Корпус выполнен из алюминия и окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Производитель источника лазера: INNGU</li>
<li>Необходимое для работы ПО: BSL</li>
<li>Формат файлов: ai, plt, dxf, png, jpg, bmp, tif и другие</li>
<li>Настольное исполнение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность лазера: 5 Вт</li>
<li>Длина волны: 355 нм</li>
<li>Размеры маркировки: 110х110 мм</li>
<li>Скорость маркировки: до 3000 мм/сек.</li>
<li>Глубина маркировки: до 0,2 мм</li>
<li>Минимальная ширина линии: 0,01 мм</li>
<li>Габариты в упаковке: 850х370х1370 мм</li>
</ul>",308549,,220 В,0.5 кВт,800 мм,300 мм,550 мм,,,,0,,,34 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/5b/70/5b70d096f3bff9810c238b4c0a62d201.jpg;https://cdn.entero.ru/mp@2x/2c/7c/2c7c5c7b4560682e7c0ded3c03526270.jpg,Маркиратор лазерный МАГИКОН MAGIKON-UV5FLY,Маркиратор лазерный МАГИКОН MAGIKON-UV5FLY,1257630,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/308542,"<p>Лазерный маркиратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308542""><b class=""b"">МАГИКОН MAGIKON-UV5FLY</b></a> используется на производствах, предприятиях торговли и услуг, в логистических компаниях для маркировки и гравировки поверхностей из различных органических и неорганических материалов (дерева, стекла, металла, пластика, упаковочной пленки и других). Модель оснащена ультрафиолетовым источником излучения, touch-screen монитором управления и удобной подвижной стойкой. Корпус выполнен из алюминия и окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Производитель источника лазера: INNGU</li>
<li>Необходимое для работы ПО: BSL</li>
<li>Формат файлов: ai, plt, dxf, png, jpg, bmp, tif и другие</li>
<li>Подходит для установки с транспортерами производственных линий</li>
<li>Напольное исполнение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность лазера: 5 Вт</li>
<li>Длина волны: 355 нм</li>
<li>Размеры маркировки: 110х110 мм</li>
<li>Скорость маркировки: до 3000 мм/сек.</li>
<li>Глубина маркировки: до 0,2 мм</li>
<li>Минимальная ширина линии: 0,01 мм</li>
<li>Габариты в упаковке: 420х450х1300 мм</li>
</ul>",308542,,220 В,0.5 кВт,600 мм,600 мм,1400 мм,,,,0,,1310031,120 кг,,Китай,,,,,,,
https://cdn.entero.ru/mp@2x/54/f2/54f2e34118b738c95b8ad8079b13b910.jpg;https://cdn.entero.ru/mp@2x/8d/3d/8d3d1c284f1c98c8d2d08bd7cddf9ff7.jpg;https://cdn.entero.ru/mp@2x/74/76/74760720f616016b7af2047d39bab49c.jpg,Датер Hualian HL-1108 (600) нижняя подача,Датер Hualian HL-1108 (600) нижняя подача,57040,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/371929,"<p>Встраиваемый автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371929""><b class=""b"">Hualian HL-1108 (600) </b></a>используется на производственных площадках, предприятиях пищевой, фармацевтической и косметической промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель устанавливается на различных типах вертикальных упаковочных машин для отслеживания и автоматической печати год, месяц и день изготовления, номер партии, срок годности, вес и другие символы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижняя подача</li>
<li>R-тип (продольный)</li>
<li>Объекты печати: полимерные пленки, полимерные композитные пленки и алюминиево-пластиковые, бумага, пластифицированная бумага, кожа и изделия из пластмассы</li>
<li>Четкая печать</li>
<li>Мгновенные печать и сушка</li>
<li>Быстрая смена литер для удобной загрузки и выгрузки</li>
<li>Простота эксплуатации</li>
<li>Легкая конструкция</li>
<li>Простота установки</li>
<li>Высокая скорость печати</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество строк: до 10</li>
<li>Максимальное количество литер в одной строке: 13</li>
<li>Размер литер: 3.0T</li>
<li>Минимальная длина пакета: 75 мм</li>
<li>Ширина станины: 600 мм</li>
<li>Размеры рекомендуемого красящего ролика: 36х32, 36х35 и 36х40 мм</li>
</ul>",371929,автоматический,220 В,0.13 кВт,,,,10 кг,1,650x220x330 мм,0,,,,Китай,Китай,,,,Да,твердые чернила,,
https://cdn.entero.ru/mp@2x/c1/32/c132eadbc00edd6a9101363526fc5f55.jpg;https://cdn.entero.ru/mp@2x/44/28/4428044f8afce5dac94a5a606380a6ea.jpg;https://cdn.entero.ru/mp@2x/98/5b/985b5eebf82da870977b33445a4e8b54.jpg,Датер Hualian HL-1108 (400) нижняя подача,Датер Hualian HL-1108 (400) нижняя подача,48484,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Датеры,https://entero.ru/item/371923,"<p>Встраиваемый автоматический датер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371923""><b class=""b"">Hualian HL-1108 (400) </b></a>используется на производственных площадках, предприятиях пищевой, фармацевтической и косметической промышленности, общественного питания и торговли для нанесения чернильной печати на упаковочные материалы. Модель устанавливается на различных типах вертикальных упаковочных машин для отслеживания и автоматической печати год, месяц и день изготовления, номер партии, срок годности, вес и другие символы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижняя подача</li>
<li>R-тип (продольный)</li>
<li>Объекты печати: полимерные пленки, полимерные композитные пленки и алюминиево-пластиковые,бумага, пластифицированная бумага, кожа и изделия из пластмассы</li>
<li>Четкая печать</li>
<li>Мгновенные печать и сушка</li>
<li>Быстрая смена литер для удобной загрузки и выгрузки</li>
<li>Простота эксплуатации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество строк: до 10</li>
<li>Максимальное количество литер в одной строке: 13</li>
<li>Размер литер: 3.0T</li>
<li>Минимальная длина пакета: 75 мм</li>
<li>Ширина станины: 400 мм</li>
<li>Размеры рекомендуемого красящего ролика: 36х32, 36х35 и 36х40 мм</li>
</ul>",371923,автоматический,220 В,0.13 кВт,,,,9 кг,1,450x220x330 мм,0,,,,Китай,Китай,,,,Да,твердые чернила,,
