Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Дискретность,Размеры платформы (ШxГ),Предел взвешивания,ЖК-дисплей,Класс точности,Выносной дисплей
https://cdn.entero.ru/mp@2x/62/b0/62b0044c3b1ffc4059726b255b7bc00e.jpg;https://cdn.entero.ru/mp@2x/4c/5c/4c5cd929d180f04c3b7d8947bea7c610.jpg;https://cdn.entero.ru/mp@2x/e3/d2/e3d25112bc041267dc9ffa030be96493.jpg;https://cdn.entero.ru/mp@2x/0c/53/0c536585d3eec0c87dbca73fcfb1553a.jpg;https://cdn.entero.ru/mp@2x/13/31/13319332e4f6e47012ed79223abd16b5.jpg,"Весы лабораторные Mertech M-ER 122 АCF-3000.1 ""ACCURATE"" LСD",3007,12431,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/166923,"<p>Лабораторные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/166923""><b class=""b"">Mertech M-ER 122 АCF-3000.1 ""ACCURATE"" LСD </b></a>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена LCD-дисплеем и встроенным аккумулятором. Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер для подзарядки.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Процентное взвешивание</li>
<li>Учет веса тары</li>
<li>Калибровка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Звуковая и визуальная индикация</li>
<li>Поверка</li>
<li>Изменение скорости стабилизации</li>
<li>Режим самодиагностики</li>
<li>Защита от перегрузки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Количество разрядов индикации: 6</li>
<li>Размер символов: 8х21 мм</li>
<li>Диаметр платформы: 123 мм</li>
<li>Допустимая влажность: 80%</li>
</ul>",166923,электронные,220 В,,210 мм,300 мм,100 мм,,Китай,,,0,https://entero.ru/manuals/492490/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20122%20%D0%90CF-3000.1%20_ACCURATE_%20L%D0%A1D.pdf;https://entero.ru/manuals/492491/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492492/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,,,2.5 кг,0.1 г,140х180 мм,от 0.005 до 3 кг,,II,
https://cdn.entero.ru/mp@2x/67/ca/67ca268b2ca603c193b0a1b0322cc137.jpg;https://cdn.entero.ru/mp@2x/b3/0a/b30a7391650a93d02617bbf67b0b84df.jpg;https://cdn.entero.ru/mp@2x/93/f0/93f0f28eeb6bff555fa2d2e8d4bb3a87.jpg;https://cdn.entero.ru/mp@2x/b6/b9/b6b9268d3b6564e0711b209fc4d3c4ed.jpg;https://cdn.entero.ru/mp@2x/0b/64/0b6476f629c1906e97043a3c58b63d16.jpg,"Весы лабораторные Mertech M-ER 122 АCFJR-150.005 ""ACCURATE"" LСD",3001,13238,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/166911,"<p>Лабораторные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/166911""><b class=""b"">Mertech M-ER 122 АCFJR-150.005 ""ACCURATE"" LСD </b></a>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена LCD-дисплеем и встроенным аккумулятором. Рама выполнена из ABS пластика, платформа - из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер для подзарядки.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Процентное взвешивание</li>
<li>Учет веса тары</li>
<li>Калибровка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ветрозащитный съемный экран</li>
<li>Звуковая и визуальная индикация</li>
<li>Поверка</li>
<li>Изменение скорости стабилизации</li>
<li>Режим самодиагностики</li>
<li>Защита от перегрузки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Количество разрядов индикации: 6</li>
<li>Размер символов: 8х21 мм</li>
<li>Диаметр платформы: 123 мм</li>
<li>Допустимая влажность: 80%</li>
</ul>",166911,электронные,220 В,,210 мм,300 мм,350 мм,,Китай,,,0,https://entero.ru/manuals/492527/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20122%20%D0%90CFJR-150.005%20_ACCURATE_%20L%D0%A1D.pdf;https://entero.ru/manuals/492529/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492531/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,13935,,1.5 кг,0.005 г,,от 0.1 до 0.15 кг,,II,
https://cdn.entero.ru/mp@2x/6f/5d/6f5dd28644d28c50319dda147b7f5ffb.jpg;https://cdn.entero.ru/mp@2x/a6/fb/a6fb228c6fe6d3581bb3900c9b3a0b74.jpg;https://cdn.entero.ru/mp@2x/d6/60/d660f53440ae948863924d351c361ed7.jpg;https://cdn.entero.ru/mp@2x/19/6a/196a6939926034af6ac5743ed13ab039.jpg;https://cdn.entero.ru/mp@2x/4f/7e/4f7e6c0c4551e2b74e076c934f3e643d.jpg,"Весы лабораторные Mertech M-ER 122 АCFJR-300.005 ""ACCURATE"" LСD",3002,14772,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/166913,"<p>Лабораторные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/166913""><b class=""b"">Mertech M-ER 122 АCFJR-300.005 ""ACCURATE"" LСD </b></a>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена LCD-дисплеем и встроенным аккумулятором. Рама выполнена из ABS пластика, платформа - из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер для подзарядки.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Процентное взвешивание</li>
<li>Учет веса тары</li>
<li>Калибровка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ветрозащитный съемный экран</li>
<li>Звуковая и визуальная индикация</li>
<li>Поверка</li>
<li>Изменение скорости стабилизации</li>
<li>Режим самодиагностики</li>
<li>Защита от перегрузки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Количество разрядов индикации: 6</li>
<li>Размер символов: 8х21 мм</li>
<li>Диаметр платформы: 123 мм</li>
<li>Допустимая влажность: 80%</li>
</ul>",166913,электронные,220 В,,210 мм,300 мм,350 мм,,Китай,,,0,https://entero.ru/manuals/492522/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20122%20%D0%90CFJR-300.005%20_ACCURATE_%20L%D0%A1D.pdf;https://entero.ru/manuals/492523/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492524/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,15884,,1.5 кг,0.005 г,,от 0.0001 до 0.3 кг,,II,
https://cdn.entero.ru/mp@2x/34/5d/345d7b2186c2c8c6b89ab04d89d432e1.jpg;https://cdn.entero.ru/mp@2x/c5/f2/c5f2f6d6dd4541d25f9d8118bc37b8df.jpg;https://cdn.entero.ru/mp@2x/e2/6f/e26f443123e6f8d9615af65d9424451a.jpg;https://cdn.entero.ru/mp@2x/54/7c/547cc011cc8d210a892fe9aaf741068a.jpg;https://cdn.entero.ru/mp@2x/ed/b3/edb3f0fc69196e94c6b65a10b5e3e172.jpg,"Весы лабораторные Mertech M-ER 122 АCFJR-600.01 ""ACCURATE"" LСD",3004,14772,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/166915,"<p>Лабораторные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/166915""><b class=""b"">Mertech M-ER 122 АCFJR-600.01 ""ACCURATE"" LСD </b></a>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена LCD-дисплеем и встроенным аккумулятором. Рама выполнена из ABS пластика, платформа - из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер для подзарядки.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Процентное взвешивание</li>
<li>Учет веса тары</li>
<li>Калибровка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ветрозащитный съемный экран</li>
<li>Звуковая и визуальная индикация</li>
<li>Поверка</li>
<li>Изменение скорости стабилизации</li>
<li>Режим самодиагностики</li>
<li>Защита от перегрузки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Количество разрядов индикации: 6</li>
<li>Размер символов: 8х21 мм</li>
<li>Диаметр платформы: 123 мм</li>
<li>Допустимая влажность: 80%</li>
</ul>",166915,электронные,220 В,,210 мм,300 мм,350 мм,,Китай,,,0,https://entero.ru/manuals/492516/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20122%20%D0%90CFJR-600.01%20_ACCURATE_%20L%D0%A1D.pdf;https://entero.ru/manuals/492517/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492518/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,15884,,1.5 кг,0.01 г,,от 0.0002 до 0.6 кг,,II,
https://cdn.entero.ru/mp@2x/c1/37/c137a436e64bf7da834a4fc2280cbf55.jpg;https://cdn.entero.ru/mp@2x/68/a0/68a0c1b137981a9849e919c2ccffd49a.jpg;https://cdn.entero.ru/mp@2x/63/46/63463f17b5dd5e5282d3d12dcb9852d8.jpg,Весы медицинские МАССА-К ВЭМ-150.3-A2,"ВЭМ-150.3-""Масса-К"" (А2)",18689,RUB,Да,МАССА-К,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/121094,"<p>Медицинские весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121094"">МАССА-К ВЭМ-150.3-A2</a></b> предназначены для взвешивания пациентов, детей и подростков в детских медицинских, спортивных и оздоровительных учереждениях. Модель оснащена жидкокристаллическим дисплеем с подсветкой и аккумулятором.</p>

<p>В комплект поставки входят сетевой адаптер и резиновый коврик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Отображение разности результатов двух взвешиваний</li>
<li>Отображение результата взвешивания на индикаторе весов в течение 35-40 секунд после снятия ребенка с весов</li>
<li>Масса тары устанавливается нажатием кнопки «T»</li>
<li>Весы зарегистрированы как медицинское изделие и имеют регистрационное удостоверение Федеральной службы по надзору в сфере здравоохранения</li>
<li>Допускается санобработка весов (дезинфекция и облучение кварцем)</li>
<li>Степень защиты терминала: IP54</li>
<li>Степень защиты платформы: IP67</li>
<li>Интерфейс связи: RS-232, USB, Ethernet</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Дискретность отсчета: 10 / 20 / 50 г</li>
<li>Диапазон тарирования: 50 кг</li>
<li>Время работы от встроенного аккумулятора: 56 ч</li>
<li>Габариты:
<ul>
<li>Весовая платформа: 510х400х555 мм</li>
<li>Терминал: 260х105х55 мм</li>
</ul>
</li>
</ul>",121094,электронные,,,510 мм,400 мм,555 мм,,Россия,,,0,https://entero.ru/manuals/125763/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20%D0%92%D0%AD%D0%9C-150.3-A2.pdf;https://entero.ru/manuals/125762/%D0%9B%D0%B8%D1%86%D0%B5%D0%BD%D0%B7%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%BE%D1%81%D1%83%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D1%83%20%D0%BC%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B9%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8.pdf;https://entero.ru/manuals/125764/%D0%A0%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D1%83%D0%B4%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BD%D0%B0%20%D0%BC%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B5.pdf;https://entero.ru/manuals/505892/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,20096,,10.5 кг,от 10 до 50 г,510х400 мм,от 0.2 до 200 кг,Да,,
https://cdn.entero.ru/mp@2x/f6/c7/f6c73ba4b5280babd1fb73d749866097.jpg;https://cdn.entero.ru/mp@2x/cc/9e/cc9ea714c83181e1ae17bb36d48c6a6e.jpg;https://cdn.entero.ru/mp@2x/62/c6/62c6a671c60534be28d3ba628f290f19.jpg;https://cdn.entero.ru/mp@2x/8c/82/8c82752c8e378af6cf40e790bd7da1e8.jpg;https://cdn.entero.ru/mp@2x/51/73/5173bf9e4f6037ff2aaebba25868961f.jpg;https://cdn.entero.ru/mp@2x/fe/d4/fed4608a36ca807cf52f6717cb0da3b7.jpg,Весы лабораторные Mertech M-ER 123 АCFJR-150.005 SENSOMATIC TFT,"3192 / M-ER 123 АCFJR-150.005 ""SENSOMATIC"" TFT",21472,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/166826,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/166826"">Mertech M-ER 123 АCFJR-150.005 SENSOMATIC TFT</a> </b>используются на предприятиях общественного питания и торговли, в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена сенсорным дисплеем и встроенным аккумулятором. Рама выполнена из ABS пластика, платформа - из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер для подзарядки.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Простое взвешивание</li>
<li>Счетный режим</li>
<li>Процентное взвешивание</li>
<li>Расчет плотности</li>
<li>Учет веса тары</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ветрозащитный съемный экран</li>
<li>Звуковая и визуальная индикация</li>
<li>Калибровка и поверка</li>
<li>Режим самодиагностики</li>
<li>Защита от перегрузки</li>
<li>Интерфейсы RS-232 и USB-COM</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 10 до 40 °С</li>
<li>Диаметр платформы: 116 мм</li>
<li>Допустимая влажность: 80%</li>
</ul>",166826,электронные,220 В,,210 мм,260 мм,145 мм,,Китай,,,0,https://entero.ru/manuals/492562/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mertech%20M-ER%20123%20%D0%90CFJR-150.005%20SENSOMATIC%20TFT.pdf;https://entero.ru/manuals/492563/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/492564/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D1%8F.pdf,,,2.05 кг,0.005 г,,от 0.0001 до 0.15 кг,,II,
https://cdn.entero.ru/mp@2x/97/9a/979a37833f5172143242a53206e99aef.jpg;https://cdn.entero.ru/mp@2x/8e/66/8e665b3da44305dd0ad38ed4e3254c80.jpg;https://cdn.entero.ru/mp@2x/46/a4/46a4b782fa5ce6d5d1059d223af21c88.jpg,Весы лабораторные ACOM JW-1-2000,JW-1-2000 RS232C,27210,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/127710,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127710"">ACOM JW-1-2000</a> </b>предназначены для измерений массы легких и сверхлегких предметов в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена жидкокристаллическим дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий (II)</li>
<li>Калибровка: внешняя 2 кг F2</li>
<li>Клавиатура на русском языке</li>
<li>Интерфейс связи: RS-232C</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>JWBT - питание от батарей AA 6x1.5V</li>
<li>JWUH - крюк для взвешивания под весами</li>
</ul>",127710,электронные,,,280 мм,250 мм,65 мм,,Южная Корея,,,0,https://entero.ru/manuals/140200/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ACOM%20JW-1-2000.pdf;https://entero.ru/manuals/140201/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/140199/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%82%D0%B8%D0%BF%D0%B0%20%D0%A1%D0%98.pdf,,,1 кг,0.1 г,Ø 180 мм,от 0.005 до 2 кг,Да,II,
https://cdn.entero.ru/mp@2x/18/cc/18cc35d7ccd7f791ea90a3b9c6abad93.jpg;https://cdn.entero.ru/mp@2x/d4/e2/d4e216e88ce989e0b3629b196c54e025.jpg;https://cdn.entero.ru/mp@2x/d7/f0/d7f008961ebcee6245c17d2c7633f1ee.jpg,Весы лабораторные ACOM JW-1-1500,JW-1-1500 RS232C,28811,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/127709,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127709"">ACOM JW-1-1500</a> </b>предназначены для измерений массы легких и сверхлегких предметов в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена жидкокристаллическим дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий (II)</li>
<li>Калибровка: внешняя 1500 г F2</li>
<li>Клавиатура на русском языке</li>
<li>Интерфейс связи: RS-232C</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>JWBT - питание от батарей AA 6x1.5V</li>
<li>JWUH - крюк для взвешивания под весами</li>
</ul>",127709,электронные,,,280 мм,250 мм,65 мм,,Южная Корея,,,0,https://entero.ru/manuals/140197/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ACOM%20JW-1-1500.pdf;https://entero.ru/manuals/140198/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/140196/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%82%D0%B8%D0%BF%D0%B0%20%D0%A1%D0%98.pdf,,,1 кг,0.02 г,Ø 180 мм,от 0.0004 до 0.6 кг,Да,II,
https://cdn.entero.ru/mp@2x/18/e8/18e8eed4e91f538b5674fe1293d1ba02.jpg;https://cdn.entero.ru/mp@2x/89/f6/89f6a8cdfebcd92feede1456d4f3bd80.jpg;https://cdn.entero.ru/mp@2x/cb/ff/cbffbc91b2c9af8dbe60cc8b5d9858ae.jpg,Весы лабораторные ACOM JW-1-3000,JW-1-3000 RS232C,28811,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/127711,"<p>Лабораторные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127711"">ACOM JW-1-3000</a> </b>предназначены для измерений массы легких и сверхлегких предметов в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена жидкокристаллическим дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий (II)</li>
<li>Калибровка: внешняя 3 кг F2</li>
<li>Клавиатура на русском языке</li>
<li>Интерфейс связи: RS-232C</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>JWBT - питание от батарей AA 6x1.5V</li>
<li>JWUH - крюк для взвешивания под весами</li>
</ul>",127711,электронные,,,280 мм,250 мм,65 мм,,Южная Корея,,,0,https://entero.ru/manuals/140203/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ACOM%20JW-1-3000.pdf;https://entero.ru/manuals/140204/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf;https://entero.ru/manuals/140202/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%82%D0%B8%D0%BF%D0%B0%20%D0%A1%D0%98.pdf,30011,,1 кг,0.1 г,Ø 180 мм,от 0.005 до 3 кг,Да,II,
https://cdn.entero.ru/mp@2x/99/d4/99d4a0d4441cbe888525aa8ec0698e8c.jpg;https://cdn.entero.ru/mp@2x/01/24/0124f204e8ef61ea43a0080e7b276ca4.jpg;https://cdn.entero.ru/mp@2x/13/e0/13e07cc32fa3007e4af869b6472f7b82.jpg,Весы лабораторные ACOM JW-1C-2000 c RS232C,JW-1C-2000,32012,RUB,Да,,Профоборудование,Весовое,Весы лабораторные,https://entero.ru/item/314417,"<p>Лабораторные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314417""><b class=""b"">ACOM JW-1C-2000 </b></a>предназначены для измерений массы легких и сверхлегких предметов в лабораториях предприятий, ломбардах и ювелирных мастерских. Модель оснащена светодиодным дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: высокий (II)</li>
<li>Калибровка: внешняя</li>
<li>Отображение на дисплее: количество предметов, общий и штучный вес</li>
<li>Интеллектуальная система внесения поправок при подсчете большого количества однотипных изделий</li>
<li>Расчет штучного веса и количества предметов</li>
<li>Сохранение в памяти и последующий вызов 32 значений веса образцов</li>
<li>Суммирование результатов взвешивания, учет веса тары</li>
<li>Автоматическое повышение точности расчета штучного веса</li>
<li>Клавиатура на русском языке</li>
<li>Интерфейс связи: RS-232C</li>
<li>Питание от сети через адаптер 9V/300mA</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальный штучный вес: 0,1 г</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>JWBT - питание от батарей AA 6x1.5V</li>
</ul>",314417,электронные,,,280 мм,250 мм,65 мм,,Южная Корея,,,0,,,,1 кг,0.2 г,Ø 180 мм,от 0.004 до 2 кг,,II,
