Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Оснащение,Моечная ванна,Обвязка,Душирующее устройство,Столешница,Размеры раковины (ДхШ),Отверстие для сбора отходов,Направляющие под кассеты,Глубина раковины
https://cdn.entero.ru/mp@2x/f4/ad/f4add086009f0d88ad6444d04b74041d.jpg;https://cdn.entero.ru/mp@2x/0b/bf/0bbf08aedcb8e10d862fda8a50fc54bd.jpg;https://cdn.entero.ru/mp@2x/6c/f3/6cf3edcad59a3101b5bc9daafa7bc899.jpg,Стол предмоечный Abat СПМП-6-0,21000105616,64493,RUB,Да,Abat,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/191551,"<p>Предмоечный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/191551"">Abat СПМП-6-0</a></b> используется совместно с купольными посудомоечными машинами <a href=""https://entero.ru/item/17524"">МПК-700К</a>, <a href=""https://entero.ru/item/17523"">МПК-700К-01</a>, МПК-700К-04, <a href=""https://entero.ru/item/24840"">МПК-1100К</a>, <a href=""https://entero.ru/item/24839"">МПК-1400К</a> на предприятиях общественного питания и торговли. Модель оснащена цельнотянутой моечной ванной и регулируемыми по высоте ножками.</p>

<p>Конструкция разборная, выполнена из высококачественной нержавеющей стали AISI 304. К посудомоечной машине крепится с помощью верхнего зацепа и нижних винтов</p>

<p><b>Особенности:</b></p>

<ul>
<li>Душ-стойка для холодной и горячей воды</li>
<li>Усиленная рамой конструкция</li>
<li>Возможность установки жироуловителя под ванной</li>
<li>Посудомоечная машина устанавливается под столешницу</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер ванны: 400х400х250 мм</li>
</ul>",191551,предмоечный,572 мм,704 мм,1777 мм,,,,0,https://entero.ru/manuals/223012/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%A1%D0%9F%D0%9C%D0%9F-6-0.pdf;https://entero.ru/manuals/223014/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A1%D0%9F%D0%9C%D0%9F-6-0.pdf;https://entero.ru/manuals/223015/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A1%D0%9F%D0%9C%D0%9F-6-0.pdf;https://entero.ru/manuals/223016/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A1%D0%9F%D0%9C%D0%9F-6-0.jpg;https://entero.ru/manuals/510745/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,23 кг,,Россия,универсальная,,Да,,Да,с бортом,400х400 мм,,,
https://cdn.entero.ru/mp@2x/9b/53/9b535c00d624c776e759403945924bae.jpg,Стол для чистой посуды ITERMA СБ-361/800/760 ПММ Ш430,430 СБ-361/800/760 ПММ,26742,RUB,Да,ITERMA,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/32828,"<p>Стол для чистой посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32828"">ITERMA СБ-361/800/760 ПММ Ш430</a> </b>используется на предприятиях общественного питания и торговли совместно с посудомоечными машинами купольного типа любых производителей. Модель оснащена ножками, регулирующимися по высоте, и съемным бортом, благодаря чему стол можно использовать как с левой стороны от посудомоечной машины, так и с правой. Конструкция выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обвязка</li>
<li>Обнижение по периметру</li>
</ul>",32828,раздаточный,800 мм,760 мм,870 мм,,,,0,,29067,16 кг,Россия,Россия,универсальная,,,Да,,с бортом,,,,
https://cdn.entero.ru/mp@2x/ce/96/ce962c17d99880d02feefeb11a630a99.jpg,"Стол входной Restoinox СВПМВЦН/1-12/7,4-Б","Стол входной Restoinox СВПМВЦН/1-12/7,4-Б",50992,RUB,Да,Restoinox,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/159065,"<p>Входной стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/159065"">Restoinox СВПМВЦН/1-12/7,4-Б</a></b> предназначен для совместного использования с посудомоечной машиной для размещения и мойки грязной посуды на предприятиях общественного питания. Модель оснащена направляющими для кассет, цельнотянутой ванной, отверстием под смеситель и регулируемыми по высоте пластиковыми опорами. Каркас выполнен из трубы 40х40 мм нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430, ванна - из нержавеющей стали AISI 304. Столешница усилена листом ЛДСП.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Универсальное расположение ванны и отверстия для отходов (изделие можно собрать на любую сторону)</li>
<li>Сварная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Толщина стали:
<ul>
<li>Столешница: 1 мм</li>
<li>Ножки: 1,2 мм</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с ванной справа.</span></em></p>",159065,предмоечный,1200 мм,740 мм,850 мм,,,,0,,,,,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,Да,250 мм
https://cdn.entero.ru/mp@2x/06/e9/06e9f8da0b59ac75487071e3ee03cdba.jpg,Стол для чистой посуды ITERMA СБ-361/600/760 ПММ Ш430,430 СБ-361/600/760 ПММ C9421,25639,RUB,Да,ITERMA,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/185832,"<p>Стол для чистой посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185832"">ITERMA СБ-361/600/760 ПММ Ш430</a> </b>используется на предприятиях общественного питания и торговли совместно с посудомоечными машинами <a href=""https://entero.ru/search.php?text=SILANOS+E1000"">SILANOS E1000</a>. Модель оснащена ножками, регулирующимися по высоте, и съемным бортом, благодаря чему стол можно использовать как с левой стороны от посудомоечной машины, так и с правой. Разборный каркас выполнен из уголка нержавеющей стали, столешница - из нержавеющей стали с обнижением по периметру. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 600x800x400 мм</li>
</ul>",185832,раздаточный,600 мм,760 мм,850 мм,,,,0,,,,,Россия,универсальная,,,Да,,с бортом,,,,
https://cdn.entero.ru/mp@2x/55/bb/55bbb6baca9b41271ce2bab6311d399b.jpg,Стол для чистой посуды ITERMA СБ-361/700/600 ТПММ Ш430,430 СБ-361/700/600 ТПММ,29020,RUB,Да,ITERMA,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/32827,"<p>Стол для чистой посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32827"">ITERMA СБ-361/700/600 ТПММ Ш430</a> </b>используется на предприятиях общественного питания и торговли совместно с посудомоечными машинами тоннельного типа любых производителей. Модель оснащена ножками, регулирующимися по высоте, и съемным бортом, благодаря чему стол можно использовать как с левой стороны от посудомоечной машины, так и с правой. Конструкция выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обвязка</li>
<li>Обнижение по периметру</li>
</ul>",32827,раздаточный,700 мм,600 мм,870 мм,,,,0,,30547,15 кг,Россия,Россия,универсальная,,,Да,,с бортом,,,,
https://cdn.entero.ru/mp@2x/d0/b3/d0b37825a21421d2b66bb9e1a9c76165.jpg,Стол для грязной посуды KAYMAN СПМ-121/0907 ЛЕВЫЙ,352137,35769,RUB,Да,KAYMAN,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/175884,"<p>Стол для грязной посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175884"">KAYMAN СПМ-121/0907 ЛЕВЫЙ</a></b> используется на предприятиях общественного питания и торговли совместно с посудомоечными машинами TATRA <a href=""https://entero.ru/item/117455"">TW.H50+DR</a> и <a href=""https://entero.ru/item/117456"">TW.H50+DR+DD</a>. Модель имеет правое крепление и разборный каркас из трубы. Столешница выполнена из нержавеющей стали AISI 304, труба - из нержавеющей стали AISI 430 40х40 мм, полка - из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты упаковки: 420х905х705 мм</li>
</ul>",175884,предмоечный,900 мм,700 мм,850 мм,,,,0,,37652,23.1 кг,Россия,Россия,слева,полка,Да,,,с бортом,400х500 мм,,,250 мм
https://cdn.entero.ru/mp@2x/da/b9/dab9b9da2ac47ca6ef281af2586f7f39.jpg,Стол для грязной посуды KAYMAN СПМ-121/0907 ПРАВЫЙ,352138,35769,RUB,Да,KAYMAN,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/175895,"<p>Стол для грязной посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175895"">KAYMAN СПМ-121/0907 ПРАВЫЙ</a></b> используется на предприятиях общественного питания и торговли совместно с посудомоечными машинами TATRA <a href=""https://entero.ru/item/117455"">TW.H50+DR</a> и <a href=""https://entero.ru/item/117456"">TW.H50+DR+DD</a>. Модель имеет левое крепление и разборный каркас из трубы. Столешница выполнена из нержавеющей стали AISI 304, труба - из нержавеющей стали AISI 430 40х40 мм, полка - из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты упаковки: 420х905х705 мм</li>
</ul>",175895,предмоечный,900 мм,700 мм,850 мм,23.7 кг,1,420x905x705 мм,0,,,23.1 кг,Россия,Россия,справа,полка,Да,,,с бортом,400х500 мм,,,250 мм
https://cdn.entero.ru/mp@2x/7c/5c/7c5c82bf87d319311e9c7a44e2d2a427.jpg;https://cdn.entero.ru/mp@2x/3f/92/3f92020b56f7b8609fae33d46779bb69.jpg,Транспортер для сбора грязной посуды ATESY КАЮР-М промежуточный модуль (1 м),Транспортер КАЮР-М - Промежуточный модуль 1м,37574,RUB,Да,ATESY,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/59956,"<p>Транспортер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59956""><b class=""b"">ATESY КАЮР-М </b></a>предназначен для перемещения и сбора грязной посуды на предприятиях общественного питания. Промежуточный модуль используется для увеличения длины всего устройства.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Материал рабочей поверхности: нержавеющая сталь AISI 430</li>
<li>Материал каркаса: нержавеющая сталь AISI 304 с сечением трубы 40х40 мм</li>
<li>Регулируемые ножки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина ленты: 450 мм</li>
<li>Габариты в упаковке: 1100х680х470 мм</li>
</ul>",59956,,1016 мм,600 мм,800 мм,,,,0,https://entero.ru/manuals/29196/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%90%D0%AE%D0%A0-%D0%9C.pdf;https://entero.ru/manuals/29197/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.pdf;https://entero.ru/manuals/29198/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/29199/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0.pdf,40402,44 кг,Россия,Россия,,,,,,,,,,
https://cdn.entero.ru/mp@2x/77/17/7717a68e7b6aacbeb13c9745aac1fbf9.jpg,Стол для грязной посуды ITERMA СБ-361/1300/700 ТПММ/М Ш430,430 СБ-361/1300/700 ТПММ/М,54814,RUB,Да,ITERMA,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/32826,"<p>Стол для грязной посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32826"">ITERMA СБ-361/1300/700 ТПММ/М Ш430</a> </b>используется на предприятиях общественного питания и торговли совместно с туннельными посудомоечными машинами <a href=""https://entero.ru/search.php?text=тоннельная+Silanos"" target=""_blank"">Silanos</a>. Модель оснащена моечной ванной и съемным бортом, благодаря чему стол можно использовать как с левой стороны от посудомоечной машины, так и с правой. Конструкция выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте ножки</li>
<li>Обнижение по периметру</li>
</ul>",32826,предмоечный,1300 мм,760 мм,870 мм,35 кг,1,1310x710x370 мм,0,,57699,22 кг,,Россия,универсальная,,Да,Да,,с бортом,500х400 мм,,,300 мм
https://cdn.entero.ru/mp@2x/bf/de/bfded4a491310d5e0048915524ea1027.jpg,"Стол предмоечный GPSteel СПМП 1200/750/870, п",33805кп,21563,RUB,Да,,Профоборудование,Посудомоечное,Столы для посудомоечных машин,https://entero.ru/item/375479,"<p>Предмоечный стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375479""><b class=""b"">GPSteel СПМП 1200/750/870, п</b></a> серии Профи используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли для сбора пищевых отходов, предварительной мойки посуды, инвентаря, стаканов и загрузки кассеты для мытья в машину. Модель оснащена моечной ванной. Разборный каркас выполнен из трубы 40x40 мм нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 100 мм</li>
<li>Нагрузка на столешницу, не более: 100 кг</li>
</ul>",375479,предмоечный,1200 мм,750 мм,870 мм,34 кг,1,1305x762x380 мм,0,https://entero.ru/manuals/509785/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GPSteel%20%D0%A1%D0%9F%D0%9C%D0%9F%201200_750_870_%20%D0%BF.pdf,,,,Россия,справа,,Да,Да,,с бортом,400x400 мм,,,250 мм
