Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Конструкция,Длина излива,Высота излива,Длина шланга
https://cdn.entero.ru/mp@2x/17/8f/178f2df61a8ac366e377b6cdd73eb2ad.jpg,Устройство душирующее CanCan CC.GT10,Устройство душирующее CanCan CC.GT10,103504,RUB,Нет,CanCan,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/245780,"<p>Душирующее устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245780"">CanCan CC.GT10</a></b> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Модель оснащена собирающимся шлангом и настенным креплением. Корпус полностью выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматически собирающийся душ </li>
<li>Механизм обратного собирания шланга</li>
<li>Длина шланга регулируется</li>
<li>Настенный корпус разворачивается на 180 градусов</li>
<li>Соответствует санитарным нормам и гигиеническим стандартам</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочее давление: 30-50 бар</li>
<li>Толщина шланга: 16 мм</li>
<li>Длина шланга: 10 м</li>
<li>Подключение: G 1/2</li>
</ul>",245780,"душирующее устройство, катушка с душирующим устройством",120 мм,490 мм,450 мм,16.5 кг,1,200x510x515 мм,0,https://entero.ru/manuals/300953/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20CanCan.pdf,110111,13.5 кг,,Турция,,,,,10000 мм
https://cdn.entero.ru/mp@2x/44/1e/441efef6b44098e811193af448ba27c7.jpg;https://cdn.entero.ru/mp@2x/25/a6/25a63d5bd430bb5f434927ed6e5a85f7.jpg,Устройство душирующее Airhot PR-HR15 368х158х404 мм,PR-HR15,38810,RUB,Нет,Airhot,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/371732,"<p>Душирующее устройство для печей и пароконвектоматов<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371732""><b class=""b""> AIRHOT PR-HR15</b></a> используется для предварительной очистки посуды перед загрузкой её в посудомоечную машину, а также для мытья овощей и фруктов в моечных цехах на предприятиях общественного питания. Модель оснащена распылительным клапаном, шлангом 15 м, возвратным механизмом, креплением к стене и подключением к водопроводу. Изделие выполнено из нержавеющей стали, латуни и резины.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Качественные материалы</li>
<li>Простота в обслуживании</li>
<li>Современный стиль</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: черный</li>
</ul>",371732,катушка с душирующим устройством,368 мм,158 мм,404 мм,16 кг,1,500x470x190 мм,0,https://entero.ru/manuals/498720/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20PR-HR15%20368%D1%85158%D1%85404%20%D0%BC%D0%BC.pdf,40427,,,Китай,,однорычажный,,,15000 мм
https://cdn.entero.ru/mp@2x/f9/13/f913ff57664aba7372c4a055b8d3d861.jpg,Катушка со шлангом Monolith SR 000000018A,SR000000018A,0,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162409,"<p>Катушка со шлангом <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/162409"">Monolith SR 000000018A</a></b> предназначена для мытья больших площадей в моечных цехах на предприятиях общественного питания. Модель оснащена смесителем.</p>",162409,катушка с душирующим устройством,160 мм,392 мм,272 мм,,,,0,https://entero.ru/manuals/189253/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20SR%20000000018A.pdf,,6.2 кг,Италия,Италия,,,,,15000 мм
https://cdn.entero.ru/mp@2x/bb/d5/bbd5240f28a160e4bd498b8a2d58517e.jpg,Катушка со шлангом Klarco MAXIReel M10,5R.M10.449,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/190268,"<p>Катушка со шлангом <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/190268"">Klarco MAXIReel M10</a></b> предназначена для мытья больших площадей на предприятиях общественного питания. Барабан оснащен откидным механизмом для уменьшения износа шланга и облегчения его выдвижения и стопорным механизмом, позволяющим фиксировать его на нужной длине. Вне барабана часть шланга регулируется по длине. Изделие работает на воде, не смешанной с другими веществами.</p>

<p>В комплект поставки входит пистолет Nito-2 COMBI.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус и рама выполнены из нержавеющей стали AISI 304</li>
<li>Шланг выполнен из резины EPDM соответствует спецификациям FDA CFR 21 177-2600(e)</li>
<li>Антифрикционные ролики выполнены из термопластика</li>
<li>Пружинная оплетка шланга выполнена из нержавеющей стали</li>
<li>Подключение воды осуществляется через штуцеры 1/2""</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина шланга: 10 м</li>
<li>Максимальное давление воды при температуре до 60 °C: 10 бар</li>
<li>Максимальная температура воды при давлении до 6 бар: 90 °C</li>
<li>Скорость воды на выходе из распылителя при давлении 5 бар: 40 л/мин.</li>
<li>Габариты в упаковке: 500х500х200 мм</li>
<li>Вес пистолета: 0,7 кг</li>
<li>Вес: 15,5 кг</li>
</ul>",190268,катушка с душирующим устройством,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/61/53/6153963f1feedd891811477590aac65f.jpg,Смеситель Klarco 1S2960,1S.2960.45.92,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/58053,"<p>Смеситель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58053""><b class=""b"">Klarco 1S.2960.45.92 </b></a>предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Изделие оснащено ручкой переключения воды и устанавливается на моечную ванну или на стол-мойку. Модель выполнена из нержавеющей стали устойчивой к царапинам, коррозии и известковому налету, небьющийся рычаг - из армированного стекловолокном нейлона.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота с ручкой: 300 мм</li>
<li>Подключение 1/2""</li>
</ul>",58053,смеситель,,,300 мм,,,,0,https://entero.ru/manuals/221198/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Klarco%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Италия,,,180,160 мм,
https://cdn.entero.ru/mp@2x/bd/3f/bd3fe977cc06e6f21fa4db38106cc7db.jpg,Смеситель Klarco STYL 20х250х120 мм,Смеситель Klarco STYL 20х250х120 мм,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/81632,"<p>Смеситель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81632""><b class=""b"">Klarco 20х250х120 мм</b></a> относится к серии Style. Смеситель устанавливается на моечную ванну или на стол-мойку (в отверстие диаметром от 27 до 35 мм).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Изготовлен из литьевой латуни с последующим нанесением высококачественного хромированного покрытия;</li>
<li>Излив фиксируется в корпусе смесителя с помощью трех уплотнительных колец и может поворачиваться на 360 градусов;</li>
<li>Металлические головки, установленные на кран-буксах имеют эргономичную 3-гранную форму;</li>
<li>Подключение воды осуществляется через штуцеры 1/2"".</li>
</ul>",81632,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/4f/76/4f76066445276f6b33f5d3691e1a7ec6.jpg,Устройство душирующее Rubinetterie 922000,Устройство душирующее Rubinetterie 922000,0,RUB,Нет,Rubinetterie,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/102860,"<p>Душирующее устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/102860""><b class=""b"">Rubinetterie DEL FRIULI 922000 </b></a>предназначено для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель выполнена из хромированной латуни и нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина шланга: 2 м</li>
<li>Габариты: 2000x50x50 мм</li>
<li>Вес: 1 кг</li>
</ul>",102860,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/e4/a0/e4a070b1f39152236b62f12d2828bf6f.jpg,Колонка водяная с краном Klarco 1S.2691.74.S3,1S2691,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/182194,"<p>Колонка водяная <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182194"">Klarco 1S.2691.74.S3</a> </b>предназначена для мытья фруктов и овощей, а также кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена поворотным гусаком и краном для подачи холодной и горячей воды. Изделие выполнено из хромированной латуни</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота над котлом: 390 мм</li>
<li>Пропускная способность при давлении 3 бар: 22 л/мин.</li>
<li>Диаметр водопроводной трубы: 3/4""</li>
</ul>",182194,смеситель,,,530 мм,,,,0,,,,Италия,Италия,,,,,
https://cdn.entero.ru/mp@2x/a9/dd/a9dde38b049c915520b323898f81e5f0.jpg,Смеситель Monolith ARES008,Смеситель Monolith ARES008,0,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162126,"<p>Смеситель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/162126""><b class=""b"">Monolith ARES008 </b></a>предназначен для ежедневного использования и автоматической подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель устанавливается на стену, оснащена самозакрывающимся краном и S-образным изливом.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Время потока: от 8 до 12 сек. </li>
<li>Размер отверстия: 165 мм </li>
</ul>

<p> </p>",162126,смеситель,,,,,,,0,https://entero.ru/manuals/189097/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20ARES008.pdf,,,Италия,Италия,,однорычажный,165,146.5 мм,
https://cdn.entero.ru/mp@2x/ee/1a/ee1a695560c0b5f2059cc0945322e3db.jpg,Смеситель Klarco STYL 20х300х250 мм,Смеситель Klarco STYL 20х300х250 мм,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/81631,"<p>Смеситель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81631""><b class=""b"">Klarco 20х300х250 мм</b></a> относится к серии Style. Смеситель устанавливается на моечную ванну или на стол-мойку (в отверстие диаметром от 27 до 35 мм).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Изготовлен из литьевой латуни с последующим нанесением высококачественного хромированного покрытия;</li>
<li>Излив фиксируется в корпусе смесителя с помощью трех уплотнительных колец и может поворачиваться на 360 градусов;</li>
<li>Металлические головки, установленные на кран-буксах имеют эргономичную 3-гранную форму;</li>
<li>Подключение воды осуществляется через штуцеры 1/2"".</li>
</ul>",81631,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/9a/08/9a08a9ee9cc87afbe8bca14de1971f1e.jpg,Устройство душирующее Klarco 3S.2409.19N.S3,Устройство душирующее Klarco 3S.2409.19N.S3,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/130734,"<p>Душирующие устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130734"">Klarco 3S.2409.19N.S3</a></b> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах, а также для мытья фруктов и овощей в раковинах. на предприятиях общественного питания. Изделие оснащено гибким высоким шлангом на пружинной оплетке. Модель выполнена из хрома с декоративными пластиковыми элементами черного цвета.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Диаметр: 20 мм</li>
<li>Поворот кран-буксов: 360°</li>
<li>Диаметр отверстия для врезки: 35 мм</li>
<li>Подключение: 3/4 дюйма</li>
<li>Высота дуга над поверхностью: 1070 мм</li>
<li>Размер: 400х515х1470 мм</li>
</ul>

<p><br><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",130734,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/3f/ce/3fce9302292584d6bda3ea168bc372d8.jpg,Устройство душирующее Monolith P 0102010206,Устройство душирующее Monolith P 0102010206,0,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162432,"<p>Душирующие устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/162432"">Monolith P 0102010206</a></b> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Модель устанавливается в стену, оснащена оснащена эргономичными вентилями, смесителем с компактным изливом, лейкой с рычагом и фиксатором, позволяющим обеспечить постоянный напор воды. Душ выполнен из нержавеющей стали с термопластиком, держатель - из пластика. </p>

<p>В комплект поставки входит держатель душа, дополнительное крепление к стене.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество монтажных отверстий: 2</li>
<li>Межосевое расстояние: 150 мм</li>
<li>Длина крепления к стене: 135 мм</li>
</ul>",162432,"душирующее устройство, смеситель",,,1010 мм,,,,0,https://entero.ru/manuals/293971/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Monolith%20P%200102010206.pdf,,,Италия,Италия,,двухвентильный,300,155 мм,
https://cdn.entero.ru/mp@2x/33/df/33df0e400acdc31490e0cb2f21d21091.jpg,Устройство душирующее со смесителем Klarco 2S.4024.BG.72/C49,Устройство душирующее со смесителем Klarco 2S.4024.BG.72/C49,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/190186,"<p>Душирующие устройство со смесителем <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/190186"">Klarco 2S.4024.BG.72/C49</a> </b>предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах, а также для мытья фруктов и овощей в раковинах на предприятиях общественного питания. Изделие оснащено гибким высоким шлангом на пружинной оплетке. Модель выполнена из нержавеющей стали, кронштейны - из армированного стекловолокном нейлона со стальными сердечниками. </p>

<p><b>Особенности:</b></p>

<ul>
<li>​Настенное крепление</li>
<li>Устойчиво к царапинам, коррозии и известковому налету</li>
<li>Цвет:
<ul>
<li>Пружина синего цвета с серой защитой</li>
<li>Пистолет-распылитель синего цвета с серым бампером</li>
</ul>
</li>
</ul>",190186,"душирующее устройство, смеситель",400 мм,,1015 мм,,,,0,https://entero.ru/manuals/221100/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Klarco%202S.4024.BG.72_C49.jpg;https://entero.ru/manuals/221101/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Klarco%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Италия,,однорычажный,,,
https://cdn.entero.ru/mp@2x/38/5f/385f89da473497a5ef1fe6efbb3d393f.jpg,Катушка со шлангом Klarco MAXIReel M20,5R.M20.449 / СП059021,0,RUB,Нет,Klarco,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/99178,"<p>Катушка со шлангом <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99178"">Klarco MAXIReel M20</a></b> предназначена для мытья больших площадей на предприятиях общественного питания. Барабан оснащен откидным механизмом для уменьшения износа шланга и облегчения его выдвижения и стопорным механизмом, позволяющим фиксировать его на нужной длине. Вне барабана часть шланга регулируется по длине. Изделие работает на воде, не смешанной с другими веществами.</p>

<p>В комплект поставки входит пистолет Nito-2 COMBI.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус и рама выполнены из нержавеющей стали AISI 304</li>
<li>Шланг выполнен из резины EPDM соответствует спецификациям FDA CFR 21 177-2600(e)</li>
<li>Антифрикционные ролики выполнены из термопластика</li>
<li>Пружинная оплетка шланга выполнена из нержавеющей стали</li>
<li>Подключение воды осуществляется через штуцеры 1/2""</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина шланга: 20 м</li>
<li>Максимальное давление воды при температуре до 60 °C: 10 бар</li>
<li>Максимальная температура воды при давлении до 6 бар: 90 °C</li>
<li>Скорость воды на выходе из распылителя при давлении 5 бар: 40 л/мин.</li>
<li>Габариты в упаковке: 600х600х200 мм</li>
<li>Вес пистолета: 0,7 кг</li>
<li>Вес: 24 кг</li>
</ul>",99178,катушка с душирующим устройством,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/de/b4/deb436e531dd16c26a7a257351da6cb2.jpg,Устройство душирующее Monolith R 0201020249,Устройство душирующее Monolith R 0201020249,30059,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162329,"<p>Душирующие устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/162329""><b class=""b"">Monolith R 0201020249</b></a> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания.Модель с креплением к раковине оснащена рычажным краном с локтевым управлением, смесителем и компактным изливом, расположенным на уровне ручки. Душ с наконечником черного цвета выполнен из нержавеющей стали с термопластиком, держатель душа - из пластика. </p>

<p>В комплект поставки входит гусак и крепления.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество монтажных отверстий: 1</li>
<li>
<p>Габариты упаковки: 225x760x190 мм</p>
</li>
</ul>

<p> </p>",162329,"душирующее устройство, смеситель",,250 мм,1120 мм,,,,0,https://entero.ru/manuals/293925/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Monolith%20R%200201020249.pdf;https://entero.ru/manuals/293926/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Monolith%202020%20%28%D0%B0%D0%BD%D0%B3%D0%BB%29.pdf;https://entero.ru/manuals/527804/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,Италия,,однорычажный,,,
https://cdn.entero.ru/mp@2x/2c/a0/2ca0b08f938788e642a1407bfaf59778.jpg,Устройство душирующее Monolith R 0201020213,Устройство душирующее Monolith R 0201020213,25476,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/162327,"<p>Душирующие устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/162327""><b class=""b"">Monolith R 0201020213</b></a> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Модель с креплением к раковине оснащена рычажным краном с локтевым управлением, смесителем и компактным изливом, расположенным на уровне ручки. Душ с наконечником черного цвета выполнен из нержавеющей стали с термопластиком, держатель душа - из пластика.</p>

<p>В комплект поставки входит гусак и крепления.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество монтажных отверстий: 1</li>
<li>Диаметр отверстия: 50 мм</li>
</ul>",162327,"душирующее устройство, смеситель",,,,,,,0,https://entero.ru/manuals/189187/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R%200201020213.pdf;https://entero.ru/manuals/527801/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,26817,,Италия,Италия,,однорычажный,300,200 мм,
https://cdn.entero.ru/mp@2x/7e/1c/7e1c16e682041fdcabbe138626f4e3d0.jpg,Смеситель Monolith R 0201020224,Смеситель Monolith R 0201020224,8891,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/289594,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289594"">Monolith R 0201020224</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. </p>",289594,смеситель,,,,,,,0,https://entero.ru/manuals/351970/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R%200201020224.jpg;https://entero.ru/manuals/527749/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,Италия,,однорычажный,215,,
https://cdn.entero.ru/mp@2x/3a/35/3a350d3ed501a5a2fb93e6b93307b892.jpg,Смеситель Monolith EROS003,Смеситель Monolith EROS003,26144,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/289330,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289330"">Monolith EROS003</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель оснащена гибким шлангом и 1 отверстием под воду.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Подключение воды: 3/8""</li>
<li>
<p>Диаметр отверстия для установки: 50 мм</p>
</li>
</ul>

<p> </p>

<p> </p>",289330,смеситель,,,445 мм,,,,0,https://entero.ru/manuals/351926/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20EROS003.jpg;https://entero.ru/manuals/527802/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,27813,3 кг,Италия,Италия,,однорычажный,210,115 мм,350 мм
https://cdn.entero.ru/mp@2x/c3/fe/c3fe265dd1d16226774d97bb21c6d521.jpg,Смеситель Monolith R 0102020206,Смеситель Monolith R 0102020206,23881,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/161883,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/161883"">Monolith R 0102020206</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель устанавливается на кухонную мойку, оснащена удлиненным рычагом черного цвета и компактным изливом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество монтажных отверстий: 2</li>
<li>Межосевое расстояние: 155 мм</li>
<li>Длинна рычага: 310 мм</li>
</ul>

<p> </p>

<p> </p>",161883,смеситель,155 мм,330 мм,360 мм,,,,0,https://entero.ru/manuals/188839/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R%200102020206.pdf;https://entero.ru/manuals/527799/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Италия,Италия,,однорычажный,255,250 мм,
https://cdn.entero.ru/mp@2x/9c/54/9c54dbe511e8d291e8506ec76f696997.jpg,Смеситель педальный Monolith ERMES001,Смеситель педальный Monolith ERMES001,10026,RUB,Нет,Monolith,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/221931,"<p>Педальный смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221931"">Monolith ERMES001</a></b> предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель оснащена педалью, при нажатии на которую вода поступает и прекращается при отпускании педали.</p>

<p> </p>",221931,смеситель,,,,,,,0,https://entero.ru/manuals/265062/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Monolith%20R%200902020201.jpg;https://entero.ru/manuals/527789/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,10554,,Италия,Италия,,однорычажный,250,170 мм,
https://cdn.entero.ru/mp@2x/68/0f/680f4a4b4e404b14fb00902669ebca3a.jpg,Смеситель Rubinetterie DEL FRIULI Mixer tap G //00103253,Смеситель Rubinetterie DEL FRIULI Mixer tap G //00103253,9694,RUB,Нет,Rubinetterie,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/89838,"<p>Смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89838"">Rubinetterie DEL FRIULI Mixer tap G //00103253</a> </b>предназначен для ежедневного использования и подачи воды на кухнях в пекарнях, столовых, кафе, ресторанах и на других предприятиях общественного питания. Модель оснащена керамическими кран-буксами и поворотным гусаком. Смеситель выполнен из хромированной латуни.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр водопроводной трубы: 1/2"" </li>
<li>Габариты в упаковке: 412x160x80 мм</li>
</ul>",89838,смеситель,250 мм,160 мм,210 мм,,,,0,,,1.5 кг,,,,двухвентильный,250,210 мм,
https://cdn.entero.ru/mp@2x/06/61/066158ff8b6b453a9b84cc2908060a44.jpg,Устройство душирующее Empero JP.OYD.03,Устройство душирующее Empero JP.OYD.03,23622,RUB,Нет,Empero,Профоборудование,Нейтральное,Смесители и душирующие устройства,https://entero.ru/item/276836,"<p>Душирующие устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276836"">Empero JP.OYD.03</a></b> предназначено для удобного удаления крупных остатков пищи с кухонной посуды и инвентаря перед загрузкой в посудомоечную машину в моечных цехах на предприятиях общественного питания. Изделие устанавливается на моечную ванну, оснащено гибким высоким шлангом на пружинной оплетке. Конструкция выполнена из прочных материалов, устойчивых к коррозии.</p>",276836,душирующее устройство,,,,,,,0,https://entero.ru/manuals/341872/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Empero.pdf,,,,Турция,,двухвентильный,,,
