Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Монтаж,Площадь помещения,Лампы в комплекте,Без ламп,Автомобильный
https://cdn.entero.ru/mp@2x/1c/09/1c09a9a6e856e31178240325e965c6d6.jpg;https://cdn.entero.ru/mp@2x/0e/d8/0ed85cda22e7330b9556932e413be3a4.jpg,Рециркулятор бактерицидный ТММ РБУ-200 нерж.,РБУ-200 корпус нержавеющий,50630,RUB,Нет,ТММ,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/126997,"<p>Бактерицидный рециркулятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126997""><b class=""b"">ТММ РБУ-200</b></a> используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для обеззараживания воздуха в помещениях. Модель работает на 4 бактерицидных лампах, производящих ультрафиолетовое излучение, которое губительно влияет на практически все известные вирусы, болезнетворные бактерии и грибы. Корпус выполнен из нержавеющей стали, отражатели - из алюминия.</p>

<p>Подставка в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рециркулятор закрытого типа</li>
<li>4 ртутные лампы, закрытые металлическим корпусом</li>
<li>Специальный патрон с повышенной влагоустойчивостью - обеспечивает бесперебойную работу в условиях повышенной влажности</li>
<li>Выключатель и светодиодный индикатор на лицевой стороне</li>
<li>Сочетает в себе преимущества и возможности облучателей и рециркуляторов</li>
<li>Может использоваться в присутсвии людей</li>
<li>Подходит для обеззараживания помещений с высокой влажностью (до 95%) и агрессивной средой</li>
<li>Металлический корпус защищает от повреждений ртутные лампы</li>
<li>Может крепиться к стене помещения или быть установлен на подставку с колесными опорами для свободного перемещения (подставка приобретается отдельно)</li>
<li>Цвета окраски корпуса на выбор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Лампы: 4х 30 Вт</li>
<li>Длина волны: 235 нм</li>
<li>Уровень шума: 45 Дб</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка на колесах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126997,закрытый,,0.2 кВт,440 мм,130 мм,1130 мм,,Россия,,,0,https://entero.ru/manuals/138431/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%A0%D0%91%D0%A3-200.docx;https://entero.ru/manuals/138432/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/138430/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%80%D0%B5%D1%86%D0%B8%D1%80%D0%BA%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80%D1%8B%20%D0%A2%D0%9C%D0%9C%20%D0%A0%D0%91%D0%A3.png,55033,,20 кг,300 м​3/час,"настенный, напольный",,,,
https://cdn.entero.ru/mp@2x/a5/54/a55478e5bd86f435b37ddc4773568e00.jpg;https://cdn.entero.ru/mp@2x/0f/f5/0ff5e1d145fd3f4e0b558368246b9c6c.jpg;https://cdn.entero.ru/mp@2x/b5/64/b56421ca9670f82ed84e8fee4322e125.jpg,Рециркулятор бактерицидный ТММ РБУ-300 краш.,РБУ-300 крашенный (цвета на выбор),53164,RUB,Нет,ТММ,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/126999,"<p>Бактерицидный рециркулятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126999""><b class=""b"">ТММ РБУ-300</b></a> используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для обеззараживания воздуха в помещениях. Модель работает на 6 бактерицидных лампах, производящих ультрафиолетовое излучение, которое губительно влияет на практически все известные вирусы, болезнетворные бактерии и гриб. Корпус выполнен из окрашенного металла, отражатели - из алюминия.</p>

<p>Подставка в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рециркулятор закрытого типа</li>
<li>6 ртутных ламп, закрытых металлическим корпусом</li>
<li>Специальный патрон с повышенной влагоустойчивостью - обеспечивает бесперебойную работу в условиях повышенной влажности</li>
<li>Выключатель и светодиодный индикатор на лицевой стороне</li>
<li>Сочетает в себе преимущества и возможности облучателей и рециркуляторов</li>
<li>Может использоваться в присутсвии людей</li>
<li>Подходит для обеззараживания помещений с высокой влажностью (до 95%) и агрессивной средой</li>
<li>Металлический корпус защищает от повреждений ртутные лампы</li>
<li>Может крепиться к стене помещения или быть установлен на подставку с колесными опорами для свободного перемещения (подставка приобретается отдельно)</li>
<li>Цвета окраски корпуса на выбор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Лампы: 6х 30 Вт</li>
<li>Длина волны: 235 нм</li>
<li>Уровень шума: 45 Дб</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка на колесах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126999,закрытый,,0.3 кВт,450 мм,130 мм,1130 мм,,Россия,,,0,https://entero.ru/manuals/138437/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%A0%D0%91%D0%A3-300.docx;https://entero.ru/manuals/138438/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/138436/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%80%D0%B5%D1%86%D0%B8%D1%80%D0%BA%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80%D1%8B%20%D0%A2%D0%9C%D0%9C%20%D0%A0%D0%91%D0%A3.png,,,22 кг,450 м​3/час,"настенный, напольный",,,,
https://cdn.entero.ru/mp@2x/c9/b3/c9b3ee09edf4cb6a331bc00cc60c63e9.jpg,Рециркулятор ультрафиолетовый Med-Mos FYKX-B800 с РУ,Рециркулятор ультрафиолетовый Med-Mos FYKX-B800 с РУ,58400,RUB,Нет,Med-Mos,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/313356,"<p>Ультрафиолетовый рециркулятор<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313356""><b class=""b""> Med-Mos FYKX-B800 </b></a>используется на предприятиях общественного питания и торговли, пищевых производствах и медицинский учреждениях для обеззараживания воздуха и поверхностей в помещениях. Модель оснащена 3 УФ-лампами.</p>

<p>Прибор поставляется с регистрационным удостоверением.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность УФ-лампы: 36 Вт</li>
<li>Срок службы УФ-лампы: не менее 6000 ч</li>
<li>Объем эффективной обработки: 100 м<sup>3</sup></li>
<li>Номинальная потребляемая мощность: 250 Вт</li>
<li>Эффективность обеззараживания: от 85 до 99,9 %</li>
<li>Уровень звуковой мощности: 50 дБ</li>
<li>Средняя наработка на отказ: не менее 6000</li>
<li>Среднее время восстановления: не более 3 ч</li>
<li>Средний срок службы: не менее 3 лет</li>
</ul>",313356,закрытый,,,1167 мм,373 мм,241 мм,,Россия,,,0,,,,11.4 кг,1000 м​3/час,настенный,,Да,,
https://cdn.entero.ru/mp@2x/34/cb/34cbd24e1f467a626d85c99cd6188993.jpg,Рециркулятор ультрафиолетовый Med-Mos FYKX-B1000 с РУ,Рециркулятор ультрафиолетовый Med-Mos FYKX-B1000 с РУ,61900,RUB,Нет,Med-Mos,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/313357,"<p>Ультрафиолетовый рециркулятор<a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/313357""><b class=""b""> Med-Mos FYKX-B1000 </b></a>используется на предприятиях общественного питания и торговли, пищевых производствах и медицинский учреждениях для обеззараживания воздуха и поверхностей в помещениях. Модель оснащена 3 УФ-лампами.</p>

<p>Прибор поставляется с регистрационным удостоверением.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность УФ-лампы: 36 Вт</li>
<li>Срок службы УФ-лампы: не менее 6000 ч</li>
<li>Объем эффективной обработки: 100 м<sup>3</sup></li>
<li>Номинальная потребляемая мощность: 250 Вт</li>
<li>Эффективность обеззараживания: от 85 до 99,9 %</li>
<li>Уровень звуковой мощности: 50 дБ</li>
<li>Средняя наработка на отказ: не менее 6000</li>
<li>Среднее время восстановления: не более 3 ч</li>
<li>Средний срок службы: не менее 3 лет</li>
</ul>",313357,закрытый,,,1167 мм,373 мм,241 мм,,Россия,,,0,,66559,,11.4 кг,1000 м​3/час,настенный,,Да,,
https://cdn.entero.ru/mp@2x/db/32/db32c1ec4d8217bc4f92b913ffc5c6e6.jpg;https://cdn.entero.ru/mp@2x/b1/56/b156343ec69b4e45a20500436534a40f.jpg,Рециркулятор бактерицидный ТММ РБУ-300 нерж.,РБУ-300 корпус нержавеющий,69370,RUB,Нет,ТММ,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/126998,"<p>Бактерицидный рециркулятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126998""><b class=""b"">ТММ РБУ-300</b></a> используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для обеззараживания воздуха в помещениях. Модель работает на 6 бактерицидных лампах, производящих ультрафиолетовое излучение, которое губительно влияет на практически все известные вирусы, болезнетворные бактерии и грибы. Корпус выполнен из нержавеющей стали, отражатели - из алюминия.</p>

<p>Подставка в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рециркулятор закрытого типа</li>
<li>6 ртутных ламп, закрытых металлическим корпусом</li>
<li>Специальный патрон с повышенной влагоустойчивостью - обеспечивает бесперебойную работу в условиях повышенной влажности</li>
<li>Выключатель и светодиодный индикатор на лицевой стороне</li>
<li>Сочетает в себе преимущества и возможности облучателей и рециркуляторов</li>
<li>Может использоваться в присутсвии людей</li>
<li>Подходит для обеззараживания помещений с высокой влажностью (до 95%) и агрессивной средой</li>
<li>Металлический корпус защищает от повреждений ртутные лампы</li>
<li>Может крепиться к стене помещения или быть установлен на подставку с колесными опорами для свободного перемещения (подставка приобретается отдельно)</li>
<li>Цвета окраски корпуса на выбор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Лампы: 6х 30 Вт</li>
<li>Длина волны: 235 нм</li>
<li>Уровень шума: 45 Дб</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка на колесах</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126998,закрытый,,0.3 кВт,450 мм,130 мм,1130 мм,,Россия,,,0,https://entero.ru/manuals/138434/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%A0%D0%91%D0%A3-300.docx;https://entero.ru/manuals/138435/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/138433/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%80%D0%B5%D1%86%D0%B8%D1%80%D0%BA%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80%D1%8B%20%D0%A2%D0%9C%D0%9C%20%D0%A0%D0%91%D0%A3.png,72260,,22 кг,450 м​3/час,"настенный, напольный",,,,
https://cdn.entero.ru/mp@2x/c3/12/c312197c878584d8512adf767b8b64f7.jpg,Рециркулятор ультрафиолетовый Med-Mos FYKX- Y1200 с РУ,Рециркулятор ультрафиолетовый Med-Mos FYKX- Y1200 с РУ,111050,RUB,Нет,Med-Mos,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/313358,"<p>Ультрафиолетовый рециркулятор<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313358""><b class=""b""> Med-Mos FYKX- Y1200 </b></a>используется на предприятиях общественного питания и торговли, пищевых производствах и медицинский учреждениях для обеззараживания воздуха и поверхностей в помещениях. Модель оснащена 7 УФ-лампами и роликовыми ножками.</p>

<p>Прибор поставляется с регистрационным удостоверением.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность УФ-лампы: 36 Вт</li>
<li>Срок службы УФ-лампы: не менее 6000 ч</li>
<li>Объем эффективной обработки: 60 м<sup>3</sup></li>
<li>Номинальная потребляемая мощность: 360 Вт</li>
<li>Эффективность обеззараживания: от 85 до 99,9 %</li>
<li>Уровень звуковой мощности: 42 дБ</li>
<li>Средняя наработка на отказ: не менее 6000</li>
<li>Среднее время восстановления: не более 3 ч</li>
<li>Диаметр ножек: 45 мм</li>
<li>Средний срок службы: не менее 3 лет</li>
</ul>",313358,закрытый,,,971 мм,609 мм,500 мм,,Россия,,,0,,115677,,23.1 кг,450 м​3/час,напольный,,Да,,
https://cdn.entero.ru/mp@2x/bc/9e/bc9eba80922f6ec571a0ac4f5cec6805.jpg,Рециркулятор ультрафиолетовый Med-Mos FYKX-G1500 с РУ,Рециркулятор ультрафиолетовый Med-Mos FYKX-G1500 с РУ,169550,RUB,Нет,Med-Mos,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/313359,"<p>Ультрафиолетовый рециркулятор<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313359""><b class=""b""> Med-Mos FYKX-G1500 </b></a>используется на предприятиях общественного питания и торговли, пищевых производствах и медицинский учреждениях для обеззараживания воздуха и поверхностей в помещениях. Модель оснащена 9 УФ-лампами.</p>

<p>Прибор поставляется с регистрационным удостоверением.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность УФ-лампы: 36 Вт</li>
<li>Срок службы УФ-лампы: не менее 6000 ч</li>
<li>Объем эффективной обработки: 120 м<sup>3</sup></li>
<li>Номинальная потребляемая мощность: 380 Вт</li>
<li>Эффективность обеззараживания: от 85 до 99,9 %</li>
<li>Уровень звуковой мощности: 42 дБ</li>
<li>Средняя наработка на отказ: не менее 6000</li>
<li>Среднее время восстановления: не более 3 ч</li>
<li>Диаметр ножек: 45 мм</li>
<li>Средний срок службы: не менее 3 лет</li>
</ul>",313359,закрытый,,,598 мм,408 мм,1994 мм,,Россия,,,0,,184293,,33.9 кг,1500 м​3/час,напольный,,Да,,
https://cdn.entero.ru/mp@2x/ae/37/ae37912430b01629a6c66014bbfa4243.jpg,Облучатель бактерицидный Азов ОБН-75,Облучатель бактерицидный Азов ОБН-75,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/125405,"<p>Бактерицидный облучатель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125405"">Азов ОБН-75</a> </b>используется на предприятиях общественного питания и торговли, а также пищевых производствах для обеззараживания воздуха и поверхностей в помещениях. Модель оснащена лампой с защитным экраном. Корпус покрыт порошковой эмалью, повышающей антикоррозионную устойчивость изделия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Экранированная бактерицидная лампа PHILIPS TUV 30W (UV-C)</li>
<li>Стартер Philips S10</li>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей, обладающих широким диапазоном действия на бактерии, вирусы, споры, грибы и другие микроорганизмы</li>
<li>Нижние слои воздуха обеззараживаются за счет конвекции</li>
<li>Возможна обработка в присутствии людей</li>
<li>Климатический тип: УХЛ 4,2</li>
<li>Класс электробезопасности по ГОСТ Р 50267,0-92: 1 тип B</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Облученность на расстоянии 1 м: 0,6 Вт/м<sup>2</sup></li>
<li>Бактерицидная эффективность: 99%</li>
<li>Коэффициент использования бактерицидного потока: 0,48</li>
<li>Длина волны излучения: 253,7 нм</li>
<li>Номинальная потребляемая мощность: 0,065 кВт</li>
<li>Мощность лампы: 0,03 кВт</li>
<li>Срок службы лампы: 8000 часов</li>
<li>Бактерицидный поток Фбк лампы: 0,0112 кВт</li>
<li>Температура в помещении: от 10 до 35 °С</li>
<li>Максимальная относительная влажность воздуха в помещении: 60%</li>
<li>Габариты в упаковке: 960x139x122 мм</li>
<li>Срок службы: 5 лет</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125405,закрытый,220 В,,942 мм,54 мм,116 мм,,Россия,,,0,https://entero.ru/manuals/144450/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/387980/%D0%A0%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D1%83%D0%B4%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B5.pdf,,,1.8 кг,75 м​3/час,,,,,
https://cdn.entero.ru/mp@2x/b6/c3/b6c3056eccebdeda930f4e15ff7ca5a2.jpg,Облучатель бактерицидный Азов ОБПе-450 (6х30) без ламп,Облучатель бактерицидный Азов ОБПе-450 (6х30) без ламп,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/125505,"<p>Бактерицидный облучатель<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125505""><b class=""b""> Азов ОБПе-450 </b></a>используется на предприятиях общественного питания и торговли, а также пищевых производствах для обеззараживания воздуха и поверхностей в помещениях. Модель оснащена 5 поворотными колесами и съемными крышками корпуса. Корпус покрыт порошковой эмалью, повышающей антикоррозионную устойчивость изделия.</p>

<p><em><span style=""color:#FF0000;"">Бактерицидные лампы PHILIPS TUV 30W (UV-C) в комплект поставки не входят и приобретаются отдельно.</span></em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Стартер Philips S10</li>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей, обладающих широким диапазоном действия на бактерии, вирусы, споры, грибы и другие микроорганизмы</li>
<li>Нижние слои воздуха обеззараживаются за счет конвекции</li>
<li>Степень обеззараживания до 99%</li>
<li>Обработка без присутствия людей</li>
<li>Климатический тип: УХЛ 4,2</li>
<li>Класс электробезопасности по ГОСТ Р 50267,0-92: 1 тип B</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Лампы: Philips TUV 30W (UV-C) 30 Вт</li>
<li>Срок службы лампы: 8000 часов</li>
<li>Облученность на расстоянии 1 м: 4 Вт/м<sup>2</sup></li>
<li>Коэффициент использования бактерицидного потока: 0,9</li>
<li>Потребляемая мощность: 0,39 кВт</li>
<li>Срок службы: 5 лет</li>
<li>Габариты в упаковке:
<ul>
<li>Место 1: 1050х198х232 мм</li>
<li>Место 2: 608х604х108 мм</li>
</ul>
</li>
<li>Вес с упаковкой:
<ul>
<li>Место 1: 8,4 кг</li>
<li>Место 2: 2,5 кг</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>6 экранированных бактерицидных ламп <a href=""https://entero.ru/item/125502"">PHILIPS TUV 30W (UV-C)</a></li>
</ul>",125505,закрытый,220 В,,650 мм,650 мм,1130 мм,,Россия,,,0,https://entero.ru/manuals/144455/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,11 кг,850 м​3/час,напольный,,,Да,
https://cdn.entero.ru/mp@2x/a4/26/a426be99c96338799a696b381b921a30.jpg;https://cdn.entero.ru/mp@2x/79/8b/798bfb4dbb760485b66293041e4ee074.jpg;https://cdn.entero.ru/mp@2x/0b/0c/0b0cd2b8395f6d513edbe994a95c4e9b.jpg;https://cdn.entero.ru/mp@2x/1e/db/1edbece4c03dc7648fcff2adba23d299.jpg,Рециркулятор ультрафиолетовый RoboLabs LUF2-8LUX,173901,0,RUB,Нет,RoboLabs,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/126034,"<p>Ультрафиолетовый рециркулятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126034""><b class=""b"">ТТМ LUF2-8LUX</b></a> ​используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для обеззараживания воздуха в помещениях. Модель оснащена 1 ртутной газоразрядной лампой низкого давления с трубчатой стеклянной колбой, производящей ультрафиолетовое излучение, которое губительно влияет на практически все известные вирусы, болезнетворные бактерии и грибы. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Облучатель закрытого типа</li>
<li>Принцип работы облучателя заключается в бактерицидной обработке воздуха, прокачиваемого через вентиляционные отверстия в корпусе</li>
<li>Обеззараживание воздуха происходит под действием ультрафиолетового излучения, которое не распространяется за пределы корпуса</li>
<li>Движение воздуха через рециркулятор обеспечивается мощным осевым вентилятором, рассчитанным на непрерывную работу в течение 24 часов</li>
<li>Бактерицидный поток на уровне 205..315 нм, с пиковым значением УФ-излучения на длине волны 254 нм</li>
<li>Стекло лампы отфильтровывает озонообразующую спектральную линию с длиной волны 185 нм</li>
<li>Легкосъемный фильтр из мелкой стальной стеки минимизирует попадание пыли и жира на лопасти вентилятора, что позволят продлить срок службы изделия</li>
<li>Подсвечиваемый изнутри УФ-лампой логотип UV-MAXX является дополнительным индикатором работы устройства - специальная защитная плёнка на стекле блокирует УФ-излучение, делает его безопасным для человека</li>
<li>Устанавливается на стене в горизонтальном или вертикальном положении</li>
<li>Климатический тип: УХЛ 4,2</li>
<li>Степень защиты: IP20</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. объем помещения: 30 м<sup>3</sup></li>
<li>Лампа: 1х 8 Вт</li>
<li>Длина волны: 254 нм</li>
<li>
<p>Срок службы лампы: 8000 ч</p>
</li>
</ul>",126034,закрытый,220 В,0.012 кВт,150 мм,130 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/140341/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%A2%D0%9C%20LUF2-8LUX.pdf;https://entero.ru/manuals/136425/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240296&hd=2&autoplay=0,4 кг,60 м​3/час,настенный,,Да,,
https://cdn.entero.ru/mp@2x/a3/e5/a3e5439d1e47e2efd8d0cd2a42550cda.jpg;https://cdn.entero.ru/mp@2x/6c/b3/6cb3fd0039308c0b8f8b4d81e5852596.jpg;https://cdn.entero.ru/mp@2x/b2/d7/b2d78c15659054df3a2b8763635c9aa3.jpg;https://cdn.entero.ru/mp@2x/b3/32/b33279de868403b47fd0d6020631265a.jpg,Рециркулятор ультрафиолетовый RoboLabs LUF2-15LUX,173902,0,RUB,Нет,RoboLabs,Профоборудование,Оборудование для дезинфекции и очистки,Облучатели и рециркуляторы,https://entero.ru/item/126035,"<p>Ультрафиолетовый рециркулятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126035""><b class=""b"">ТТМ LUF2-15LUX</b></a> ​​используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования для обеззараживания воздуха в помещениях. Модель оснащена 1 ртутной газоразрядной лампой низкого давления с трубчатой стеклянной колбой, производящей ультрафиолетовое излучение, которое губительно влияет на практически все известные вирусы, болезнетворные бактерии и грибы. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Облучатель закрытого типа</li>
<li>Принцип работы облучателя заключается в бактерицидной обработке воздуха, прокачиваемого через вентиляционные отверстия в корпусе</li>
<li>Обеззараживание воздуха происходит под действием ультрафиолетового излучения, которое не распространяется за пределы корпуса</li>
<li>Движение воздуха через рециркулятор обеспечивается мощным осевым вентилятором, рассчитанным на непрерывную работу в течение 24 часов</li>
<li>Бактерицидный поток на уровне 205..315 нм, с пиковым значением УФ-излучения на длине волны 254 нм</li>
<li>Стекло лампы отфильтровывает озонообразующую спектральную линию с длиной волны 185 нм</li>
<li>Легкосъемный фильтр из мелкой стальной стеки минимизирует попадание пыли и жира на лопасти вентилятора, что позволят продлить срок службы изделия</li>
<li>Подсвечиваемый изнутри УФ-лампой логотип UV-MAXX является дополнительным индикатором работы устройства - специальная защитная плёнка на стекле блокирует УФ-излучение, делает его безопасным для человека</li>
<li>Устанавливается на стене в горизонтальном или вертикальном положении</li>
<li>Климатический тип: УХЛ 4,2</li>
<li>Степень защиты: IP20</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. объем помещения: 30 м<sup>3</sup></li>
<li>Лампа: 1х 15 Вт</li>
<li>Длина волны: 254 нм</li>
</ul>",126035,закрытый,220 В,0.02 кВт,150 мм,130 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/140338/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%A2%D0%9C%20LUF2-15LUX.pdf;https://entero.ru/manuals/136426/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240296&hd=2&autoplay=0,4 кг,60 м​3/час,настенный,,Да,,
